country,ssp_range,year_range,p0.05,p0.50,p0.95
Bosnia and Herzegovina,SSP5-8.5,2080-2099,56.62,59.92,63.34
Saint Barthélemy,SSP5-8.5,1986-2005,78.42,78.72,78.86
Saint Barthélemy,SSP5-8.5,2020-2039,79.65,80.17,80.76
Saint Barthélemy,SSP5-8.5,2040-2059,80.62,81.24,82.33
Saint Barthélemy,SSP5-8.5,2080-2099,82.31,83.58,85.72
Belarus,SSP5-8.5,1986-2005,42.40,43.27,44.21
Belarus,SSP5-8.5,2020-2039,45.57,46.56,48.60
Belarus,SSP5-8.5,2040-2059,46.69,48.40,51.85
Belarus,SSP5-8.5,2080-2099,50.92,52.78,57.84
Belize,SSP5-8.5,1986-2005,78.17,78.51,78.80
Belize,SSP5-8.5,2020-2039,79.76,80.11,81.02
Belize,SSP5-8.5,2040-2059,80.72,81.62,83.14
Belize,SSP5-8.5,2080-2099,83.45,85.51,88.48
Bermuda,SSP5-8.5,1986-2005,70.31,70.71,71.08
Bermuda,SSP5-8.5,2020-2039,71.60,72.10,73.14
Bermuda,SSP5-8.5,2040-2059,72.19,73.29,74.59
Bermuda,SSP5-8.5,2080-2099,74.51,76.46,79.08
"Bolivia, Plurinational State of",SSP5-8.5,1986-2005,61.98,62.18,62.46
"Bolivia, Plurinational State of",SSP5-8.5,2020-2039,63.91,64.27,65.14
"Bolivia, Plurinational State of",SSP5-8.5,2040-2059,65.30,66.05,67.41
"Bolivia, Plurinational State of",SSP5-8.5,2080-2099,67.99,70.65,72.95
Brazil,SSP5-8.5,1986-2005,76.19,76.49,76.66
Brazil,SSP5-8.5,2020-2039,77.81,78.23,78.80
Brazil,SSP5-8.5,2040-2059,79.08,79.61,80.97
Brazil,SSP5-8.5,2080-2099,81.52,83.32,84.89
Barbados,SSP5-8.5,1986-2005,78.97,79.25,79.42
Barbados,SSP5-8.5,2020-2039,80.28,80.59,81.15
Barbados,SSP5-8.5,2040-2059,81.02,81.70,82.62
Barbados,SSP5-8.5,2080-2099,82.80,84.03,86.11
Brunei Darussalam,SSP5-8.5,1986-2005,79.48,79.66,79.86
Brunei Darussalam,SSP5-8.5,2020-2039,80.75,81.00,81.44
Brunei Darussalam,SSP5-8.5,2040-2059,81.66,82.21,83.17
Brunei Darussalam,SSP5-8.5,2080-2099,83.69,85.13,87.30
Bhutan,SSP5-8.5,1986-2005,53.50,53.91,54.41
Bhutan,SSP5-8.5,2020-2039,55.04,55.52,56.24
Bhutan,SSP5-8.5,2040-2059,56.19,57.07,58.73
Bhutan,SSP5-8.5,2080-2099,59.36,61.15,64.17
Botswana,SSP5-8.5,1986-2005,69.90,70.39,70.62
Botswana,SSP5-8.5,2020-2039,71.33,72.32,73.44
Botswana,SSP5-8.5,2040-2059,72.98,74.26,76.03
Botswana,SSP5-8.5,2080-2099,76.17,78.66,81.59
Central African Republic,SSP5-8.5,1986-2005,78.80,78.95,79.22
Central African Republic,SSP5-8.5,2020-2039,78.99,80.25,81.02
Central African Republic,SSP5-8.5,2040-2059,79.34,81.62,83.20
Central African Republic,SSP5-8.5,2080-2099,81.80,85.03,88.03
Canada,SSP5-8.5,1986-2005,36.73,37.22,37.86
Canada,SSP5-8.5,2020-2039,39.41,40.36,41.80
Canada,SSP5-8.5,2040-2059,41.28,42.49,44.88
Canada,SSP5-8.5,2080-2099,45.59,48.16,51.72
Switzerland,SSP5-8.5,1986-2005,44.69,45.39,45.94
Switzerland,SSP5-8.5,2020-2039,47.10,47.84,49.55
Switzerland,SSP5-8.5,2040-2059,48.22,49.56,51.68
Switzerland,SSP5-8.5,2080-2099,51.19,53.67,57.89
Chile,SSP5-8.5,1986-2005,52.64,52.79,53.04
Chile,SSP5-8.5,2020-2039,53.76,54.31,54.63
Chile,SSP5-8.5,2040-2059,54.79,55.59,56.43
Chile,SSP5-8.5,2080-2099,57.32,58.60,60.51
China,SSP5-8.5,1986-2005,56.48,56.84,57.01
China,SSP5-8.5,2020-2039,58.32,59.17,60.09
China,SSP5-8.5,2040-2059,60.00,61.01,62.61
China,SSP5-8.5,2080-2099,63.15,65.62,68.87
Côte d'Ivoire,SSP5-8.5,1986-2005,79.43,79.63,79.94
Côte d'Ivoire,SSP5-8.5,2020-2039,80.45,81.11,81.83
Côte d'Ivoire,SSP5-8.5,2040-2059,81.27,82.54,83.94
Côte d'Ivoire,SSP5-8.5,2080-2099,83.82,86.04,88.56
Cameroon,SSP5-8.5,1986-2005,76.41,76.56,76.78
Cameroon,SSP5-8.5,2020-2039,77.25,78.09,78.79
Cameroon,SSP5-8.5,2040-2059,78.08,79.49,81.02
Cameroon,SSP5-8.5,2080-2099,80.57,82.99,85.68
"Congo, The Democratic Republic of the",SSP5-8.5,1986-2005,74.80,74.94,75.23
"Congo, The Democratic Republic of the",SSP5-8.5,2020-2039,75.79,76.50,77.21
"Congo, The Democratic Republic of the",SSP5-8.5,2040-2059,76.32,77.83,79.27
"Congo, The Democratic Republic of the",SSP5-8.5,2080-2099,78.68,81.38,83.64
Congo,SSP5-8.5,1986-2005,76.87,77.09,77.27
Congo,SSP5-8.5,2020-2039,77.99,78.50,78.91
Congo,SSP5-8.5,2040-2059,78.94,79.85,81.07
Congo,SSP5-8.5,2080-2099,81.48,83.11,84.88
Cook Islands,SSP5-8.5,1986-2005,77.64,77.87,78.05
Cook Islands,SSP5-8.5,2020-2039,78.73,78.93,79.33
Cook Islands,SSP5-8.5,2040-2059,79.38,79.84,80.56
Cook Islands,SSP5-8.5,2080-2099,81.00,82.09,83.61
Colombia,SSP5-8.5,1986-2005,73.36,73.67,73.81
Colombia,SSP5-8.5,2020-2039,74.87,75.26,75.96
Colombia,SSP5-8.5,2040-2059,76.00,76.66,78.10
Colombia,SSP5-8.5,2080-2099,78.21,80.62,82.56
Comoros,SSP5-8.5,1986-2005,77.85,78.05,78.17
Comoros,SSP5-8.5,2020-2039,78.99,79.22,79.82
Comoros,SSP5-8.5,2040-2059,79.92,80.31,81.39
Comoros,SSP5-8.5,2080-2099,81.74,82.87,85.00
Cabo Verde,SSP5-8.5,1986-2005,73.52,73.81,73.98
Cabo Verde,SSP5-8.5,2020-2039,74.80,75.21,75.65
Cabo Verde,SSP5-8.5,2040-2059,75.38,76.19,77.09
Cabo Verde,SSP5-8.5,2080-2099,77.40,78.80,80.65
Costa Rica,SSP5-8.5,1986-2005,73.49,73.73,73.99
Costa Rica,SSP5-8.5,2020-2039,74.70,75.30,76.12
Costa Rica,SSP5-8.5,2040-2059,75.89,76.64,78.00
Costa Rica,SSP5-8.5,2080-2099,78.20,80.15,82.50
Cuba,SSP5-8.5,1986-2005,77.95,78.36,78.48
Cuba,SSP5-8.5,2020-2039,79.49,79.90,80.59
Cuba,SSP5-8.5,2040-2059,80.23,81.22,82.39
Cuba,SSP5-8.5,2080-2099,82.77,84.43,86.77
Curaçao,SSP5-8.5,1986-2005,79.30,79.52,79.68
Curaçao,SSP5-8.5,2020-2039,80.65,80.91,81.48
Curaçao,SSP5-8.5,2040-2059,81.21,82.14,83.08
Curaçao,SSP5-8.5,2080-2099,82.96,84.76,86.63
Cayman Islands,SSP5-8.5,1986-2005,79.33,79.70,79.77
Cayman Islands,SSP5-8.5,2020-2039,80.78,81.18,81.75
Cayman Islands,SSP5-8.5,2040-2059,81.56,82.37,83.44
Cayman Islands,SSP5-8.5,2080-2099,83.69,85.41,87.54
Cyprus,SSP5-8.5,1986-2005,67.30,67.61,68.10
Cyprus,SSP5-8.5,2020-2039,69.03,69.92,70.65
Cyprus,SSP5-8.5,2040-2059,70.12,71.50,72.48
Cyprus,SSP5-8.5,2080-2099,72.55,75.14,77.10
Czechia,SSP5-8.5,1986-2005,45.53,46.24,46.95
Czechia,SSP5-8.5,2020-2039,47.98,48.76,50.62
Czechia,SSP5-8.5,2040-2059,49.25,50.47,53.25
Czechia,SSP5-8.5,2080-2099,52.40,54.62,59.12
Germany,SSP5-8.5,1986-2005,47.66,48.24,48.84
Germany,SSP5-8.5,2020-2039,49.79,50.59,52.26
Germany,SSP5-8.5,2040-2059,50.90,52.05,55.19
Germany,SSP5-8.5,2080-2099,54.16,55.89,60.24
Djibouti,SSP5-8.5,1986-2005,82.08,82.67,82.85
Djibouti,SSP5-8.5,2020-2039,83.04,84.30,85.24
Djibouti,SSP5-8.5,2040-2059,84.38,85.78,87.54
Djibouti,SSP5-8.5,2080-2099,87.49,89.28,92.20
Dominica,SSP5-8.5,1986-2005,77.96,78.25,78.42
Dominica,SSP5-8.5,2020-2039,79.24,79.58,80.19
Dominica,SSP5-8.5,2040-2059,80.06,80.69,81.72
Dominica,SSP5-8.5,2080-2099,81.73,82.98,84.97
Denmark,SSP5-8.5,1986-2005,45.93,46.87,47.68
Denmark,SSP5-8.5,2020-2039,48.20,48.97,50.66
Denmark,SSP5-8.5,2040-2059,49.34,50.37,53.10
Denmark,SSP5-8.5,2080-2099,52.35,53.67,58.52
Dominican Republic,SSP5-8.5,1986-2005,76.42,76.89,77.10
Dominican Republic,SSP5-8.5,2020-2039,77.99,78.45,79.15
Dominican Republic,SSP5-8.5,2040-2059,78.96,79.70,81.12
Dominican Republic,SSP5-8.5,2080-2099,81.25,82.57,85.31
Algeria,SSP5-8.5,1986-2005,64.59,65.18,65.44
Algeria,SSP5-8.5,2020-2039,67.13,67.69,68.63
Algeria,SSP5-8.5,2040-2059,68.48,69.63,71.22
Algeria,SSP5-8.5,2080-2099,71.74,74.35,77.48
Ecuador,SSP5-8.5,1986-2005,65.12,65.43,65.57
Ecuador,SSP5-8.5,2020-2039,66.57,66.98,67.76
Ecuador,SSP5-8.5,2040-2059,67.61,68.40,69.91
Ecuador,SSP5-8.5,2080-2099,69.73,71.98,74.28
Egypt,SSP5-8.5,1986-2005,71.91,72.14,72.45
Egypt,SSP5-8.5,2020-2039,73.77,74.63,75.38
Egypt,SSP5-8.5,2040-2059,75.11,76.47,77.71
Egypt,SSP5-8.5,2080-2099,77.98,80.74,83.67
Eritrea,SSP5-8.5,1986-2005,78.70,78.96,79.11
Eritrea,SSP5-8.5,2020-2039,79.71,80.70,81.78
Eritrea,SSP5-8.5,2040-2059,80.79,82.38,84.23
Eritrea,SSP5-8.5,2080-2099,84.26,85.93,89.25
Spain,SSP5-8.5,1986-2005,58.24,58.90,59.18
Spain,SSP5-8.5,2020-2039,60.24,60.99,62.21
Spain,SSP5-8.5,2040-2059,61.53,62.67,64.41
Spain,SSP5-8.5,2080-2099,64.24,66.45,69.75
Estonia,SSP5-8.5,1986-2005,40.56,41.83,42.99
Estonia,SSP5-8.5,2020-2039,43.92,44.87,47.33
Estonia,SSP5-8.5,2040-2059,45.37,46.71,51.15
Estonia,SSP5-8.5,2080-2099,48.93,51.18,56.16
Ethiopia,SSP5-8.5,1986-2005,72.47,72.79,72.89
Ethiopia,SSP5-8.5,2020-2039,73.66,74.42,75.17
Ethiopia,SSP5-8.5,2040-2059,74.80,75.86,77.54
Ethiopia,SSP5-8.5,2080-2099,77.28,79.56,82.32
Finland,SSP5-8.5,1986-2005,36.54,38.09,39.44
Finland,SSP5-8.5,2020-2039,39.76,41.26,43.71
Finland,SSP5-8.5,2040-2059,41.72,43.50,48.02
Finland,SSP5-8.5,2080-2099,45.91,48.21,53.58
Fiji,SSP5-8.5,1986-2005,77.65,77.84,78.02
Fiji,SSP5-8.5,2020-2039,78.50,78.97,79.46
Fiji,SSP5-8.5,2040-2059,79.41,79.90,80.77
Fiji,SSP5-8.5,2080-2099,81.01,82.36,84.02
Falkland Islands (Malvinas),SSP5-8.5,1986-2005,43.84,44.05,44.38
Falkland Islands (Malvinas),SSP5-8.5,2020-2039,44.40,44.80,45.68
Falkland Islands (Malvinas),SSP5-8.5,2040-2059,44.91,45.56,46.21
Falkland Islands (Malvinas),SSP5-8.5,2080-2099,46.45,47.33,49.04
France,SSP5-8.5,1986-2005,51.90,52.57,52.93
France,SSP5-8.5,2020-2039,53.87,54.74,56.28
France,SSP5-8.5,2040-2059,55.05,56.42,58.33
France,SSP5-8.5,2080-2099,58.13,60.06,64.09
Faroe Islands,SSP5-8.5,1986-2005,43.11,44.27,45.11
Faroe Islands,SSP5-8.5,2020-2039,43.84,45.72,47.29
Faroe Islands,SSP5-8.5,2040-2059,44.44,46.85,49.06
Faroe Islands,SSP5-8.5,2080-2099,45.31,48.85,52.26
"Micronesia, Federated States of",SSP5-8.5,1986-2005,80.18,80.39,80.59
"Micronesia, Federated States of",SSP5-8.5,2020-2039,81.33,81.69,82.34
"Micronesia, Federated States of",SSP5-8.5,2040-2059,82.13,82.74,83.82
"Micronesia, Federated States of",SSP5-8.5,2080-2099,83.87,85.27,87.27
Gabon,SSP5-8.5,1986-2005,77.06,77.27,77.43
Gabon,SSP5-8.5,2020-2039,78.32,78.67,79.21
Gabon,SSP5-8.5,2040-2059,79.38,80.03,81.29
Gabon,SSP5-8.5,2080-2099,81.74,83.11,85.16
United Kingdom,SSP5-8.5,1986-2005,48.89,49.49,49.89
United Kingdom,SSP5-8.5,2020-2039,49.95,50.61,52.35
United Kingdom,SSP5-8.5,2040-2059,50.73,51.59,54.04
United Kingdom,SSP5-8.5,2080-2099,53.04,54.28,58.47
Georgia,SSP5-8.5,1986-2005,47.81,48.34,48.99
Georgia,SSP5-8.5,2020-2039,49.95,51.51,52.52
Georgia,SSP5-8.5,2040-2059,51.61,53.32,54.88
Georgia,SSP5-8.5,2080-2099,55.05,57.89,61.19
Guernsey,SSP5-8.5,1986-2005,52.82,53.51,53.67
Guernsey,SSP5-8.5,2020-2039,54.19,54.82,56.41
Guernsey,SSP5-8.5,2040-2059,54.83,55.68,58.21
Guernsey,SSP5-8.5,2080-2099,57.42,58.62,62.83
Ghana,SSP5-8.5,1986-2005,80.61,80.74,81.04
Ghana,SSP5-8.5,2020-2039,81.46,82.23,82.91
Ghana,SSP5-8.5,2040-2059,82.09,83.46,85.11
Ghana,SSP5-8.5,2080-2099,84.51,86.81,89.84
Gibraltar,SSP5-8.5,1986-2005,62.29,63.01,63.65
Gibraltar,SSP5-8.5,2020-2039,64.35,65.20,66.33
Gibraltar,SSP5-8.5,2040-2059,65.81,66.74,68.70
Gibraltar,SSP5-8.5,2080-2099,68.42,70.60,73.73
Guinea,SSP5-8.5,1986-2005,78.45,78.65,79.10
Guinea,SSP5-8.5,2020-2039,79.41,80.30,80.99
Guinea,SSP5-8.5,2040-2059,80.51,81.86,83.37
Guinea,SSP5-8.5,2080-2099,83.48,85.64,88.38
Guadeloupe,SSP5-8.5,1986-2005,78.12,78.42,78.58
Guadeloupe,SSP5-8.5,2020-2039,79.37,79.80,80.40
Guadeloupe,SSP5-8.5,2040-2059,80.27,80.92,81.95
Guadeloupe,SSP5-8.5,2080-2099,81.92,83.24,85.27
Gambia,SSP5-8.5,1986-2005,82.03,82.21,82.37
Gambia,SSP5-8.5,2020-2039,83.45,83.81,84.53
Gambia,SSP5-8.5,2040-2059,84.60,85.42,86.56
Gambia,SSP5-8.5,2080-2099,87.26,89.16,91.43
Guinea-Bissau,SSP5-8.5,1986-2005,81.53,81.71,81.83
Guinea-Bissau,SSP5-8.5,2020-2039,82.69,83.17,83.77
Guinea-Bissau,SSP5-8.5,2040-2059,83.89,84.62,85.79
Guinea-Bissau,SSP5-8.5,2080-2099,86.35,88.16,90.35
Equatorial Guinea,SSP5-8.5,1986-2005,76.25,76.45,76.57
Equatorial Guinea,SSP5-8.5,2020-2039,77.41,77.82,78.51
Equatorial Guinea,SSP5-8.5,2040-2059,78.37,79.08,80.46
Equatorial Guinea,SSP5-8.5,2080-2099,80.54,82.26,84.63
Greece,SSP5-8.5,1986-2005,59.84,60.19,60.85
Greece,SSP5-8.5,2020-2039,61.95,62.92,63.71
Greece,SSP5-8.5,2040-2059,63.40,64.54,66.28
Greece,SSP5-8.5,2080-2099,65.69,68.79,71.69
Grenada,SSP5-8.5,1986-2005,79.06,79.29,79.45
Grenada,SSP5-8.5,2020-2039,80.32,80.69,81.23
Grenada,SSP5-8.5,2040-2059,81.06,81.78,82.73
Grenada,SSP5-8.5,2080-2099,82.93,84.18,86.29
Greenland,SSP5-8.5,1986-2005,14.35,16.27,16.75
Greenland,SSP5-8.5,2020-2039,17.02,18.61,21.05
Greenland,SSP5-8.5,2040-2059,17.70,20.40,23.94
Greenland,SSP5-8.5,2080-2099,21.98,24.59,30.61
Guatemala,SSP5-8.5,1986-2005,70.99,71.27,71.82
Guatemala,SSP5-8.5,2020-2039,72.53,73.02,73.96
Guatemala,SSP5-8.5,2040-2059,73.82,74.74,76.18
Guatemala,SSP5-8.5,2080-2099,76.81,78.83,81.46
French Guiana,SSP5-8.5,1986-2005,78.94,79.45,79.74
French Guiana,SSP5-8.5,2020-2039,80.65,81.06,81.90
French Guiana,SSP5-8.5,2040-2059,81.63,82.22,83.85
French Guiana,SSP5-8.5,2080-2099,83.50,85.85,88.10
Guam,SSP5-8.5,1986-2005,80.15,80.34,80.59
Guam,SSP5-8.5,2020-2039,81.40,81.62,82.30
Guam,SSP5-8.5,2040-2059,82.34,82.75,83.96
Guam,SSP5-8.5,2080-2099,84.07,85.30,87.52
Guyana,SSP5-8.5,1986-2005,78.26,78.67,78.90
Guyana,SSP5-8.5,2020-2039,79.97,80.42,81.52
Guyana,SSP5-8.5,2040-2059,81.02,81.83,83.69
Guyana,SSP5-8.5,2080-2099,83.09,85.71,89.20
Hong Kong,SSP5-8.5,1986-2005,73.12,73.42,73.68
Hong Kong,SSP5-8.5,2020-2039,74.56,75.09,76.02
Hong Kong,SSP5-8.5,2040-2059,75.86,76.66,78.27
Hong Kong,SSP5-8.5,2080-2099,78.07,80.04,83.09
Heard Island and McDonald Islands,SSP5-8.5,1986-2005,34.52,34.79,35.21
Heard Island and McDonald Islands,SSP5-8.5,2020-2039,35.38,35.77,36.28
Heard Island and McDonald Islands,SSP5-8.5,2040-2059,35.78,36.50,37.60
Heard Island and McDonald Islands,SSP5-8.5,2080-2099,37.21,38.73,40.13
Honduras,SSP5-8.5,1986-2005,74.78,75.11,75.61
Honduras,SSP5-8.5,2020-2039,76.39,76.79,77.82
Honduras,SSP5-8.5,2040-2059,77.54,78.64,79.93
Honduras,SSP5-8.5,2080-2099,80.51,82.36,85.01
Croatia,SSP5-8.5,1986-2005,53.18,53.80,54.56
Croatia,SSP5-8.5,2020-2039,55.71,56.94,58.22
Croatia,SSP5-8.5,2040-2059,57.28,58.61,60.56
Croatia,SSP5-8.5,2080-2099,60.48,63.22,66.66
Haiti,SSP5-8.5,1986-2005,77.43,77.82,78.00
Haiti,SSP5-8.5,2020-2039,78.95,79.32,80.12
Haiti,SSP5-8.5,2040-2059,79.93,80.60,82.17
Haiti,SSP5-8.5,2080-2099,82.26,83.37,86.02
Hungary,SSP5-8.5,1986-2005,50.13,51.03,51.76
Hungary,SSP5-8.5,2020-2039,52.83,54.12,55.81
Hungary,SSP5-8.5,2040-2059,54.56,55.88,58.05
Hungary,SSP5-8.5,2080-2099,57.61,60.47,64.55
Indonesia,SSP5-8.5,1986-2005,78.15,78.37,78.47
Indonesia,SSP5-8.5,2020-2039,79.43,79.74,80.21
Indonesia,SSP5-8.5,2040-2059,80.41,80.98,81.76
Indonesia,SSP5-8.5,2080-2099,82.22,83.64,85.40
Isle of Man,SSP5-8.5,1986-2005,49.63,50.32,50.67
Isle of Man,SSP5-8.5,2020-2039,50.68,51.42,53.11
Isle of Man,SSP5-8.5,2040-2059,51.44,52.37,54.86
Isle of Man,SSP5-8.5,2080-2099,53.37,54.62,58.89
India,SSP5-8.5,1986-2005,73.98,74.26,74.61
India,SSP5-8.5,2020-2039,74.65,75.58,76.32
India,SSP5-8.5,2040-2059,76.08,77.11,78.67
India,SSP5-8.5,2080-2099,78.97,81.17,83.30
British Indian Ocean Territory,SSP5-8.5,1986-2005,79.01,79.12,79.32
British Indian Ocean Territory,SSP5-8.5,2020-2039,80.12,80.38,80.79
British Indian Ocean Territory,SSP5-8.5,2040-2059,81.05,81.51,82.25
British Indian Ocean Territory,SSP5-8.5,2080-2099,82.87,84.14,85.94
Ireland,SSP5-8.5,1986-2005,49.21,49.71,50.20
Ireland,SSP5-8.5,2020-2039,50.00,50.66,52.35
Ireland,SSP5-8.5,2040-2059,50.54,51.57,53.88
Ireland,SSP5-8.5,2080-2099,52.34,53.92,58.11
"Iran, Islamic Republic of",SSP5-8.5,1986-2005,59.81,60.28,60.58
"Iran, Islamic Republic of",SSP5-8.5,2020-2039,62.15,63.09,63.93
"Iran, Islamic Republic of",SSP5-8.5,2040-2059,63.77,65.04,66.73
"Iran, Islamic Republic of",SSP5-8.5,2080-2099,67.22,69.94,73.77
Iraq,SSP5-8.5,1986-2005,73.28,73.71,74.09
Iraq,SSP5-8.5,2020-2039,75.60,76.67,77.58
Iraq,SSP5-8.5,2040-2059,76.99,78.90,80.49
Iraq,SSP5-8.5,2080-2099,80.52,83.84,87.43
Iceland,SSP5-8.5,1986-2005,35.78,37.54,38.82
Iceland,SSP5-8.5,2020-2039,36.84,38.98,41.98
Iceland,SSP5-8.5,2040-2059,38.28,40.27,44.09
Iceland,SSP5-8.5,2080-2099,41.33,43.56,48.72
Israel,SSP5-8.5,1986-2005,67.87,68.15,68.49
Israel,SSP5-8.5,2020-2039,69.61,70.54,71.32
Israel,SSP5-8.5,2040-2059,70.94,72.48,73.68
Israel,SSP5-8.5,2080-2099,73.74,76.59,79.30
Italy,SSP5-8.5,1986-2005,56.51,56.99,57.48
Italy,SSP5-8.5,2020-2039,58.74,59.61,60.86
Italy,SSP5-8.5,2040-2059,60.04,61.44,63.08
Italy,SSP5-8.5,2080-2099,62.62,65.60,69.06
Jamaica,SSP5-8.5,1986-2005,78.15,78.52,78.63
Jamaica,SSP5-8.5,2020-2039,79.58,79.96,80.64
Jamaica,SSP5-8.5,2040-2059,80.45,81.24,82.47
Jamaica,SSP5-8.5,2080-2099,82.54,84.39,86.44
Jersey,SSP5-8.5,1986-2005,52.84,53.55,53.72
Jersey,SSP5-8.5,2020-2039,54.22,54.86,56.45
Jersey,SSP5-8.5,2040-2059,54.86,55.72,58.25
Jersey,SSP5-8.5,2080-2099,57.47,58.67,62.89
Jordan,SSP5-8.5,1986-2005,65.55,65.82,66.25
Jordan,SSP5-8.5,2020-2039,67.35,68.40,69.21
Jordan,SSP5-8.5,2040-2059,68.95,70.37,71.75
Jordan,SSP5-8.5,2080-2099,71.98,74.73,77.94
Japan,SSP5-8.5,1986-2005,57.41,57.83,58.27
Japan,SSP5-8.5,2020-2039,59.08,60.22,61.01
Japan,SSP5-8.5,2040-2059,60.07,61.62,63.15
Japan,SSP5-8.5,2080-2099,62.76,65.62,68.85
Kazakhstan,SSP5-8.5,1986-2005,42.64,43.21,44.02
Kazakhstan,SSP5-8.5,2020-2039,45.13,46.50,47.56
Kazakhstan,SSP5-8.5,2040-2059,47.52,48.76,50.43
Kazakhstan,SSP5-8.5,2080-2099,52.00,53.57,57.80
Kenya,SSP5-8.5,1986-2005,72.29,72.57,72.77
Kenya,SSP5-8.5,2020-2039,73.66,74.11,74.68
Kenya,SSP5-8.5,2040-2059,74.73,75.43,76.97
Kenya,SSP5-8.5,2080-2099,76.76,78.93,81.10
Kyrgyzstan,SSP5-8.5,1986-2005,38.01,38.42,38.98
Kyrgyzstan,SSP5-8.5,2020-2039,40.19,41.33,42.16
Kyrgyzstan,SSP5-8.5,2040-2059,41.99,43.17,44.93
Kyrgyzstan,SSP5-8.5,2080-2099,45.97,47.82,52.27
Cambodia,SSP5-8.5,1986-2005,81.87,82.19,82.37
Cambodia,SSP5-8.5,2020-2039,82.78,83.64,84.33
Cambodia,SSP5-8.5,2040-2059,83.78,84.85,86.56
Cambodia,SSP5-8.5,2080-2099,86.51,87.78,90.57
Kiribati,SSP5-8.5,1986-2005,79.93,80.18,80.39
Kiribati,SSP5-8.5,2020-2039,81.01,81.55,82.04
Kiribati,SSP5-8.5,2040-2059,82.02,82.52,83.72
Kiribati,SSP5-8.5,2080-2099,83.72,85.22,87.33
Saint Kitts and Nevis,SSP5-8.5,1986-2005,78.47,78.77,78.91
Saint Kitts and Nevis,SSP5-8.5,2020-2039,79.70,80.22,80.81
Saint Kitts and Nevis,SSP5-8.5,2040-2059,80.67,81.29,82.39
Saint Kitts and Nevis,SSP5-8.5,2080-2099,82.36,83.64,85.77
"Korea, Republic of",SSP5-8.5,1986-2005,55.45,55.83,56.22
"Korea, Republic of",SSP5-8.5,2020-2039,57.29,58.28,59.43
"Korea, Republic of",SSP5-8.5,2040-2059,58.66,60.02,61.78
"Korea, Republic of",SSP5-8.5,2080-2099,61.29,64.48,68.09
Kuwait,SSP5-8.5,1986-2005,78.00,78.59,78.90
Kuwait,SSP5-8.5,2020-2039,80.41,81.31,82.39
Kuwait,SSP5-8.5,2040-2059,81.66,83.41,85.19
Kuwait,SSP5-8.5,2080-2099,84.83,88.96,91.59
Lao People's Democratic Republic,SSP5-8.5,1986-2005,74.50,74.78,75.10
Lao People's Democratic Republic,SSP5-8.5,2020-2039,75.59,76.48,77.09
Lao People's Democratic Republic,SSP5-8.5,2040-2059,76.98,77.93,79.49
Lao People's Democratic Republic,SSP5-8.5,2080-2099,79.51,81.32,84.17
Lebanon,SSP5-8.5,1986-2005,62.17,62.49,62.96
Lebanon,SSP5-8.5,2020-2039,63.92,64.95,65.66
Lebanon,SSP5-8.5,2040-2059,65.42,66.82,68.00
Lebanon,SSP5-8.5,2080-2099,68.15,71.08,73.43
Liberia,SSP5-8.5,1986-2005,77.66,77.89,78.18
Liberia,SSP5-8.5,2020-2039,78.72,79.33,79.99
Liberia,SSP5-8.5,2040-2059,79.53,80.73,82.19
Liberia,SSP5-8.5,2080-2099,82.30,84.12,86.61
Libya,SSP5-8.5,1986-2005,69.91,70.24,70.50
Libya,SSP5-8.5,2020-2039,71.99,72.69,73.51
Libya,SSP5-8.5,2040-2059,73.30,74.57,75.95
Libya,SSP5-8.5,2080-2099,75.88,79.01,81.98
Saint Lucia,SSP5-8.5,1986-2005,79.14,79.40,79.57
Saint Lucia,SSP5-8.5,2020-2039,80.44,80.76,81.33
Saint Lucia,SSP5-8.5,2040-2059,81.19,81.89,82.79
Saint Lucia,SSP5-8.5,2080-2099,82.95,84.17,86.31
Liechtenstein,SSP5-8.5,1986-2005,40.71,41.47,42.04
Liechtenstein,SSP5-8.5,2020-2039,43.10,43.91,45.62
Liechtenstein,SSP5-8.5,2040-2059,44.26,45.66,47.68
Liechtenstein,SSP5-8.5,2080-2099,47.31,49.81,54.10
Sri Lanka,SSP5-8.5,1986-2005,79.86,80.12,80.22
Sri Lanka,SSP5-8.5,2020-2039,80.86,81.32,81.74
Sri Lanka,SSP5-8.5,2040-2059,81.88,82.38,83.49
Sri Lanka,SSP5-8.5,2080-2099,83.77,85.08,86.83
Lesotho,SSP5-8.5,1986-2005,54.19,54.46,54.82
Lesotho,SSP5-8.5,2020-2039,55.72,56.31,57.18
Lesotho,SSP5-8.5,2040-2059,57.24,57.97,59.99
Lesotho,SSP5-8.5,2080-2099,59.72,62.27,65.41
Lithuania,SSP5-8.5,1986-2005,42.64,43.51,44.73
Lithuania,SSP5-8.5,2020-2039,45.75,46.63,48.79
Lithuania,SSP5-8.5,2040-2059,46.79,48.36,52.25
Lithuania,SSP5-8.5,2080-2099,50.64,52.38,57.26
Luxembourg,SSP5-8.5,1986-2005,47.55,48.15,48.68
Luxembourg,SSP5-8.5,2020-2039,49.53,50.33,52.11
Luxembourg,SSP5-8.5,2040-2059,50.55,51.89,54.10
Luxembourg,SSP5-8.5,2080-2099,53.86,55.55,59.94
Latvia,SSP5-8.5,1986-2005,41.54,42.60,43.71
Latvia,SSP5-8.5,2020-2039,44.80,45.62,48.02
Latvia,SSP5-8.5,2040-2059,45.87,47.41,51.48
