country,ssp_range,year_range,p0.05,p0.50,p0.95
Sint Maarten (Dutch part),SSP2-4.5,1986-2005,78.28,78.70,78.80
Sint Maarten (Dutch part),SSP2-4.5,2020-2039,79.61,80.02,80.38
Sint Maarten (Dutch part),SSP2-4.5,2040-2059,80.00,80.57,81.14
Sint Maarten (Dutch part),SSP2-4.5,2080-2099,80.59,81.38,82.54
Seychelles,SSP2-4.5,1986-2005,78.81,78.99,79.08
Seychelles,SSP2-4.5,2020-2039,79.98,80.14,80.57
Seychelles,SSP2-4.5,2040-2059,80.44,80.79,81.42
Seychelles,SSP2-4.5,2080-2099,81.01,81.72,82.64
Syrian Arab Republic,SSP2-4.5,1986-2005,64.58,64.91,65.48
Syrian Arab Republic,SSP2-4.5,2020-2039,66.80,67.67,68.17
Syrian Arab Republic,SSP2-4.5,2040-2059,67.52,68.24,69.07
Syrian Arab Republic,SSP2-4.5,2080-2099,68.07,70.08,71.37
Turks and Caicos Islands,SSP2-4.5,1986-2005,77.92,78.33,78.47
Turks and Caicos Islands,SSP2-4.5,2020-2039,79.33,79.58,80.01
Turks and Caicos Islands,SSP2-4.5,2040-2059,79.88,80.26,80.96
Turks and Caicos Islands,SSP2-4.5,2080-2099,80.34,81.11,82.27
Chad,SSP2-4.5,1986-2005,81.85,82.04,82.38
Chad,SSP2-4.5,2020-2039,83.09,83.59,84.11
Chad,SSP2-4.5,2040-2059,83.64,84.57,85.62
Chad,SSP2-4.5,2080-2099,84.75,86.04,87.00
Togo,SSP2-4.5,1986-2005,80.61,80.77,81.14
Togo,SSP2-4.5,2020-2039,81.38,82.13,82.65
Togo,SSP2-4.5,2040-2059,82.22,83.09,83.89
Togo,SSP2-4.5,2080-2099,82.91,84.32,85.10
Thailand,SSP2-4.5,1986-2005,80.48,80.77,81.05
Thailand,SSP2-4.5,2020-2039,81.57,82.07,82.38
Thailand,SSP2-4.5,2040-2059,82.18,82.90,83.53
Thailand,SSP2-4.5,2080-2099,82.65,83.84,85.24
Tajikistan,SSP2-4.5,1986-2005,42.76,43.25,43.79
Tajikistan,SSP2-4.5,2020-2039,44.85,45.48,47.01
Tajikistan,SSP2-4.5,2040-2059,45.83,46.86,48.07
Tajikistan,SSP2-4.5,2080-2099,46.83,48.57,50.70
Tokelau,SSP2-4.5,1986-2005,80.29,80.55,80.70
Tokelau,SSP2-4.5,2020-2039,81.41,81.62,81.98
Tokelau,SSP2-4.5,2040-2059,81.96,82.25,82.98
Tokelau,SSP2-4.5,2080-2099,82.35,83.01,83.75
Turkmenistan,SSP2-4.5,1986-2005,59.54,60.08,60.49
Turkmenistan,SSP2-4.5,2020-2039,61.54,62.41,63.68
Turkmenistan,SSP2-4.5,2040-2059,62.70,63.47,64.57
Turkmenistan,SSP2-4.5,2080-2099,63.58,65.22,66.91
Timor-Leste,SSP2-4.5,1986-2005,76.62,76.98,77.12
Timor-Leste,SSP2-4.5,2020-2039,78.03,78.22,78.51
Timor-Leste,SSP2-4.5,2040-2059,78.53,78.84,79.40
Timor-Leste,SSP2-4.5,2080-2099,78.94,79.65,80.85
Tonga,SSP2-4.5,1986-2005,76.51,76.80,76.99
Tonga,SSP2-4.5,2020-2039,77.44,77.75,78.22
Tonga,SSP2-4.5,2040-2059,77.89,78.28,78.86
Tonga,SSP2-4.5,2080-2099,78.37,78.86,79.79
Trinidad and Tobago,SSP2-4.5,1986-2005,79.15,79.36,79.49
Trinidad and Tobago,SSP2-4.5,2020-2039,80.26,80.71,81.18
Trinidad and Tobago,SSP2-4.5,2040-2059,80.86,81.29,82.10
Trinidad and Tobago,SSP2-4.5,2080-2099,81.29,82.16,83.29
Tunisia,SSP2-4.5,1986-2005,66.35,66.75,67.09
Tunisia,SSP2-4.5,2020-2039,68.49,69.05,69.90
Tunisia,SSP2-4.5,2040-2059,69.16,69.97,71.08
Tunisia,SSP2-4.5,2080-2099,69.80,71.01,72.86
Türkiye,SSP2-4.5,1986-2005,52.40,53.18,53.75
Türkiye,SSP2-4.5,2020-2039,55.01,55.97,56.69
Türkiye,SSP2-4.5,2040-2059,55.81,56.49,57.48
Türkiye,SSP2-4.5,2080-2099,56.48,58.29,59.95
Tuvalu,SSP2-4.5,1986-2005,80.43,80.70,80.88
Tuvalu,SSP2-4.5,2020-2039,81.56,81.77,82.13
Tuvalu,SSP2-4.5,2040-2059,82.09,82.39,83.16
Tuvalu,SSP2-4.5,2080-2099,82.54,83.23,83.99
"Taiwan, Province of China",SSP2-4.5,1986-2005,71.54,71.77,72.06
"Taiwan, Province of China",SSP2-4.5,2020-2039,72.95,73.17,73.88
"Taiwan, Province of China",SSP2-4.5,2040-2059,73.44,74.11,75.01
"Taiwan, Province of China",SSP2-4.5,2080-2099,74.14,75.07,76.16
"Tanzania, United Republic of",SSP2-4.5,1986-2005,73.09,73.39,73.66
"Tanzania, United Republic of",SSP2-4.5,2020-2039,74.55,74.91,75.14
"Tanzania, United Republic of",SSP2-4.5,2040-2059,75.14,75.64,76.14
"Tanzania, United Republic of",SSP2-4.5,2080-2099,75.78,76.64,77.68
Uganda,SSP2-4.5,1986-2005,72.81,73.09,73.65
Uganda,SSP2-4.5,2020-2039,74.17,74.52,75.03
Uganda,SSP2-4.5,2040-2059,74.78,75.44,76.03
Uganda,SSP2-4.5,2080-2099,75.46,76.49,77.57
Ukraine,SSP2-4.5,1986-2005,45.63,46.89,47.64
Ukraine,SSP2-4.5,2020-2039,48.62,49.74,51.35
Ukraine,SSP2-4.5,2040-2059,49.69,50.70,52.79
Ukraine,SSP2-4.5,2080-2099,50.36,52.07,54.10
United States Minor Outlying Islands,SSP2-4.5,1986-2005,77.97,78.26,78.43
United States Minor Outlying Islands,SSP2-4.5,2020-2039,79.24,79.47,80.02
United States Minor Outlying Islands,SSP2-4.5,2040-2059,79.85,80.21,81.23
United States Minor Outlying Islands,SSP2-4.5,2080-2099,80.38,81.16,82.18
Uruguay,SSP2-4.5,1986-2005,63.10,63.53,63.83
Uruguay,SSP2-4.5,2020-2039,64.20,64.62,65.16
Uruguay,SSP2-4.5,2040-2059,64.69,65.15,66.01
Uruguay,SSP2-4.5,2080-2099,65.34,66.24,67.20
United States,SSP2-4.5,1986-2005,54.33,54.79,55.16
United States,SSP2-4.5,2020-2039,56.74,57.30,57.97
United States,SSP2-4.5,2040-2059,57.44,58.47,59.44
United States,SSP2-4.5,2080-2099,58.35,60.16,61.49
Uzbekistan,SSP2-4.5,1986-2005,55.36,55.78,56.38
Uzbekistan,SSP2-4.5,2020-2039,57.34,58.17,59.55
Uzbekistan,SSP2-4.5,2040-2059,58.53,59.54,60.52
Uzbekistan,SSP2-4.5,2080-2099,59.34,61.03,62.92
Holy See (Vatican City State),SSP2-4.5,1986-2005,59.86,60.35,60.82
Holy See (Vatican City State),SSP2-4.5,2020-2039,62.29,62.59,63.43
Holy See (Vatican City State),SSP2-4.5,2040-2059,62.79,63.49,64.73
Holy See (Vatican City State),SSP2-4.5,2080-2099,63.32,64.58,66.07
Saint Vincent and the Grenadines,SSP2-4.5,1986-2005,78.99,79.26,79.46
Saint Vincent and the Grenadines,SSP2-4.5,2020-2039,80.21,80.62,81.07
Saint Vincent and the Grenadines,SSP2-4.5,2040-2059,80.79,81.08,81.69
Saint Vincent and the Grenadines,SSP2-4.5,2080-2099,81.20,81.97,83.03
"Venezuela, Bolivarian Republic of",SSP2-4.5,1986-2005,77.63,78.10,78.34
"Venezuela, Bolivarian Republic of",SSP2-4.5,2020-2039,79.39,79.70,80.16
"Venezuela, Bolivarian Republic of",SSP2-4.5,2040-2059,79.98,80.53,81.35
"Venezuela, Bolivarian Republic of",SSP2-4.5,2080-2099,80.67,81.68,82.90
"Virgin Islands, British",SSP2-4.5,1986-2005,78.31,78.72,78.82
"Virgin Islands, British",SSP2-4.5,2020-2039,79.63,80.04,80.39
"Virgin Islands, British",SSP2-4.5,2040-2059,80.07,80.60,81.19
"Virgin Islands, British",SSP2-4.5,2080-2099,80.60,81.40,82.58
"Virgin Islands, U.S.",SSP2-4.5,1986-2005,78.47,78.87,78.97
"Virgin Islands, U.S.",SSP2-4.5,2020-2039,79.80,80.19,80.55
"Virgin Islands, U.S.",SSP2-4.5,2040-2059,80.24,80.73,81.36
"Virgin Islands, U.S.",SSP2-4.5,2080-2099,80.76,81.55,82.73
Viet Nam,SSP2-4.5,1986-2005,76.21,76.53,76.78
Viet Nam,SSP2-4.5,2020-2039,77.62,77.99,78.25
Viet Nam,SSP2-4.5,2040-2059,78.23,78.79,79.33
Viet Nam,SSP2-4.5,2080-2099,78.88,79.77,81.03
Vanuatu,SSP2-4.5,1986-2005,77.52,77.69,77.95
Vanuatu,SSP2-4.5,2020-2039,78.56,78.75,79.03
Vanuatu,SSP2-4.5,2040-2059,78.91,79.28,79.94
Vanuatu,SSP2-4.5,2080-2099,79.27,79.94,80.89
Wallis and Futuna,SSP2-4.5,1986-2005,79.63,79.92,80.12
Wallis and Futuna,SSP2-4.5,2020-2039,80.74,80.98,81.21
Wallis and Futuna,SSP2-4.5,2040-2059,81.18,81.52,82.07
Wallis and Futuna,SSP2-4.5,2080-2099,81.59,82.23,83.10
Samoa,SSP2-4.5,1986-2005,78.35,78.62,78.84
Samoa,SSP2-4.5,2020-2039,79.46,79.69,79.87
Samoa,SSP2-4.5,2040-2059,79.94,80.24,80.78
Samoa,SSP2-4.5,2080-2099,80.30,80.97,81.80
Yemen,SSP2-4.5,1986-2005,74.11,74.54,74.77
Yemen,SSP2-4.5,2020-2039,75.76,76.20,76.92
Yemen,SSP2-4.5,2040-2059,76.28,76.89,78.18
Yemen,SSP2-4.5,2080-2099,77.24,78.19,79.59
South Africa,SSP2-4.5,1986-2005,64.35,64.64,64.88
South Africa,SSP2-4.5,2020-2039,65.79,66.10,66.63
South Africa,SSP2-4.5,2040-2059,66.42,67.15,68.05
South Africa,SSP2-4.5,2080-2099,67.21,68.34,69.66
Zambia,SSP2-4.5,1986-2005,70.91,71.19,71.49
Zambia,SSP2-4.5,2020-2039,72.55,72.89,73.41
Zambia,SSP2-4.5,2040-2059,73.26,73.73,74.80
Zambia,SSP2-4.5,2080-2099,74.03,74.97,76.25
Zimbabwe,SSP2-4.5,1986-2005,68.73,69.20,69.68
Zimbabwe,SSP2-4.5,2020-2039,70.29,70.88,71.49
Zimbabwe,SSP2-4.5,2040-2059,71.30,71.99,72.84
Zimbabwe,SSP2-4.5,2080-2099,72.08,73.25,74.20
Aruba,SSP3-7.0,1986-2005,79.43,79.62,79.85
Aruba,SSP3-7.0,2020-2039,80.53,81.00,81.44
Aruba,SSP3-7.0,2040-2059,81.19,81.97,82.37
Aruba,SSP3-7.0,2080-2099,82.74,84.01,84.99
Afghanistan,SSP3-7.0,1986-2005,52.28,52.82,53.23
Afghanistan,SSP3-7.0,2020-2039,54.65,55.18,56.15
Afghanistan,SSP3-7.0,2040-2059,55.79,56.71,58.07
Afghanistan,SSP3-7.0,2080-2099,58.26,60.22,63.56
Angola,SSP3-7.0,1986-2005,72.79,73.07,73.25
Angola,SSP3-7.0,2020-2039,74.19,74.64,75.25
Angola,SSP3-7.0,2040-2059,75.07,75.93,76.77
Angola,SSP3-7.0,2080-2099,76.91,78.49,80.18
Anguilla,SSP3-7.0,1986-2005,78.36,78.63,78.80
Anguilla,SSP3-7.0,2020-2039,79.39,79.88,80.31
Anguilla,SSP3-7.0,2040-2059,80.09,80.91,81.42
Anguilla,SSP3-7.0,2080-2099,81.39,82.78,84.11
Åland Islands,SSP3-7.0,1986-2005,42.04,42.95,43.82
Åland Islands,SSP3-7.0,2020-2039,44.63,45.54,46.94
Åland Islands,SSP3-7.0,2040-2059,45.19,47.22,48.69
Åland Islands,SSP3-7.0,2080-2099,47.48,50.67,52.68
Albania,SSP3-7.0,1986-2005,54.72,55.07,55.80
Albania,SSP3-7.0,2020-2039,56.66,57.79,58.89
Albania,SSP3-7.0,2040-2059,57.87,58.92,60.39
Albania,SSP3-7.0,2080-2099,60.16,61.93,65.09
Andorra,SSP3-7.0,1986-2005,42.94,43.72,44.35
Andorra,SSP3-7.0,2020-2039,45.10,46.13,46.72
Andorra,SSP3-7.0,2040-2059,46.14,47.06,48.45
Andorra,SSP3-7.0,2080-2099,48.57,50.28,53.35
United Arab Emirates,SSP3-7.0,1986-2005,81.32,81.60,82.12
United Arab Emirates,SSP3-7.0,2020-2039,83.01,83.68,84.20
United Arab Emirates,SSP3-7.0,2040-2059,84.20,85.13,85.92
United Arab Emirates,SSP3-7.0,2080-2099,86.72,88.41,90.13
Argentina,SSP3-7.0,1986-2005,61.20,61.43,61.67
Argentina,SSP3-7.0,2020-2039,62.09,62.70,63.21
Argentina,SSP3-7.0,2040-2059,63.21,63.75,64.16
Argentina,SSP3-7.0,2080-2099,64.64,65.97,67.03
Armenia,SSP3-7.0,1986-2005,44.60,44.90,45.48
Armenia,SSP3-7.0,2020-2039,46.49,47.54,48.71
Armenia,SSP3-7.0,2040-2059,47.55,48.88,50.16
Armenia,SSP3-7.0,2080-2099,50.47,52.25,55.55
American Samoa,SSP3-7.0,1986-2005,79.72,79.88,80.08
American Samoa,SSP3-7.0,2020-2039,80.72,80.97,81.36
American Samoa,SSP3-7.0,2040-2059,81.22,81.63,82.29
American Samoa,SSP3-7.0,2080-2099,82.51,83.33,84.64
Antarctica,SSP3-7.0,1986-2005,-29.89,-29.38,-28.78
Antarctica,SSP3-7.0,2020-2039,-28.61,-27.86,-24.00
Antarctica,SSP3-7.0,2040-2059,-27.71,-26.68,-22.20
Antarctica,SSP3-7.0,2080-2099,-25.69,-23.53,-22.22
French Southern Territories,SSP3-7.0,1986-2005,53.40,53.51,53.65
French Southern Territories,SSP3-7.0,2020-2039,54.09,54.55,54.89
French Southern Territories,SSP3-7.0,2040-2059,54.62,55.28,55.95
French Southern Territories,SSP3-7.0,2080-2099,56.03,57.03,58.34
Antigua and Barbuda,SSP3-7.0,1986-2005,78.56,78.82,79.02
Antigua and Barbuda,SSP3-7.0,2020-2039,79.54,80.04,80.56
Antigua and Barbuda,SSP3-7.0,2040-2059,80.33,81.05,81.61
Antigua and Barbuda,SSP3-7.0,2080-2099,81.60,82.82,84.26
Australia,SSP3-7.0,1986-2005,61.52,61.77,61.93
Australia,SSP3-7.0,2020-2039,62.50,62.96,63.25
Australia,SSP3-7.0,2040-2059,63.33,63.87,64.57
Australia,SSP3-7.0,2080-2099,65.00,66.07,67.27
Austria,SSP3-7.0,1986-2005,44.21,44.77,45.18
Austria,SSP3-7.0,2020-2039,46.12,47.51,48.39
Austria,SSP3-7.0,2040-2059,47.33,48.70,49.85
Austria,SSP3-7.0,2080-2099,50.12,51.62,54.10
Azerbaijan,SSP3-7.0,1986-2005,52.53,52.97,53.59
Azerbaijan,SSP3-7.0,2020-2039,54.66,55.55,56.50
Azerbaijan,SSP3-7.0,2040-2059,55.62,56.72,58.03
Azerbaijan,SSP3-7.0,2080-2099,58.33,59.84,62.93
Burundi,SSP3-7.0,1986-2005,69.07,69.24,69.54
Burundi,SSP3-7.0,2020-2039,70.47,70.93,71.31
Burundi,SSP3-7.0,2040-2059,71.28,72.08,72.70
Burundi,SSP3-7.0,2080-2099,72.87,74.85,75.85
Belgium,SSP3-7.0,1986-2005,49.42,50.02,50.44
Belgium,SSP3-7.0,2020-2039,51.20,52.12,53.19
Belgium,SSP3-7.0,2040-2059,52.11,52.96,54.30
Belgium,SSP3-7.0,2080-2099,54.12,55.45,57.69
Benin,SSP3-7.0,1986-2005,80.83,81.20,81.36
Benin,SSP3-7.0,2020-2039,82.13,82.49,82.98
Benin,SSP3-7.0,2040-2059,82.64,83.66,84.11
Benin,SSP3-7.0,2080-2099,84.48,86.14,87.30
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,1986-2005,79.38,79.62,79.83
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2020-2039,80.49,80.92,81.39
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2040-2059,81.12,81.86,82.35
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2080-2099,82.64,83.91,84.99
Burkina Faso,SSP3-7.0,1986-2005,82.77,83.16,83.35
Burkina Faso,SSP3-7.0,2020-2039,84.11,84.64,85.44
Burkina Faso,SSP3-7.0,2040-2059,84.92,86.22,86.74
Burkina Faso,SSP3-7.0,2080-2099,87.06,89.24,90.43
Bangladesh,SSP3-7.0,1986-2005,77.76,78.02,78.48
Bangladesh,SSP3-7.0,2020-2039,78.04,78.87,79.46
Bangladesh,SSP3-7.0,2040-2059,78.82,79.86,80.78
Bangladesh,SSP3-7.0,2080-2099,81.40,82.83,83.76
Bulgaria,SSP3-7.0,1986-2005,51.38,52.00,52.78
Bulgaria,SSP3-7.0,2020-2039,53.64,54.80,55.96
Bulgaria,SSP3-7.0,2040-2059,55.02,56.09,57.59
Bulgaria,SSP3-7.0,2080-2099,57.19,59.02,62.30
Bahrain,SSP3-7.0,1986-2005,78.13,78.44,78.79
Bahrain,SSP3-7.0,2020-2039,79.82,80.65,81.19
Bahrain,SSP3-7.0,2040-2059,81.18,82.11,82.95
Bahrain,SSP3-7.0,2080-2099,83.39,85.07,86.94
Bahamas,SSP3-7.0,1986-2005,76.64,77.01,77.14
Bahamas,SSP3-7.0,2020-2039,77.82,78.25,78.65
Bahamas,SSP3-7.0,2040-2059,78.67,79.22,79.68
Bahamas,SSP3-7.0,2080-2099,80.00,81.26,82.45
Bosnia and Herzegovina,SSP3-7.0,1986-2005,49.81,50.36,50.96
Bosnia and Herzegovina,SSP3-7.0,2020-2039,51.82,53.07,54.30
Bosnia and Herzegovina,SSP3-7.0,2040-2059,53.11,54.38,55.70
Bosnia and Herzegovina,SSP3-7.0,2080-2099,55.64,57.27,60.64
Saint Barthélemy,SSP3-7.0,1986-2005,78.46,78.72,78.90
Saint Barthélemy,SSP3-7.0,2020-2039,79.45,79.96,80.48
Saint Barthélemy,SSP3-7.0,2040-2059,80.21,80.96,81.51
Saint Barthélemy,SSP3-7.0,2080-2099,81.48,82.76,84.17
Belarus,SSP3-7.0,1986-2005,42.30,43.31,44.15
Belarus,SSP3-7.0,2020-2039,45.05,46.12,47.49
Belarus,SSP3-7.0,2040-2059,46.43,47.82,49.24
Belarus,SSP3-7.0,2080-2099,49.24,50.90,53.27
Belize,SSP3-7.0,1986-2005,78.18,78.45,78.80
Belize,SSP3-7.0,2020-2039,79.55,79.97,80.34
Belize,SSP3-7.0,2040-2059,80.37,81.08,81.58
Belize,SSP3-7.0,2080-2099,82.04,83.89,85.58
Bermuda,SSP3-7.0,1986-2005,70.28,70.67,70.95
Bermuda,SSP3-7.0,2020-2039,71.44,72.00,72.80
Bermuda,SSP3-7.0,2040-2059,72.21,72.88,73.66
Bermuda,SSP3-7.0,2080-2099,73.76,75.15,76.38
"Bolivia, Plurinational State of",SSP3-7.0,1986-2005,61.92,62.21,62.46
"Bolivia, Plurinational State of",SSP3-7.0,2020-2039,63.66,64.09,64.61
"Bolivia, Plurinational State of",SSP3-7.0,2040-2059,64.69,65.64,66.08
"Bolivia, Plurinational State of",SSP3-7.0,2080-2099,66.60,68.87,70.01
Brazil,SSP3-7.0,1986-2005,76.13,76.45,76.66
Brazil,SSP3-7.0,2020-2039,77.70,78.02,78.47
Brazil,SSP3-7.0,2040-2059,78.52,79.24,79.73
Brazil,SSP3-7.0,2080-2099,80.09,81.84,83.18
Barbados,SSP3-7.0,1986-2005,78.95,79.22,79.47
Barbados,SSP3-7.0,2020-2039,80.07,80.48,81.00
Barbados,SSP3-7.0,2040-2059,80.74,81.36,82.00
Barbados,SSP3-7.0,2080-2099,82.12,83.21,84.57
Brunei Darussalam,SSP3-7.0,1986-2005,79.49,79.64,79.86
Brunei Darussalam,SSP3-7.0,2020-2039,80.67,80.91,81.37
Brunei Darussalam,SSP3-7.0,2040-2059,81.38,81.87,82.71
Brunei Darussalam,SSP3-7.0,2080-2099,82.76,83.94,85.82
Bhutan,SSP3-7.0,1986-2005,53.62,53.90,54.41
Bhutan,SSP3-7.0,2020-2039,54.75,55.48,55.77
Bhutan,SSP3-7.0,2040-2059,55.62,56.63,57.17
Bhutan,SSP3-7.0,2080-2099,58.12,59.52,60.81
Botswana,SSP3-7.0,1986-2005,69.84,70.34,70.54
Botswana,SSP3-7.0,2020-2039,71.28,72.28,72.89
Botswana,SSP3-7.0,2040-2059,72.34,73.80,74.77
Botswana,SSP3-7.0,2080-2099,74.71,77.46,79.13
Central African Republic,SSP3-7.0,1986-2005,78.79,78.93,79.25
Central African Republic,SSP3-7.0,2020-2039,79.60,80.20,81.02
Central African Republic,SSP3-7.0,2040-2059,80.46,81.38,82.45
Central African Republic,SSP3-7.0,2080-2099,82.33,84.04,85.77
Canada,SSP3-7.0,1986-2005,36.76,37.05,37.86
Canada,SSP3-7.0,2020-2039,39.10,39.79,40.89
Canada,SSP3-7.0,2040-2059,40.29,41.40,42.78
Canada,SSP3-7.0,2080-2099,43.41,45.57,47.77
Switzerland,SSP3-7.0,1986-2005,44.66,45.33,45.82
Switzerland,SSP3-7.0,2020-2039,46.73,47.95,48.53
Switzerland,SSP3-7.0,2040-2059,47.92,49.02,50.23
Switzerland,SSP3-7.0,2080-2099,50.43,52.03,54.47
Chile,SSP3-7.0,1986-2005,52.63,52.80,53.04
Chile,SSP3-7.0,2020-2039,53.38,54.11,54.74
Chile,SSP3-7.0,2040-2059,54.38,55.14,56.03
Chile,SSP3-7.0,2080-2099,56.27,57.42,59.07
China,SSP3-7.0,1986-2005,56.50,56.74,57.29
China,SSP3-7.0,2020-2039,58.02,58.53,59.21
China,SSP3-7.0,2040-2059,59.18,59.89,60.95
China,SSP3-7.0,2080-2099,61.36,63.13,65.01
Côte d'Ivoire,SSP3-7.0,1986-2005,79.33,79.64,79.83
Côte d'Ivoire,SSP3-7.0,2020-2039,80.74,81.17,81.58
Côte d'Ivoire,SSP3-7.0,2040-2059,81.47,82.36,82.82
Côte d'Ivoire,SSP3-7.0,2080-2099,83.11,84.82,86.04
Cameroon,SSP3-7.0,1986-2005,76.41,76.57,76.78
Cameroon,SSP3-7.0,2020-2039,77.52,78.06,78.58
Cameroon,SSP3-7.0,2040-2059,78.29,79.27,79.87
Cameroon,SSP3-7.0,2080-2099,80.23,82.05,82.91
"Congo, The Democratic Republic of the",SSP3-7.0,1986-2005,74.69,74.94,75.27
"Congo, The Democratic Republic of the",SSP3-7.0,2020-2039,75.96,76.44,77.11
"Congo, The Democratic Republic of the",SSP3-7.0,2040-2059,76.84,77.55,78.60
"Congo, The Democratic Republic of the",SSP3-7.0,2080-2099,78.53,80.28,81.97
Congo,SSP3-7.0,1986-2005,76.86,77.06,77.31
Congo,SSP3-7.0,2020-2039,78.10,78.45,79.11
Congo,SSP3-7.0,2040-2059,78.87,79.49,80.54
Congo,SSP3-7.0,2080-2099,80.60,82.15,83.74
Cook Islands,SSP3-7.0,1986-2005,77.68,77.88,78.01
Cook Islands,SSP3-7.0,2020-2039,78.61,78.90,79.24
Cook Islands,SSP3-7.0,2040-2059,79.20,79.54,80.12
Cook Islands,SSP3-7.0,2080-2099,80.30,81.14,82.44
Colombia,SSP3-7.0,1986-2005,73.35,73.59,73.81
Colombia,SSP3-7.0,2020-2039,74.52,75.16,75.64
Colombia,SSP3-7.0,2040-2059,75.68,76.35,77.04
Colombia,SSP3-7.0,2080-2099,77.10,78.92,80.45
Comoros,SSP3-7.0,1986-2005,77.86,77.98,78.17
Comoros,SSP3-7.0,2020-2039,78.63,79.18,79.65
Comoros,SSP3-7.0,2040-2059,79.43,80.01,80.57
Comoros,SSP3-7.0,2080-2099,80.89,82.08,83.07
Cabo Verde,SSP3-7.0,1986-2005,73.57,73.79,74.11
Cabo Verde,SSP3-7.0,2020-2039,74.72,75.10,75.55
Cabo Verde,SSP3-7.0,2040-2059,75.30,75.87,76.79
Cabo Verde,SSP3-7.0,2080-2099,76.85,77.81,79.01
Costa Rica,SSP3-7.0,1986-2005,73.47,73.71,73.99
Costa Rica,SSP3-7.0,2020-2039,74.61,75.15,75.61
Costa Rica,SSP3-7.0,2040-2059,75.43,76.25,76.87
Costa Rica,SSP3-7.0,2080-2099,77.16,78.78,80.11
Cuba,SSP3-7.0,1986-2005,77.97,78.28,78.48
Cuba,SSP3-7.0,2020-2039,79.28,79.69,80.18
Cuba,SSP3-7.0,2040-2059,80.11,80.71,81.32
Cuba,SSP3-7.0,2080-2099,81.52,83.08,84.65
Curaçao,SSP3-7.0,1986-2005,79.30,79.53,79.74
Curaçao,SSP3-7.0,2020-2039,80.42,80.84,81.31
Curaçao,SSP3-7.0,2040-2059,81.04,81.78,82.27
Curaçao,SSP3-7.0,2080-2099,82.56,83.84,84.91
Cayman Islands,SSP3-7.0,1986-2005,79.35,79.65,79.76
Cayman Islands,SSP3-7.0,2020-2039,80.58,80.93,81.34
Cayman Islands,SSP3-7.0,2040-2059,81.32,81.88,82.49
Cayman Islands,SSP3-7.0,2080-2099,82.62,84.07,85.40
Cyprus,SSP3-7.0,1986-2005,67.29,67.56,68.18
Cyprus,SSP3-7.0,2020-2039,69.11,69.66,70.09
Cyprus,SSP3-7.0,2040-2059,69.93,70.62,71.44
Cyprus,SSP3-7.0,2080-2099,71.87,73.23,74.97
Czechia,SSP3-7.0,1986-2005,45.57,46.17,46.71
Czechia,SSP3-7.0,2020-2039,47.51,48.87,49.88
Czechia,SSP3-7.0,2040-2059,48.53,50.10,51.45
Czechia,SSP3-7.0,2080-2099,51.30,52.91,55.18
Germany,SSP3-7.0,1986-2005,47.74,48.25,48.73
Germany,SSP3-7.0,2020-2039,49.50,50.66,51.74
Germany,SSP3-7.0,2040-2059,50.40,51.77,53.19
Germany,SSP3-7.0,2080-2099,52.98,54.29,56.46
Djibouti,SSP3-7.0,1986-2005,82.17,82.58,82.82
Djibouti,SSP3-7.0,2020-2039,83.26,84.40,84.77
Djibouti,SSP3-7.0,2040-2059,84.40,85.63,86.22
Djibouti,SSP3-7.0,2080-2099,86.15,88.23,89.77
Dominica,SSP3-7.0,1986-2005,77.98,78.24,78.45
Dominica,SSP3-7.0,2020-2039,78.98,79.47,80.04
Dominica,SSP3-7.0,2040-2059,79.70,80.35,81.00
Dominica,SSP3-7.0,2080-2099,81.04,82.16,83.62
Denmark,SSP3-7.0,1986-2005,46.30,46.94,47.46
Denmark,SSP3-7.0,2020-2039,48.38,48.85,50.26
Denmark,SSP3-7.0,2040-2059,48.94,50.20,51.86
Denmark,SSP3-7.0,2080-2099,50.68,52.64,54.92
Dominican Republic,SSP3-7.0,1986-2005,76.51,76.84,77.05
Dominican Republic,SSP3-7.0,2020-2039,77.79,78.20,78.82
Dominican Republic,SSP3-7.0,2040-2059,78.62,79.25,80.18
Dominican Republic,SSP3-7.0,2080-2099,79.98,81.59,83.84
Algeria,SSP3-7.0,1986-2005,64.67,65.12,65.55
Algeria,SSP3-7.0,2020-2039,66.70,67.40,68.49
Algeria,SSP3-7.0,2040-2059,67.87,68.75,69.99
Algeria,SSP3-7.0,2080-2099,70.27,72.09,74.63
Ecuador,SSP3-7.0,1986-2005,65.08,65.42,65.57
Ecuador,SSP3-7.0,2020-2039,66.15,66.90,67.37
Ecuador,SSP3-7.0,2040-2059,67.37,67.87,68.65
Ecuador,SSP3-7.0,2080-2099,68.76,70.49,71.90
Egypt,SSP3-7.0,1986-2005,71.86,72.14,72.50
Egypt,SSP3-7.0,2020-2039,73.79,74.44,74.86
Egypt,SSP3-7.0,2040-2059,74.83,75.73,76.32
Egypt,SSP3-7.0,2080-2099,76.85,78.71,80.77
Eritrea,SSP3-7.0,1986-2005,78.70,79.00,79.09
Eritrea,SSP3-7.0,2020-2039,79.99,80.73,81.17
Eritrea,SSP3-7.0,2040-2059,80.97,82.13,82.70
Eritrea,SSP3-7.0,2080-2099,82.94,84.71,86.18
