name,ssp_range,year_range,p0.05,p0.50,p0.95
Eswatini,SSP2-4.5,2080-2099,63.61,64.52,65.83
Sint Maarten (Dutch part),SSP2-4.5,1986-2005,79.86,80.42,80.68
Sint Maarten (Dutch part),SSP2-4.5,2020-2039,81.37,81.88,82.24
Sint Maarten (Dutch part),SSP2-4.5,2040-2059,81.63,82.36,82.97
Sint Maarten (Dutch part),SSP2-4.5,2080-2099,82.25,83.07,84.37
Seychelles,SSP2-4.5,1986-2005,77.13,77.31,77.56
Seychelles,SSP2-4.5,2020-2039,78.22,78.48,78.92
Seychelles,SSP2-4.5,2040-2059,78.71,79.12,79.81
Seychelles,SSP2-4.5,2080-2099,79.35,80.14,80.92
Syrian Arab Republic,SSP2-4.5,1986-2005,81.25,81.71,82.30
Syrian Arab Republic,SSP2-4.5,2020-2039,83.83,84.59,85.40
Syrian Arab Republic,SSP2-4.5,2040-2059,84.86,85.34,86.91
Syrian Arab Republic,SSP2-4.5,2080-2099,85.52,87.49,89.39
Turks and Caicos Islands,SSP2-4.5,1986-2005,80.45,80.97,81.25
Turks and Caicos Islands,SSP2-4.5,2020-2039,82.04,82.35,82.66
Turks and Caicos Islands,SSP2-4.5,2040-2059,82.39,82.93,83.55
Turks and Caicos Islands,SSP2-4.5,2080-2099,82.95,83.65,84.96
Chad,SSP2-4.5,1986-2005,83.25,83.63,83.87
Chad,SSP2-4.5,2020-2039,84.42,84.92,85.77
Chad,SSP2-4.5,2040-2059,84.75,85.83,86.80
Chad,SSP2-4.5,2080-2099,86.02,87.19,88.97
Togo,SSP2-4.5,1986-2005,77.95,78.21,78.48
Togo,SSP2-4.5,2020-2039,79.03,79.44,80.13
Togo,SSP2-4.5,2040-2059,79.70,80.11,80.99
Togo,SSP2-4.5,2080-2099,80.46,81.43,82.61
Thailand,SSP2-4.5,1986-2005,82.05,82.40,82.63
Thailand,SSP2-4.5,2020-2039,83.45,83.65,84.21
Thailand,SSP2-4.5,2040-2059,83.66,84.41,85.12
Thailand,SSP2-4.5,2080-2099,84.32,85.15,86.93
Tajikistan,SSP2-4.5,1986-2005,63.01,63.41,64.39
Tajikistan,SSP2-4.5,2020-2039,64.66,65.85,67.43
Tajikistan,SSP2-4.5,2040-2059,65.50,67.20,69.03
Tajikistan,SSP2-4.5,2080-2099,67.01,68.76,71.20
Tokelau,SSP2-4.5,1986-2005,80.17,80.45,80.65
Tokelau,SSP2-4.5,2020-2039,81.28,81.56,81.85
Tokelau,SSP2-4.5,2040-2059,81.75,82.10,82.87
Tokelau,SSP2-4.5,2080-2099,82.17,82.81,83.66
Turkmenistan,SSP2-4.5,1986-2005,82.69,83.07,83.58
Turkmenistan,SSP2-4.5,2020-2039,84.97,85.77,86.87
Turkmenistan,SSP2-4.5,2040-2059,86.45,87.33,88.55
Turkmenistan,SSP2-4.5,2080-2099,87.21,89.15,90.88
Timor-Leste,SSP2-4.5,1986-2005,74.20,74.77,74.94
Timor-Leste,SSP2-4.5,2020-2039,75.62,75.94,76.54
Timor-Leste,SSP2-4.5,2040-2059,76.08,76.50,77.42
Timor-Leste,SSP2-4.5,2080-2099,76.50,77.33,78.80
Tonga,SSP2-4.5,1986-2005,74.09,74.58,74.83
Tonga,SSP2-4.5,2020-2039,74.94,75.39,75.91
Tonga,SSP2-4.5,2040-2059,75.46,75.78,76.29
Tonga,SSP2-4.5,2080-2099,75.94,76.39,77.63
Trinidad and Tobago,SSP2-4.5,1986-2005,79.37,79.62,79.79
Trinidad and Tobago,SSP2-4.5,2020-2039,80.68,81.00,81.38
Trinidad and Tobago,SSP2-4.5,2040-2059,81.36,81.57,82.36
Trinidad and Tobago,SSP2-4.5,2080-2099,81.75,82.44,83.77
Tunisia,SSP2-4.5,1986-2005,80.28,80.67,81.10
Tunisia,SSP2-4.5,2020-2039,82.94,83.54,84.17
Tunisia,SSP2-4.5,2040-2059,83.70,84.68,86.18
Tunisia,SSP2-4.5,2080-2099,84.55,86.35,88.39
Türkiye,SSP2-4.5,1986-2005,70.37,71.02,71.41
Türkiye,SSP2-4.5,2020-2039,73.09,74.12,75.22
Türkiye,SSP2-4.5,2040-2059,74.46,75.16,76.54
Türkiye,SSP2-4.5,2080-2099,75.18,77.14,79.31
Tuvalu,SSP2-4.5,1986-2005,80.22,80.50,80.70
Tuvalu,SSP2-4.5,2020-2039,81.30,81.64,81.93
Tuvalu,SSP2-4.5,2040-2059,81.84,82.22,83.00
Tuvalu,SSP2-4.5,2080-2099,82.36,82.91,83.74
"Taiwan, Province of China",SSP2-4.5,1986-2005,79.61,79.92,80.08
"Taiwan, Province of China",SSP2-4.5,2020-2039,80.67,81.14,81.68
"Taiwan, Province of China",SSP2-4.5,2040-2059,81.52,81.83,82.73
"Taiwan, Province of China",SSP2-4.5,2080-2099,82.11,82.97,83.98
"Tanzania, United Republic of",SSP2-4.5,1986-2005,70.59,70.82,71.11
"Tanzania, United Republic of",SSP2-4.5,2020-2039,71.93,72.34,72.80
"Tanzania, United Republic of",SSP2-4.5,2040-2059,72.59,73.17,74.00
"Tanzania, United Republic of",SSP2-4.5,2080-2099,73.12,74.28,75.39
Uganda,SSP2-4.5,1986-2005,71.27,71.64,72.17
Uganda,SSP2-4.5,2020-2039,72.81,73.30,73.82
Uganda,SSP2-4.5,2040-2059,73.40,74.23,75.22
Uganda,SSP2-4.5,2080-2099,74.39,75.37,76.78
Ukraine,SSP2-4.5,1986-2005,65.64,66.53,67.56
Ukraine,SSP2-4.5,2020-2039,68.33,69.97,71.60
Ukraine,SSP2-4.5,2040-2059,69.06,71.09,73.02
Ukraine,SSP2-4.5,2080-2099,69.68,72.54,75.17
United States Minor Outlying Islands,SSP2-4.5,1986-2005,79.27,79.55,79.74
United States Minor Outlying Islands,SSP2-4.5,2020-2039,80.60,80.85,81.57
United States Minor Outlying Islands,SSP2-4.5,2040-2059,81.21,81.59,82.75
United States Minor Outlying Islands,SSP2-4.5,2080-2099,81.87,82.44,83.88
Uruguay,SSP2-4.5,1986-2005,52.95,53.97,54.80
Uruguay,SSP2-4.5,2020-2039,54.19,55.02,55.69
Uruguay,SSP2-4.5,2040-2059,54.80,55.56,57.13
Uruguay,SSP2-4.5,2080-2099,55.28,56.32,57.72
United States,SSP2-4.5,1986-2005,72.55,73.02,73.61
United States,SSP2-4.5,2020-2039,75.09,75.58,76.19
United States,SSP2-4.5,2040-2059,75.99,76.56,77.49
United States,SSP2-4.5,2080-2099,76.56,78.31,79.76
Uzbekistan,SSP2-4.5,1986-2005,77.42,77.88,78.58
Uzbekistan,SSP2-4.5,2020-2039,79.70,80.31,81.68
Uzbekistan,SSP2-4.5,2040-2059,80.83,81.74,83.38
Uzbekistan,SSP2-4.5,2080-2099,81.88,83.42,85.27
Holy See (Vatican City State),SSP2-4.5,1986-2005,72.86,73.61,74.25
Holy See (Vatican City State),SSP2-4.5,2020-2039,76.03,76.48,77.94
Holy See (Vatican City State),SSP2-4.5,2040-2059,76.81,77.70,79.53
Holy See (Vatican City State),SSP2-4.5,2080-2099,77.23,79.32,81.77
Saint Vincent and the Grenadines,SSP2-4.5,1986-2005,79.67,79.99,80.28
Saint Vincent and the Grenadines,SSP2-4.5,2020-2039,81.01,81.34,81.78
Saint Vincent and the Grenadines,SSP2-4.5,2040-2059,81.58,81.85,82.52
Saint Vincent and the Grenadines,SSP2-4.5,2080-2099,82.04,82.70,83.84
"Venezuela, Bolivarian Republic of",SSP2-4.5,1986-2005,77.51,77.95,78.02
"Venezuela, Bolivarian Republic of",SSP2-4.5,2020-2039,79.06,79.45,79.82
"Venezuela, Bolivarian Republic of",SSP2-4.5,2040-2059,79.59,80.22,81.00
"Venezuela, Bolivarian Republic of",SSP2-4.5,2080-2099,80.29,81.39,82.61
"Virgin Islands, British",SSP2-4.5,1986-2005,79.91,80.49,80.74
"Virgin Islands, British",SSP2-4.5,2020-2039,81.42,81.95,82.28
"Virgin Islands, British",SSP2-4.5,2040-2059,81.67,82.44,83.03
"Virgin Islands, British",SSP2-4.5,2080-2099,82.32,83.11,84.44
"Virgin Islands, U.S.",SSP2-4.5,1986-2005,80.04,80.60,80.83
"Virgin Islands, U.S.",SSP2-4.5,2020-2039,81.53,82.04,82.28
"Virgin Islands, U.S.",SSP2-4.5,2040-2059,81.80,82.52,83.15
"Virgin Islands, U.S.",SSP2-4.5,2080-2099,82.44,83.21,84.53
Viet Nam,SSP2-4.5,1986-2005,81.14,81.51,81.73
Viet Nam,SSP2-4.5,2020-2039,82.61,82.88,83.16
Viet Nam,SSP2-4.5,2040-2059,82.96,83.61,84.25
Viet Nam,SSP2-4.5,2080-2099,83.63,84.61,85.97
Vanuatu,SSP2-4.5,1986-2005,75.40,75.70,76.11
Vanuatu,SSP2-4.5,2020-2039,76.21,76.74,77.22
Vanuatu,SSP2-4.5,2040-2059,76.78,77.14,77.89
Vanuatu,SSP2-4.5,2080-2099,77.23,78.00,79.01
Wallis and Futuna,SSP2-4.5,1986-2005,78.91,79.35,79.51
Wallis and Futuna,SSP2-4.5,2020-2039,79.92,80.37,80.58
Wallis and Futuna,SSP2-4.5,2040-2059,80.54,80.83,81.36
Wallis and Futuna,SSP2-4.5,2080-2099,81.00,81.44,82.44
Samoa,SSP2-4.5,1986-2005,77.61,77.98,78.21
Samoa,SSP2-4.5,2020-2039,78.68,79.09,79.26
Samoa,SSP2-4.5,2040-2059,79.27,79.54,80.16
Samoa,SSP2-4.5,2080-2099,79.72,80.20,81.16
Yemen,SSP2-4.5,1986-2005,80.87,81.19,81.46
Yemen,SSP2-4.5,2020-2039,81.99,82.77,83.39
Yemen,SSP2-4.5,2040-2059,82.19,83.25,84.72
Yemen,SSP2-4.5,2080-2099,83.00,84.72,86.23
South Africa,SSP2-4.5,1986-2005,55.48,55.89,56.34
South Africa,SSP2-4.5,2020-2039,56.85,57.39,57.99
South Africa,SSP2-4.5,2040-2059,57.72,58.41,59.30
South Africa,SSP2-4.5,2080-2099,58.66,59.60,60.96
Zambia,SSP2-4.5,1986-2005,65.72,66.38,66.77
Zambia,SSP2-4.5,2020-2039,67.37,67.66,68.56
Zambia,SSP2-4.5,2040-2059,67.82,68.75,70.04
Zambia,SSP2-4.5,2080-2099,68.65,69.76,71.96
Zimbabwe,SSP2-4.5,1986-2005,60.97,62.00,62.58
Zimbabwe,SSP2-4.5,2020-2039,62.73,63.51,64.36
Zimbabwe,SSP2-4.5,2040-2059,63.69,64.59,65.58
Zimbabwe,SSP2-4.5,2080-2099,64.74,65.94,67.28
Aruba,SSP3-7.0,1986-2005,80.37,80.59,80.81
Aruba,SSP3-7.0,2020-2039,81.38,81.99,82.32
Aruba,SSP3-7.0,2040-2059,82.10,82.93,83.29
Aruba,SSP3-7.0,2080-2099,83.67,84.93,85.90
Afghanistan,SSP3-7.0,1986-2005,72.43,72.86,73.35
Afghanistan,SSP3-7.0,2020-2039,74.63,75.48,76.38
Afghanistan,SSP3-7.0,2040-2059,75.40,77.08,78.25
Afghanistan,SSP3-7.0,2080-2099,78.46,80.79,83.27
Angola,SSP3-7.0,1986-2005,69.94,70.42,70.46
Angola,SSP3-7.0,2020-2039,71.45,71.92,72.82
Angola,SSP3-7.0,2040-2059,72.17,73.26,74.52
Angola,SSP3-7.0,2080-2099,74.16,75.90,78.19
Anguilla,SSP3-7.0,1986-2005,80.13,80.42,80.70
Anguilla,SSP3-7.0,2020-2039,81.20,81.75,82.15
Anguilla,SSP3-7.0,2040-2059,81.82,82.80,83.20
Anguilla,SSP3-7.0,2080-2099,83.06,84.40,85.93
Åland Islands,SSP3-7.0,1986-2005,57.06,58.24,59.12
Åland Islands,SSP3-7.0,2020-2039,59.57,60.71,62.34
Åland Islands,SSP3-7.0,2040-2059,60.43,61.97,64.10
Åland Islands,SSP3-7.0,2080-2099,62.35,65.48,68.28
Albania,SSP3-7.0,1986-2005,69.56,70.13,70.51
Albania,SSP3-7.0,2020-2039,71.95,73.22,75.07
Albania,SSP3-7.0,2040-2059,73.67,74.95,76.85
Albania,SSP3-7.0,2080-2099,76.31,79.27,82.88
Andorra,SSP3-7.0,1986-2005,56.93,57.67,58.62
Andorra,SSP3-7.0,2020-2039,59.32,60.64,62.07
Andorra,SSP3-7.0,2040-2059,60.82,62.30,64.85
Andorra,SSP3-7.0,2080-2099,63.66,66.77,70.83
United Arab Emirates,SSP3-7.0,1986-2005,94.02,94.28,94.52
United Arab Emirates,SSP3-7.0,2020-2039,95.40,96.52,97.09
United Arab Emirates,SSP3-7.0,2040-2059,96.74,98.04,98.88
United Arab Emirates,SSP3-7.0,2080-2099,99.21,101.35,103.02
Argentina,SSP3-7.0,1986-2005,50.38,50.96,51.26
Argentina,SSP3-7.0,2020-2039,51.44,52.06,52.44
Argentina,SSP3-7.0,2040-2059,52.44,52.92,53.98
Argentina,SSP3-7.0,2080-2099,53.74,54.88,55.82
Armenia,SSP3-7.0,1986-2005,63.42,64.04,64.69
Armenia,SSP3-7.0,2020-2039,65.71,67.44,68.94
Armenia,SSP3-7.0,2040-2059,67.08,68.74,70.54
Armenia,SSP3-7.0,2080-2099,70.68,73.21,75.75
American Samoa,SSP3-7.0,1986-2005,79.08,79.39,79.55
American Samoa,SSP3-7.0,2020-2039,80.17,80.41,80.81
American Samoa,SSP3-7.0,2040-2059,80.73,81.12,81.69
American Samoa,SSP3-7.0,2080-2099,81.86,82.70,84.03
Antarctica,SSP3-7.0,1986-2005,-44.85,-43.54,-42.64
Antarctica,SSP3-7.0,2020-2039,-43.49,-41.94,-35.70
Antarctica,SSP3-7.0,2040-2059,-42.39,-40.76,-33.27
Antarctica,SSP3-7.0,2080-2099,-40.60,-37.60,-33.14
French Southern Territories,SSP3-7.0,1986-2005,50.30,50.46,50.61
French Southern Territories,SSP3-7.0,2020-2039,50.89,51.47,51.86
French Southern Territories,SSP3-7.0,2040-2059,51.56,52.22,52.85
French Southern Territories,SSP3-7.0,2080-2099,52.91,54.01,55.12
Antigua and Barbuda,SSP3-7.0,1986-2005,80.14,80.41,80.68
Antigua and Barbuda,SSP3-7.0,2020-2039,81.12,81.74,82.12
Antigua and Barbuda,SSP3-7.0,2040-2059,81.83,82.61,83.17
Antigua and Barbuda,SSP3-7.0,2080-2099,83.05,84.34,85.86
Australia,SSP3-7.0,1986-2005,54.70,54.91,55.11
Australia,SSP3-7.0,2020-2039,55.48,56.10,56.34
Australia,SSP3-7.0,2040-2059,56.25,56.98,57.43
Australia,SSP3-7.0,2080-2099,57.84,59.14,60.23
Austria,SSP3-7.0,1986-2005,60.09,60.65,61.11
Austria,SSP3-7.0,2020-2039,62.33,63.43,64.81
Austria,SSP3-7.0,2040-2059,64.00,64.95,66.22
Austria,SSP3-7.0,2080-2099,65.98,68.36,71.46
Azerbaijan,SSP3-7.0,1986-2005,71.53,71.99,72.67
Azerbaijan,SSP3-7.0,2020-2039,73.89,75.33,76.24
Azerbaijan,SSP3-7.0,2040-2059,75.26,76.71,77.86
Azerbaijan,SSP3-7.0,2080-2099,78.54,80.96,83.31
Burundi,SSP3-7.0,1986-2005,68.71,69.08,69.32
Burundi,SSP3-7.0,2020-2039,70.35,70.79,71.21
Burundi,SSP3-7.0,2040-2059,71.17,72.06,72.69
Burundi,SSP3-7.0,2080-2099,72.84,75.15,76.40
Belgium,SSP3-7.0,1986-2005,61.58,62.13,62.75
Belgium,SSP3-7.0,2020-2039,63.73,64.54,65.35
Belgium,SSP3-7.0,2040-2059,64.45,65.67,67.07
Belgium,SSP3-7.0,2080-2099,66.64,68.62,71.70
Benin,SSP3-7.0,1986-2005,78.26,78.61,78.83
Benin,SSP3-7.0,2020-2039,79.31,79.83,80.20
Benin,SSP3-7.0,2040-2059,80.07,80.66,81.44
Benin,SSP3-7.0,2080-2099,81.77,83.27,84.62
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,1986-2005,80.20,80.45,80.66
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2020-2039,81.24,81.80,82.22
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2040-2059,81.94,82.69,83.14
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2080-2099,83.45,84.71,85.82
Burkina Faso,SSP3-7.0,1986-2005,81.76,82.14,82.65
Burkina Faso,SSP3-7.0,2020-2039,82.75,83.37,84.09
Burkina Faso,SSP3-7.0,2040-2059,83.31,84.68,85.47
Burkina Faso,SSP3-7.0,2080-2099,85.24,87.02,89.36
Bangladesh,SSP3-7.0,1986-2005,83.10,83.54,84.06
Bangladesh,SSP3-7.0,2020-2039,83.65,84.42,85.01
Bangladesh,SSP3-7.0,2040-2059,84.41,85.33,85.81
Bangladesh,SSP3-7.0,2080-2099,86.24,87.51,89.19
Bulgaria,SSP3-7.0,1986-2005,69.02,69.99,70.22
Bulgaria,SSP3-7.0,2020-2039,71.67,73.14,74.59
Bulgaria,SSP3-7.0,2040-2059,73.63,74.94,76.27
Bulgaria,SSP3-7.0,2080-2099,76.03,79.14,83.01
Bahrain,SSP3-7.0,1986-2005,90.68,91.02,91.23
Bahrain,SSP3-7.0,2020-2039,92.07,93.28,94.21
Bahrain,SSP3-7.0,2040-2059,93.70,94.77,95.66
Bahrain,SSP3-7.0,2080-2099,96.05,97.92,100.12
Bahamas,SSP3-7.0,1986-2005,80.69,81.03,81.17
Bahamas,SSP3-7.0,2020-2039,81.95,82.45,82.75
Bahamas,SSP3-7.0,2040-2059,82.66,83.38,83.92
Bahamas,SSP3-7.0,2080-2099,83.96,85.53,86.81
Bosnia and Herzegovina,SSP3-7.0,1986-2005,66.13,66.60,66.97
Bosnia and Herzegovina,SSP3-7.0,2020-2039,68.28,69.45,71.55
Bosnia and Herzegovina,SSP3-7.0,2040-2059,70.15,71.54,73.14
Bosnia and Herzegovina,SSP3-7.0,2080-2099,72.62,75.78,80.45
Saint Barthélemy,SSP3-7.0,1986-2005,80.15,80.42,80.70
Saint Barthélemy,SSP3-7.0,2020-2039,81.15,81.76,82.12
Saint Barthélemy,SSP3-7.0,2040-2059,81.83,82.68,83.18
Saint Barthélemy,SSP3-7.0,2080-2099,83.05,84.36,85.86
Belarus,SSP3-7.0,1986-2005,61.35,62.46,63.30
Belarus,SSP3-7.0,2020-2039,63.88,65.35,67.21
Belarus,SSP3-7.0,2040-2059,64.95,66.84,69.01
Belarus,SSP3-7.0,2080-2099,67.41,69.74,72.76
Belize,SSP3-7.0,1986-2005,80.72,80.98,81.15
Belize,SSP3-7.0,2020-2039,82.09,82.56,83.09
Belize,SSP3-7.0,2040-2059,82.93,83.87,85.13
Belize,SSP3-7.0,2080-2099,84.88,86.63,88.81
Bermuda,SSP3-7.0,1986-2005,76.80,77.02,77.26
Bermuda,SSP3-7.0,2020-2039,77.97,78.73,79.38
Bermuda,SSP3-7.0,2040-2059,78.40,79.65,80.60
Bermuda,SSP3-7.0,2080-2099,79.91,82.14,83.55
"Bolivia, Plurinational State of",SSP3-7.0,1986-2005,57.83,58.08,58.63
"Bolivia, Plurinational State of",SSP3-7.0,2020-2039,59.55,59.99,60.64
"Bolivia, Plurinational State of",SSP3-7.0,2040-2059,60.63,61.75,62.93
"Bolivia, Plurinational State of",SSP3-7.0,2080-2099,62.84,65.00,66.50
Brazil,SSP3-7.0,1986-2005,73.51,73.71,74.10
Brazil,SSP3-7.0,2020-2039,74.97,75.33,75.75
Brazil,SSP3-7.0,2040-2059,75.88,76.54,77.23
Brazil,SSP3-7.0,2080-2099,77.54,79.22,80.53
Barbados,SSP3-7.0,1986-2005,79.79,80.07,80.42
Barbados,SSP3-7.0,2020-2039,80.89,81.47,81.83
Barbados,SSP3-7.0,2040-2059,81.52,82.27,82.88
Barbados,SSP3-7.0,2080-2099,83.01,84.15,85.40
Brunei Darussalam,SSP3-7.0,1986-2005,80.07,80.24,80.54
Brunei Darussalam,SSP3-7.0,2020-2039,81.19,81.54,81.92
Brunei Darussalam,SSP3-7.0,2040-2059,81.92,82.42,83.34
Brunei Darussalam,SSP3-7.0,2080-2099,83.39,84.60,86.54
Bhutan,SSP3-7.0,1986-2005,63.51,63.89,64.21
Bhutan,SSP3-7.0,2020-2039,64.58,65.23,65.70
Bhutan,SSP3-7.0,2040-2059,65.44,66.18,66.68
Bhutan,SSP3-7.0,2080-2099,67.19,68.61,69.61
Botswana,SSP3-7.0,1986-2005,59.12,59.58,60.41
Botswana,SSP3-7.0,2020-2039,60.78,61.60,62.50
Botswana,SSP3-7.0,2040-2059,61.77,63.07,64.65
Botswana,SSP3-7.0,2080-2099,63.93,66.68,69.03
Central African Republic,SSP3-7.0,1986-2005,76.63,76.82,77.08
Central African Republic,SSP3-7.0,2020-2039,77.77,78.08,78.84
Central African Republic,SSP3-7.0,2040-2059,78.41,79.30,80.14
Central African Republic,SSP3-7.0,2080-2099,80.33,82.03,83.26
Canada,SSP3-7.0,1986-2005,59.13,59.72,60.27
Canada,SSP3-7.0,2020-2039,61.23,62.15,63.00
Canada,SSP3-7.0,2040-2059,62.46,63.63,64.56
Canada,SSP3-7.0,2080-2099,65.08,67.78,69.51
Switzerland,SSP3-7.0,1986-2005,59.67,60.19,60.82
Switzerland,SSP3-7.0,2020-2039,61.96,62.74,64.00
Switzerland,SSP3-7.0,2040-2059,63.39,64.19,65.82
Switzerland,SSP3-7.0,2080-2099,65.74,68.02,70.88
Chile,SSP3-7.0,1986-2005,45.38,45.72,46.03
Chile,SSP3-7.0,2020-2039,46.12,46.94,47.60
Chile,SSP3-7.0,2040-2059,47.06,47.88,48.87
Chile,SSP3-7.0,2080-2099,48.81,49.76,52.15
China,SSP3-7.0,1986-2005,75.09,75.38,75.75
China,SSP3-7.0,2020-2039,76.42,77.26,77.77
China,SSP3-7.0,2040-2059,77.68,78.43,79.52
China,SSP3-7.0,2080-2099,79.80,81.87,83.83
Côte d'Ivoire,SSP3-7.0,1986-2005,77.26,77.59,77.70
Côte d'Ivoire,SSP3-7.0,2020-2039,78.59,78.91,79.20
Côte d'Ivoire,SSP3-7.0,2040-2059,79.34,79.93,80.42
Côte d'Ivoire,SSP3-7.0,2080-2099,80.83,82.33,83.32
Cameroon,SSP3-7.0,1986-2005,74.47,74.77,74.92
Cameroon,SSP3-7.0,2020-2039,75.72,76.12,76.44
Cameroon,SSP3-7.0,2040-2059,76.41,77.21,77.57
Cameroon,SSP3-7.0,2080-2099,78.20,80.08,81.00
"Congo, The Democratic Republic of the",SSP3-7.0,1986-2005,74.07,74.37,74.61
"Congo, The Democratic Republic of the",SSP3-7.0,2020-2039,75.36,75.89,76.59
"Congo, The Democratic Republic of the",SSP3-7.0,2040-2059,76.20,77.24,78.26
"Congo, The Democratic Republic of the",SSP3-7.0,2080-2099,78.19,80.10,82.35
Congo,SSP3-7.0,1986-2005,74.57,74.91,75.00
Congo,SSP3-7.0,2020-2039,75.97,76.34,76.82
Congo,SSP3-7.0,2040-2059,76.78,77.48,78.34
Congo,SSP3-7.0,2080-2099,78.58,80.20,81.87
Cook Islands,SSP3-7.0,1986-2005,76.23,76.58,76.73
Cook Islands,SSP3-7.0,2020-2039,77.10,77.56,77.85
Cook Islands,SSP3-7.0,2040-2059,77.77,78.14,78.73
Cook Islands,SSP3-7.0,2080-2099,78.81,79.62,80.85
Colombia,SSP3-7.0,1986-2005,72.79,73.12,73.30
Colombia,SSP3-7.0,2020-2039,74.29,74.68,75.02
Colombia,SSP3-7.0,2040-2059,75.13,75.79,76.65
Colombia,SSP3-7.0,2080-2099,76.57,78.51,80.04
Comoros,SSP3-7.0,1986-2005,75.40,75.51,75.77
Comoros,SSP3-7.0,2020-2039,76.00,76.74,77.31
Comoros,SSP3-7.0,2040-2059,77.03,77.57,78.02
Comoros,SSP3-7.0,2080-2099,78.37,79.64,80.47
Cabo Verde,SSP3-7.0,1986-2005,75.10,75.38,75.80
Cabo Verde,SSP3-7.0,2020-2039,76.11,76.56,77.16
Cabo Verde,SSP3-7.0,2040-2059,76.77,77.30,78.06
Cabo Verde,SSP3-7.0,2080-2099,78.46,79.26,80.63
Costa Rica,SSP3-7.0,1986-2005,73.94,74.32,74.53
Costa Rica,SSP3-7.0,2020-2039,75.15,75.77,76.27
Costa Rica,SSP3-7.0,2040-2059,75.92,76.80,77.53
Costa Rica,SSP3-7.0,2080-2099,77.57,79.50,81.13
Cuba,SSP3-7.0,1986-2005,81.79,82.08,82.28
Cuba,SSP3-7.0,2020-2039,83.17,83.66,84.28
Cuba,SSP3-7.0,2040-2059,84.04,84.84,85.75
Cuba,SSP3-7.0,2080-2099,85.38,87.40,89.56
Curaçao,SSP3-7.0,1986-2005,80.18,80.40,80.61
Curaçao,SSP3-7.0,2020-2039,81.19,81.75,82.17
Curaçao,SSP3-7.0,2040-2059,81.89,82.65,83.10
Curaçao,SSP3-7.0,2080-2099,83.41,84.67,85.83
Cayman Islands,SSP3-7.0,1986-2005,81.64,81.94,82.06
Cayman Islands,SSP3-7.0,2020-2039,82.97,83.37,83.75
Cayman Islands,SSP3-7.0,2040-2059,83.69,84.48,84.95
Cayman Islands,SSP3-7.0,2080-2099,84.97,86.70,88.05
Cyprus,SSP3-7.0,1986-2005,79.18,79.95,80.47
Cyprus,SSP3-7.0,2020-2039,81.55,82.09,83.23
Cyprus,SSP3-7.0,2040-2059,82.72,83.28,84.66
Cyprus,SSP3-7.0,2080-2099,84.64,85.83,88.14
Czechia,SSP3-7.0,1986-2005,61.82,62.28,62.79
Czechia,SSP3-7.0,2020-2039,63.80,64.91,66.12
Czechia,SSP3-7.0,2040-2059,65.25,66.34,67.55
Czechia,SSP3-7.0,2080-2099,67.34,69.89,72.74
Germany,SSP3-7.0,1986-2005,62.17,62.69,63.13
Germany,SSP3-7.0,2020-2039,64.05,65.12,66.16
Germany,SSP3-7.0,2040-2059,65.36,66.27,67.88
Germany,SSP3-7.0,2080-2099,67.26,69.80,72.36
Djibouti,SSP3-7.0,1986-2005,89.88,90.67,90.79
Djibouti,SSP3-7.0,2020-2039,90.50,92.29,92.70
Djibouti,SSP3-7.0,2040-2059,91.24,93.42,94.11
Djibouti,SSP3-7.0,2080-2099,93.09,95.87,97.13
Dominica,SSP3-7.0,1986-2005,79.26,79.48,79.75
Dominica,SSP3-7.0,2020-2039,80.18,80.83,81.20
Dominica,SSP3-7.0,2040-2059,80.92,81.59,82.27
Dominica,SSP3-7.0,2080-2099,82.17,83.40,84.80
Denmark,SSP3-7.0,1986-2005,59.54,60.16,60.64
Denmark,SSP3-7.0,2020-2039,61.28,62.20,63.24
Denmark,SSP3-7.0,2040-2059,62.16,63.26,65.40
Denmark,SSP3-7.0,2080-2099,63.69,65.88,68.63
Dominican Republic,SSP3-7.0,1986-2005,78.76,79.29,79.49
Dominican Republic,SSP3-7.0,2020-2039,80.20,80.80,81.47
Dominican Republic,SSP3-7.0,2040-2059,80.99,81.86,82.94
Dominican Republic,SSP3-7.0,2080-2099,82.39,84.21,86.74
Algeria,SSP3-7.0,1986-2005,80.71,81.18,81.58
Algeria,SSP3-7.0,2020-2039,83.10,83.97,84.84
Algeria,SSP3-7.0,2040-2059,84.56,85.65,87.29
Algeria,SSP3-7.0,2080-2099,87.83,89.64,92.84
Ecuador,SSP3-7.0,1986-2005,63.50,63.94,64.08
Ecuador,SSP3-7.0,2020-2039,65.01,65.46,65.82
Ecuador,SSP3-7.0,2040-2059,65.80,66.61,67.38
Ecuador,SSP3-7.0,2080-2099,67.26,69.64,70.76
Egypt,SSP3-7.0,1986-2005,83.15,83.67,84.05
Egypt,SSP3-7.0,2020-2039,85.51,86.39,87.07
Egypt,SSP3-7.0,2040-2059,86.78,87.83,88.75
Egypt,SSP3-7.0,2080-2099,89.26,91.17,93.69
Eritrea,SSP3-7.0,1986-2005,81.90,82.41,82.75
Eritrea,SSP3-7.0,2020-2039,82.91,84.03,84.65
Eritrea,SSP3-7.0,2040-2059,83.57,85.25,86.13
