name,ssp_range,year_range,p0.05,p0.50,p0.95
Panama,SSP3-7.0,2040-2059,79.93,80.65,81.12
Panama,SSP3-7.0,2080-2099,81.34,82.80,84.12
Pitcairn,SSP3-7.0,1986-2005,70.15,70.72,71.19
Pitcairn,SSP3-7.0,2020-2039,71.13,71.43,71.69
Pitcairn,SSP3-7.0,2040-2059,71.51,72.06,72.47
Pitcairn,SSP3-7.0,2080-2099,72.49,73.05,73.85
Peru,SSP3-7.0,1986-2005,59.15,59.55,59.70
Peru,SSP3-7.0,2020-2039,61.01,61.37,61.71
Peru,SSP3-7.0,2040-2059,61.96,62.81,63.30
Peru,SSP3-7.0,2080-2099,63.59,66.08,67.24
Philippines,SSP3-7.0,1986-2005,80.05,80.25,80.37
Philippines,SSP3-7.0,2020-2039,81.08,81.52,81.86
Philippines,SSP3-7.0,2040-2059,81.76,82.22,82.97
Philippines,SSP3-7.0,2080-2099,83.03,84.41,85.78
Palau,SSP3-7.0,1986-2005,80.06,80.28,80.45
Palau,SSP3-7.0,2020-2039,81.01,81.52,81.80
Palau,SSP3-7.0,2040-2059,81.80,82.29,82.84
Palau,SSP3-7.0,2080-2099,83.27,84.21,85.55
Papua New Guinea,SSP3-7.0,1986-2005,73.07,73.32,73.47
Papua New Guinea,SSP3-7.0,2020-2039,74.13,74.64,74.93
Papua New Guinea,SSP3-7.0,2040-2059,74.92,75.34,76.05
Papua New Guinea,SSP3-7.0,2080-2099,76.23,77.46,79.00
Poland,SSP3-7.0,1986-2005,62.34,62.85,63.44
Poland,SSP3-7.0,2020-2039,64.45,65.38,66.42
Poland,SSP3-7.0,2040-2059,65.65,67.00,68.53
Poland,SSP3-7.0,2080-2099,67.68,70.13,72.80
Puerto Rico,SSP3-7.0,1986-2005,80.12,80.37,80.64
Puerto Rico,SSP3-7.0,2020-2039,81.10,81.77,82.12
Puerto Rico,SSP3-7.0,2040-2059,81.73,82.70,83.14
Puerto Rico,SSP3-7.0,2080-2099,83.09,84.59,85.97
"Korea, Democratic People's Republic of",SSP3-7.0,1986-2005,69.01,69.52,69.90
"Korea, Democratic People's Republic of",SSP3-7.0,2020-2039,71.03,71.65,72.54
"Korea, Democratic People's Republic of",SSP3-7.0,2040-2059,72.05,72.87,74.29
"Korea, Democratic People's Republic of",SSP3-7.0,2080-2099,74.12,76.26,78.72
Portugal,SSP3-7.0,1986-2005,68.62,69.32,69.70
Portugal,SSP3-7.0,2020-2039,70.20,71.43,72.56
Portugal,SSP3-7.0,2040-2059,71.44,72.48,74.33
Portugal,SSP3-7.0,2080-2099,74.25,75.80,77.93
Paraguay,SSP3-7.0,1986-2005,65.40,66.22,66.80
Paraguay,SSP3-7.0,2020-2039,66.82,67.57,68.61
Paraguay,SSP3-7.0,2040-2059,67.69,69.12,70.95
Paraguay,SSP3-7.0,2080-2099,68.88,71.22,73.52
"Palestine, State of",SSP3-7.0,1986-2005,79.44,79.98,80.38
"Palestine, State of",SSP3-7.0,2020-2039,81.51,82.56,83.30
"Palestine, State of",SSP3-7.0,2040-2059,82.97,83.98,84.58
"Palestine, State of",SSP3-7.0,2080-2099,85.44,87.03,89.26
French Polynesia,SSP3-7.0,1986-2005,75.81,76.14,76.37
French Polynesia,SSP3-7.0,2020-2039,76.83,77.08,77.45
French Polynesia,SSP3-7.0,2040-2059,77.08,77.81,78.20
French Polynesia,SSP3-7.0,2080-2099,78.37,79.26,80.32
Qatar,SSP3-7.0,1986-2005,92.63,92.99,93.21
Qatar,SSP3-7.0,2020-2039,93.98,95.20,96.12
Qatar,SSP3-7.0,2040-2059,95.58,96.62,97.52
Qatar,SSP3-7.0,2080-2099,97.91,99.66,101.76
Réunion,SSP3-7.0,1986-2005,67.02,67.11,67.53
Réunion,SSP3-7.0,2020-2039,67.35,68.27,68.66
Réunion,SSP3-7.0,2040-2059,68.55,69.04,69.47
Réunion,SSP3-7.0,2080-2099,69.85,70.87,71.67
Romania,SSP3-7.0,1986-2005,66.85,67.61,68.19
Romania,SSP3-7.0,2020-2039,69.41,70.81,72.38
Romania,SSP3-7.0,2040-2059,71.19,72.68,74.24
Romania,SSP3-7.0,2080-2099,73.40,76.65,80.52
Russian Federation,SSP3-7.0,1986-2005,61.04,62.06,62.57
Russian Federation,SSP3-7.0,2020-2039,63.86,64.95,66.17
Russian Federation,SSP3-7.0,2040-2059,65.30,66.33,67.88
Russian Federation,SSP3-7.0,2080-2099,67.89,70.78,72.43
Rwanda,SSP3-7.0,1986-2005,66.33,66.64,66.87
Rwanda,SSP3-7.0,2020-2039,67.84,68.32,68.77
Rwanda,SSP3-7.0,2040-2059,68.66,69.62,70.25
Rwanda,SSP3-7.0,2080-2099,70.56,72.71,73.97
Saudi Arabia,SSP3-7.0,1986-2005,89.57,90.02,90.27
Saudi Arabia,SSP3-7.0,2020-2039,91.63,92.55,93.67
Saudi Arabia,SSP3-7.0,2040-2059,93.19,94.35,95.31
Saudi Arabia,SSP3-7.0,2080-2099,95.90,98.14,99.89
Sudan,SSP3-7.0,1986-2005,84.91,85.28,85.69
Sudan,SSP3-7.0,2020-2039,86.08,87.01,87.67
Sudan,SSP3-7.0,2040-2059,87.04,88.38,89.22
Sudan,SSP3-7.0,2080-2099,89.14,91.14,92.56
Senegal,SSP3-7.0,1986-2005,83.48,83.72,83.96
Senegal,SSP3-7.0,2020-2039,84.69,85.04,85.38
Senegal,SSP3-7.0,2040-2059,85.36,85.98,86.81
Senegal,SSP3-7.0,2080-2099,86.97,88.43,89.87
Singapore,SSP3-7.0,1986-2005,80.68,80.88,80.98
Singapore,SSP3-7.0,2020-2039,81.65,81.98,82.23
Singapore,SSP3-7.0,2040-2059,82.49,82.91,83.52
Singapore,SSP3-7.0,2080-2099,83.73,84.99,86.47
South Georgia and the South Sandwich Islands,SSP3-7.0,1986-2005,24.73,25.43,26.15
South Georgia and the South Sandwich Islands,SSP3-7.0,2020-2039,25.82,26.36,27.34
South Georgia and the South Sandwich Islands,SSP3-7.0,2040-2059,25.16,26.92,27.70
South Georgia and the South Sandwich Islands,SSP3-7.0,2080-2099,26.94,28.35,30.28
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,1986-2005,65.95,66.19,66.48
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2020-2039,66.87,67.22,67.59
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2040-2059,67.35,68.05,68.57
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2080-2099,68.76,69.80,70.58
Solomon Islands,SSP3-7.0,1986-2005,78.58,78.85,79.12
Solomon Islands,SSP3-7.0,2020-2039,79.64,80.04,80.28
Solomon Islands,SSP3-7.0,2040-2059,80.46,80.85,81.44
Solomon Islands,SSP3-7.0,2080-2099,81.83,82.88,83.88
Sierra Leone,SSP3-7.0,1986-2005,76.60,76.82,76.97
Sierra Leone,SSP3-7.0,2020-2039,77.72,78.17,78.64
Sierra Leone,SSP3-7.0,2040-2059,78.57,79.33,79.72
Sierra Leone,SSP3-7.0,2080-2099,80.11,81.51,82.21
El Salvador,SSP3-7.0,1986-2005,78.28,78.68,79.21
El Salvador,SSP3-7.0,2020-2039,79.97,80.45,81.26
El Salvador,SSP3-7.0,2040-2059,80.79,82.00,82.81
El Salvador,SSP3-7.0,2080-2099,82.83,85.25,87.27
San Marino,SSP3-7.0,1986-2005,70.21,71.00,71.49
San Marino,SSP3-7.0,2020-2039,72.67,74.09,75.87
San Marino,SSP3-7.0,2040-2059,74.58,75.93,78.33
San Marino,SSP3-7.0,2080-2099,77.28,80.03,84.85
Somalia,SSP3-7.0,1986-2005,80.40,80.58,80.71
Somalia,SSP3-7.0,2020-2039,81.33,81.94,82.63
Somalia,SSP3-7.0,2040-2059,82.32,82.89,83.54
Somalia,SSP3-7.0,2080-2099,83.95,85.22,87.17
Saint Pierre and Miquelon,SSP3-7.0,1986-2005,54.20,54.56,55.33
Saint Pierre and Miquelon,SSP3-7.0,2020-2039,55.82,57.29,59.14
Saint Pierre and Miquelon,SSP3-7.0,2040-2059,57.63,58.72,60.21
Saint Pierre and Miquelon,SSP3-7.0,2080-2099,58.56,62.23,65.84
Serbia,SSP3-7.0,1986-2005,68.18,68.85,69.09
Serbia,SSP3-7.0,2020-2039,70.55,71.65,74.04
Serbia,SSP3-7.0,2040-2059,72.45,73.77,75.64
Serbia,SSP3-7.0,2080-2099,74.55,78.34,82.95
South Sudan,SSP3-7.0,1986-2005,78.49,78.86,79.39
South Sudan,SSP3-7.0,2020-2039,79.79,80.27,80.95
South Sudan,SSP3-7.0,2040-2059,80.50,81.36,82.29
South Sudan,SSP3-7.0,2080-2099,82.23,83.75,85.21
Sao Tome and Principe,SSP3-7.0,1986-2005,75.95,76.13,76.35
Sao Tome and Principe,SSP3-7.0,2020-2039,76.93,77.46,77.78
Sao Tome and Principe,SSP3-7.0,2040-2059,77.66,78.43,79.01
Sao Tome and Principe,SSP3-7.0,2080-2099,79.22,80.69,81.85
Suriname,SSP3-7.0,1986-2005,79.22,79.54,79.88
Suriname,SSP3-7.0,2020-2039,80.57,81.17,81.79
Suriname,SSP3-7.0,2040-2059,81.50,82.09,83.22
Suriname,SSP3-7.0,2080-2099,83.20,84.88,86.64
Slovakia,SSP3-7.0,1986-2005,63.68,63.98,64.85
Slovakia,SSP3-7.0,2020-2039,65.70,67.09,68.30
Slovakia,SSP3-7.0,2040-2059,67.40,68.60,69.58
Slovakia,SSP3-7.0,2080-2099,69.49,72.15,75.88
Slovenia,SSP3-7.0,1986-2005,65.59,66.15,66.59
Slovenia,SSP3-7.0,2020-2039,67.62,69.05,70.56
Slovenia,SSP3-7.0,2040-2059,69.74,70.66,72.18
Slovenia,SSP3-7.0,2080-2099,71.86,74.97,78.43
Sweden,SSP3-7.0,1986-2005,57.66,58.31,59.16
Sweden,SSP3-7.0,2020-2039,59.57,60.59,61.97
Sweden,SSP3-7.0,2040-2059,60.62,61.84,63.84
Sweden,SSP3-7.0,2080-2099,62.70,64.79,67.44
Eswatini,SSP3-7.0,1986-2005,60.63,61.04,61.65
Eswatini,SSP3-7.0,2020-2039,61.78,62.73,63.65
Eswatini,SSP3-7.0,2040-2059,62.95,64.07,65.01
Eswatini,SSP3-7.0,2080-2099,64.48,67.08,68.34
Sint Maarten (Dutch part),SSP3-7.0,1986-2005,80.12,80.42,80.68
Sint Maarten (Dutch part),SSP3-7.0,2020-2039,81.19,81.76,82.14
Sint Maarten (Dutch part),SSP3-7.0,2040-2059,81.81,82.80,83.20
Sint Maarten (Dutch part),SSP3-7.0,2080-2099,83.06,84.41,85.94
Seychelles,SSP3-7.0,1986-2005,77.12,77.27,77.44
Seychelles,SSP3-7.0,2020-2039,77.82,78.49,78.87
Seychelles,SSP3-7.0,2040-2059,78.89,79.36,79.89
Seychelles,SSP3-7.0,2080-2099,80.33,81.48,82.41
Syrian Arab Republic,SSP3-7.0,1986-2005,81.21,81.69,82.17
Syrian Arab Republic,SSP3-7.0,2020-2039,83.43,84.51,85.85
Syrian Arab Republic,SSP3-7.0,2040-2059,85.30,86.25,87.27
Syrian Arab Republic,SSP3-7.0,2080-2099,87.97,89.78,92.03
Turks and Caicos Islands,SSP3-7.0,1986-2005,80.66,80.97,81.25
Turks and Caicos Islands,SSP3-7.0,2020-2039,81.82,82.30,82.76
Turks and Caicos Islands,SSP3-7.0,2040-2059,82.61,83.20,83.74
Turks and Caicos Islands,SSP3-7.0,2080-2099,83.72,85.20,86.63
Chad,SSP3-7.0,1986-2005,83.19,83.60,83.87
Chad,SSP3-7.0,2020-2039,84.23,85.02,85.63
Chad,SSP3-7.0,2040-2059,85.26,86.50,86.82
Chad,SSP3-7.0,2080-2099,87.12,89.27,90.25
Togo,SSP3-7.0,1986-2005,77.87,78.22,78.48
Togo,SSP3-7.0,2020-2039,78.98,79.47,79.84
Togo,SSP3-7.0,2040-2059,79.65,80.33,81.09
Togo,SSP3-7.0,2080-2099,81.41,82.87,84.33
Thailand,SSP3-7.0,1986-2005,82.11,82.45,82.63
Thailand,SSP3-7.0,2020-2039,83.03,83.78,84.23
Thailand,SSP3-7.0,2040-2059,83.55,84.67,85.83
Thailand,SSP3-7.0,2080-2099,85.13,87.19,88.88
Tajikistan,SSP3-7.0,1986-2005,62.87,63.39,64.39
Tajikistan,SSP3-7.0,2020-2039,65.50,66.10,67.32
Tajikistan,SSP3-7.0,2040-2059,65.47,67.91,69.48
Tajikistan,SSP3-7.0,2080-2099,68.59,71.65,74.68
Tokelau,SSP3-7.0,1986-2005,80.17,80.47,80.61
Tokelau,SSP3-7.0,2020-2039,81.28,81.68,82.04
Tokelau,SSP3-7.0,2040-2059,81.92,82.36,82.90
Tokelau,SSP3-7.0,2080-2099,83.21,84.26,85.40
Turkmenistan,SSP3-7.0,1986-2005,82.48,83.06,83.59
Turkmenistan,SSP3-7.0,2020-2039,85.17,86.27,86.76
Turkmenistan,SSP3-7.0,2040-2059,86.74,87.92,89.13
Turkmenistan,SSP3-7.0,2080-2099,89.95,92.38,94.50
Timor-Leste,SSP3-7.0,1986-2005,74.28,74.77,74.97
Timor-Leste,SSP3-7.0,2020-2039,75.53,76.10,76.47
Timor-Leste,SSP3-7.0,2040-2059,76.24,76.91,77.67
Timor-Leste,SSP3-7.0,2080-2099,77.59,78.85,80.58
Tonga,SSP3-7.0,1986-2005,74.24,74.64,74.84
Tonga,SSP3-7.0,2020-2039,74.86,75.54,75.83
Tonga,SSP3-7.0,2040-2059,75.43,76.06,76.61
Tonga,SSP3-7.0,2080-2099,76.93,77.66,79.01
Trinidad and Tobago,SSP3-7.0,1986-2005,79.27,79.62,79.85
Trinidad and Tobago,SSP3-7.0,2020-2039,80.49,81.05,81.54
Trinidad and Tobago,SSP3-7.0,2040-2059,81.34,81.96,82.56
Trinidad and Tobago,SSP3-7.0,2080-2099,82.77,84.17,85.13
Tunisia,SSP3-7.0,1986-2005,80.35,80.67,81.11
Tunisia,SSP3-7.0,2020-2039,82.66,83.47,84.74
Tunisia,SSP3-7.0,2040-2059,84.02,85.03,86.37
Tunisia,SSP3-7.0,2080-2099,86.96,88.73,91.85
Türkiye,SSP3-7.0,1986-2005,70.27,70.92,71.41
Türkiye,SSP3-7.0,2020-2039,73.01,74.24,75.40
Türkiye,SSP3-7.0,2040-2059,74.76,75.83,76.83
Türkiye,SSP3-7.0,2080-2099,77.59,80.05,82.38
Tuvalu,SSP3-7.0,1986-2005,80.22,80.50,80.69
Tuvalu,SSP3-7.0,2020-2039,81.34,81.71,82.08
Tuvalu,SSP3-7.0,2040-2059,82.04,82.42,82.99
Tuvalu,SSP3-7.0,2080-2099,83.32,84.25,85.38
"Taiwan, Province of China",SSP3-7.0,1986-2005,79.61,79.87,80.10
"Taiwan, Province of China",SSP3-7.0,2020-2039,80.85,81.24,81.70
"Taiwan, Province of China",SSP3-7.0,2040-2059,81.59,82.20,82.80
"Taiwan, Province of China",SSP3-7.0,2080-2099,83.03,84.33,85.57
"Tanzania, United Republic of",SSP3-7.0,1986-2005,70.54,70.82,71.01
"Tanzania, United Republic of",SSP3-7.0,2020-2039,71.57,72.33,72.72
"Tanzania, United Republic of",SSP3-7.0,2040-2059,72.62,73.39,74.03
"Tanzania, United Republic of",SSP3-7.0,2080-2099,74.48,76.47,77.37
Uganda,SSP3-7.0,1986-2005,71.28,71.64,72.17
Uganda,SSP3-7.0,2020-2039,72.80,73.32,73.77
Uganda,SSP3-7.0,2040-2059,73.62,74.63,75.40
Uganda,SSP3-7.0,2080-2099,75.39,77.43,78.58
Ukraine,SSP3-7.0,1986-2005,65.64,66.50,67.54
Ukraine,SSP3-7.0,2020-2039,68.21,69.94,71.33
Ukraine,SSP3-7.0,2040-2059,69.95,71.63,73.19
Ukraine,SSP3-7.0,2080-2099,72.47,75.24,77.92
United States Minor Outlying Islands,SSP3-7.0,1986-2005,79.18,79.55,79.76
United States Minor Outlying Islands,SSP3-7.0,2020-2039,80.51,80.94,81.35
United States Minor Outlying Islands,SSP3-7.0,2040-2059,81.32,81.93,82.39
United States Minor Outlying Islands,SSP3-7.0,2080-2099,82.68,84.06,85.08
Uruguay,SSP3-7.0,1986-2005,53.27,53.96,54.55
Uruguay,SSP3-7.0,2020-2039,54.22,55.01,55.43
Uruguay,SSP3-7.0,2040-2059,55.09,55.64,56.91
Uruguay,SSP3-7.0,2080-2099,56.48,57.64,59.04
United States,SSP3-7.0,1986-2005,72.82,73.03,73.61
United States,SSP3-7.0,2020-2039,74.88,75.67,76.23
United States,SSP3-7.0,2040-2059,75.94,77.08,77.99
United States,SSP3-7.0,2080-2099,79.17,80.58,82.89
Uzbekistan,SSP3-7.0,1986-2005,77.42,77.82,78.58
Uzbekistan,SSP3-7.0,2020-2039,79.98,80.80,81.60
Uzbekistan,SSP3-7.0,2040-2059,80.88,82.55,83.70
Uzbekistan,SSP3-7.0,2080-2099,84.06,86.64,88.99
Holy See (Vatican City State),SSP3-7.0,1986-2005,72.81,73.71,74.25
Holy See (Vatican City State),SSP3-7.0,2020-2039,75.63,76.56,78.34
Holy See (Vatican City State),SSP3-7.0,2040-2059,77.06,78.14,79.83
Holy See (Vatican City State),SSP3-7.0,2080-2099,79.23,82.10,85.16
Saint Vincent and the Grenadines,SSP3-7.0,1986-2005,79.74,79.99,80.30
Saint Vincent and the Grenadines,SSP3-7.0,2020-2039,80.86,81.39,81.73
Saint Vincent and the Grenadines,SSP3-7.0,2040-2059,81.45,82.21,82.81
Saint Vincent and the Grenadines,SSP3-7.0,2080-2099,82.93,84.21,85.40
"Venezuela, Bolivarian Republic of",SSP3-7.0,1986-2005,77.51,77.83,78.02
"Venezuela, Bolivarian Republic of",SSP3-7.0,2020-2039,78.91,79.45,79.88
"Venezuela, Bolivarian Republic of",SSP3-7.0,2040-2059,79.84,80.67,81.40
"Venezuela, Bolivarian Republic of",SSP3-7.0,2080-2099,81.71,83.29,84.96
"Virgin Islands, British",SSP3-7.0,1986-2005,80.19,80.48,80.74
"Virgin Islands, British",SSP3-7.0,2020-2039,81.23,81.83,82.20
"Virgin Islands, British",SSP3-7.0,2040-2059,81.85,82.84,83.23
"Virgin Islands, British",SSP3-7.0,2080-2099,83.12,84.52,86.01
"Virgin Islands, U.S.",SSP3-7.0,1986-2005,80.30,80.59,80.83
"Virgin Islands, U.S.",SSP3-7.0,2020-2039,81.32,81.93,82.28
"Virgin Islands, U.S.",SSP3-7.0,2040-2059,81.96,82.94,83.33
"Virgin Islands, U.S.",SSP3-7.0,2080-2099,83.13,84.61,86.09
Viet Nam,SSP3-7.0,1986-2005,81.17,81.50,81.73
Viet Nam,SSP3-7.0,2020-2039,81.94,82.89,83.41
Viet Nam,SSP3-7.0,2040-2059,82.92,83.83,84.86
Viet Nam,SSP3-7.0,2080-2099,84.47,86.29,88.34
Vanuatu,SSP3-7.0,1986-2005,75.39,75.71,76.36
Vanuatu,SSP3-7.0,2020-2039,76.30,76.74,77.09
Vanuatu,SSP3-7.0,2040-2059,76.99,77.49,78.18
Vanuatu,SSP3-7.0,2080-2099,78.29,79.25,80.47
Wallis and Futuna,SSP3-7.0,1986-2005,79.07,79.35,79.51
Wallis and Futuna,SSP3-7.0,2020-2039,80.13,80.32,80.72
Wallis and Futuna,SSP3-7.0,2040-2059,80.57,81.09,81.59
Wallis and Futuna,SSP3-7.0,2080-2099,82.00,82.76,84.15
Samoa,SSP3-7.0,1986-2005,77.75,78.00,78.21
Samoa,SSP3-7.0,2020-2039,78.86,79.06,79.47
Samoa,SSP3-7.0,2040-2059,79.39,79.81,80.34
Samoa,SSP3-7.0,2080-2099,80.62,81.39,82.64
Yemen,SSP3-7.0,1986-2005,80.86,81.22,81.46
Yemen,SSP3-7.0,2020-2039,81.53,82.86,83.45
Yemen,SSP3-7.0,2040-2059,82.36,84.18,84.76
Yemen,SSP3-7.0,2080-2099,84.17,86.44,88.10
South Africa,SSP3-7.0,1986-2005,55.28,55.88,56.34
South Africa,SSP3-7.0,2020-2039,56.77,57.52,58.28
South Africa,SSP3-7.0,2040-2059,57.84,58.97,59.69
South Africa,SSP3-7.0,2080-2099,59.62,62.00,63.50
Zambia,SSP3-7.0,1986-2005,65.79,66.37,66.75
Zambia,SSP3-7.0,2020-2039,67.39,67.85,69.04
Zambia,SSP3-7.0,2040-2059,68.15,69.37,70.97
Zambia,SSP3-7.0,2080-2099,70.42,72.58,74.98
Zimbabwe,SSP3-7.0,1986-2005,61.07,62.00,62.48
Zimbabwe,SSP3-7.0,2020-2039,62.67,63.34,64.79
Zimbabwe,SSP3-7.0,2040-2059,63.74,64.85,66.36
Zimbabwe,SSP3-7.0,2080-2099,65.57,68.23,70.49
Aruba,SSP5-8.5,1986-2005,80.36,80.59,80.69
Aruba,SSP5-8.5,2020-2039,81.74,82.00,82.70
Aruba,SSP5-8.5,2040-2059,82.33,83.25,84.41
Aruba,SSP5-8.5,2080-2099,84.09,86.23,87.47
Afghanistan,SSP5-8.5,1986-2005,72.39,72.82,73.29
Afghanistan,SSP5-8.5,2020-2039,74.37,75.46,76.69
Afghanistan,SSP5-8.5,2040-2059,76.64,77.81,79.53
Afghanistan,SSP5-8.5,2080-2099,80.96,83.07,86.98
Angola,SSP5-8.5,1986-2005,69.99,70.42,70.72
Angola,SSP5-8.5,2020-2039,71.12,71.95,72.72
Angola,SSP5-8.5,2040-2059,71.97,73.32,75.22
Angola,SSP5-8.5,2080-2099,74.94,76.41,80.53
Anguilla,SSP5-8.5,1986-2005,80.06,80.42,80.60
Anguilla,SSP5-8.5,2020-2039,81.21,81.92,82.57
Anguilla,SSP5-8.5,2040-2059,82.25,82.90,84.16
Anguilla,SSP5-8.5,2080-2099,83.90,85.20,87.48
Åland Islands,SSP5-8.5,1986-2005,56.89,58.21,59.14
Åland Islands,SSP5-8.5,2020-2039,59.37,61.33,63.22
Åland Islands,SSP5-8.5,2040-2059,61.11,62.65,66.38
Åland Islands,SSP5-8.5,2080-2099,63.96,66.46,72.10
Albania,SSP5-8.5,1986-2005,69.54,70.25,70.59
Albania,SSP5-8.5,2020-2039,72.40,73.86,75.42
Albania,SSP5-8.5,2040-2059,74.70,76.66,78.81
Albania,SSP5-8.5,2080-2099,78.45,82.86,86.24
Andorra,SSP5-8.5,1986-2005,56.88,57.56,58.15
Andorra,SSP5-8.5,2020-2039,59.88,60.90,63.35
Andorra,SSP5-8.5,2040-2059,61.60,63.62,66.51
Andorra,SSP5-8.5,2080-2099,65.99,70.29,74.82
United Arab Emirates,SSP5-8.5,1986-2005,93.86,94.33,94.55
United Arab Emirates,SSP5-8.5,2020-2039,95.54,96.65,98.00
United Arab Emirates,SSP5-8.5,2040-2059,96.89,98.62,100.38
United Arab Emirates,SSP5-8.5,2080-2099,100.63,102.85,105.97
Argentina,SSP5-8.5,1986-2005,50.06,51.02,51.53
Argentina,SSP5-8.5,2020-2039,51.39,52.38,53.35
Argentina,SSP5-8.5,2040-2059,52.27,53.25,54.56
Argentina,SSP5-8.5,2080-2099,54.29,56.37,58.13
Armenia,SSP5-8.5,1986-2005,63.43,64.14,64.49
Armenia,SSP5-8.5,2020-2039,65.40,67.87,68.98
Armenia,SSP5-8.5,2040-2059,67.59,70.41,72.46
Armenia,SSP5-8.5,2080-2099,72.62,76.80,80.81
American Samoa,SSP5-8.5,1986-2005,79.01,79.33,79.55
American Samoa,SSP5-8.5,2020-2039,80.11,80.49,81.01
American Samoa,SSP5-8.5,2040-2059,80.98,81.45,82.08
American Samoa,SSP5-8.5,2080-2099,82.55,83.55,85.00
Antarctica,SSP5-8.5,1986-2005,-44.77,-43.35,-42.80
Antarctica,SSP5-8.5,2020-2039,-43.27,-41.82,-34.86
Antarctica,SSP5-8.5,2040-2059,-41.99,-40.48,-33.04
Antarctica,SSP5-8.5,2080-2099,-39.27,-35.82,-31.18
French Southern Territories,SSP5-8.5,1986-2005,50.23,50.44,50.61
French Southern Territories,SSP5-8.5,2020-2039,50.94,51.45,52.09
French Southern Territories,SSP5-8.5,2040-2059,51.70,52.25,53.10
French Southern Territories,SSP5-8.5,2080-2099,53.19,54.66,56.11
Antigua and Barbuda,SSP5-8.5,1986-2005,80.08,80.38,80.62
Antigua and Barbuda,SSP5-8.5,2020-2039,81.22,81.82,82.53
Antigua and Barbuda,SSP5-8.5,2040-2059,82.20,82.82,84.03
Antigua and Barbuda,SSP5-8.5,2080-2099,83.73,85.01,87.19
Australia,SSP5-8.5,1986-2005,54.69,54.86,55.03
Australia,SSP5-8.5,2020-2039,55.47,56.02,56.47
Australia,SSP5-8.5,2040-2059,56.43,57.06,58.28
Australia,SSP5-8.5,2080-2099,58.62,59.68,62.03
Austria,SSP5-8.5,1986-2005,59.92,60.60,61.13
Austria,SSP5-8.5,2020-2039,62.54,63.88,65.50
Austria,SSP5-8.5,2040-2059,64.20,65.96,68.31
Austria,SSP5-8.5,2080-2099,67.88,71.79,75.71
Azerbaijan,SSP5-8.5,1986-2005,71.61,72.20,72.50
Azerbaijan,SSP5-8.5,2020-2039,73.54,75.70,76.85
Azerbaijan,SSP5-8.5,2040-2059,75.45,78.22,79.68
Azerbaijan,SSP5-8.5,2080-2099,80.49,83.94,88.21
Burundi,SSP5-8.5,1986-2005,68.81,69.16,69.59
Burundi,SSP5-8.5,2020-2039,69.96,70.92,71.88
Burundi,SSP5-8.5,2040-2059,70.17,72.36,74.71
Burundi,SSP5-8.5,2080-2099,72.36,76.31,80.02
Belgium,SSP5-8.5,1986-2005,61.48,62.00,62.67
Belgium,SSP5-8.5,2020-2039,63.28,64.68,66.23
Belgium,SSP5-8.5,2040-2059,64.69,66.55,68.79
Belgium,SSP5-8.5,2080-2099,68.15,70.86,74.96
Benin,SSP5-8.5,1986-2005,78.35,78.53,78.82
Benin,SSP5-8.5,2020-2039,79.27,79.88,80.77
Benin,SSP5-8.5,2040-2059,80.36,80.95,83.16
Benin,SSP5-8.5,2080-2099,82.44,84.25,88.31
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,1986-2005,80.19,80.43,80.54
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2020-2039,81.64,81.83,82.39
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2040-2059,82.20,83.04,84.00
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2080-2099,84.17,85.72,87.53
Burkina Faso,SSP5-8.5,1986-2005,81.82,82.09,82.61
Burkina Faso,SSP5-8.5,2020-2039,82.33,83.46,84.39
Burkina Faso,SSP5-8.5,2040-2059,83.71,84.78,87.18
Burkina Faso,SSP5-8.5,2080-2099,85.66,88.42,93.01
Bangladesh,SSP5-8.5,1986-2005,83.11,83.67,84.05
Bangladesh,SSP5-8.5,2020-2039,82.94,84.62,85.61
Bangladesh,SSP5-8.5,2040-2059,84.10,85.76,87.34
Bangladesh,SSP5-8.5,2080-2099,86.57,89.12,91.22
Bulgaria,SSP5-8.5,1986-2005,69.05,69.96,70.49
Bulgaria,SSP5-8.5,2020-2039,72.45,73.48,75.58
Bulgaria,SSP5-8.5,2040-2059,74.42,76.02,78.87
Bulgaria,SSP5-8.5,2080-2099,77.71,82.12,85.64
Bahrain,SSP5-8.5,1986-2005,90.64,91.02,91.31
Bahrain,SSP5-8.5,2020-2039,92.11,93.74,94.82
Bahrain,SSP5-8.5,2040-2059,93.87,95.97,97.38
Bahrain,SSP5-8.5,2080-2099,97.18,101.04,104.65
Bahamas,SSP5-8.5,1986-2005,80.60,81.04,81.18
Bahamas,SSP5-8.5,2020-2039,82.14,82.58,83.20
Bahamas,SSP5-8.5,2040-2059,82.91,83.68,84.92
Bahamas,SSP5-8.5,2080-2099,85.15,86.71,88.75
Bosnia and Herzegovina,SSP5-8.5,1986-2005,66.08,66.62,67.31
Bosnia and Herzegovina,SSP5-8.5,2020-2039,68.67,70.26,72.35
