name,ssp_range,year_range,p0.05,p0.50,p0.95
Sint Maarten (Dutch part),SSP2-4.5,1986-2005,76.52,76.77,76.92
Sint Maarten (Dutch part),SSP2-4.5,2020-2039,77.69,78.16,78.52
Sint Maarten (Dutch part),SSP2-4.5,2040-2059,78.29,78.74,79.26
Sint Maarten (Dutch part),SSP2-4.5,2080-2099,78.69,79.58,80.67
Seychelles,SSP2-4.5,1986-2005,79.37,79.60,79.75
Seychelles,SSP2-4.5,2020-2039,80.62,80.84,81.21
Seychelles,SSP2-4.5,2040-2059,81.19,81.53,81.91
Seychelles,SSP2-4.5,2080-2099,81.63,82.25,83.34
Syrian Arab Republic,SSP2-4.5,1986-2005,46.33,47.62,48.13
Syrian Arab Republic,SSP2-4.5,2020-2039,48.93,49.86,50.63
Syrian Arab Republic,SSP2-4.5,2040-2059,49.60,50.21,51.22
Syrian Arab Republic,SSP2-4.5,2080-2099,50.03,51.64,53.71
Turks and Caicos Islands,SSP2-4.5,1986-2005,75.46,75.80,75.98
Turks and Caicos Islands,SSP2-4.5,2020-2039,76.66,77.09,77.48
Turks and Caicos Islands,SSP2-4.5,2040-2059,77.11,77.69,78.29
Turks and Caicos Islands,SSP2-4.5,2080-2099,77.78,78.69,79.82
Chad,SSP2-4.5,1986-2005,74.74,75.80,76.31
Chad,SSP2-4.5,2020-2039,76.58,77.22,77.83
Chad,SSP2-4.5,2040-2059,76.97,77.90,79.55
Chad,SSP2-4.5,2080-2099,78.17,79.54,81.22
Togo,SSP2-4.5,1986-2005,80.78,81.34,82.28
Togo,SSP2-4.5,2020-2039,81.49,82.94,83.43
Togo,SSP2-4.5,2040-2059,82.26,83.80,84.85
Togo,SSP2-4.5,2080-2099,82.99,85.07,86.16
Thailand,SSP2-4.5,1986-2005,76.62,76.97,77.43
Thailand,SSP2-4.5,2020-2039,77.15,78.30,78.90
Thailand,SSP2-4.5,2040-2059,78.12,79.21,80.08
Thailand,SSP2-4.5,2080-2099,78.37,80.35,81.47
Tajikistan,SSP2-4.5,1986-2005,21.34,21.84,22.76
Tajikistan,SSP2-4.5,2020-2039,23.54,24.57,26.05
Tajikistan,SSP2-4.5,2040-2059,24.53,25.44,27.37
Tajikistan,SSP2-4.5,2080-2099,25.39,27.69,30.76
Tokelau,SSP2-4.5,1986-2005,80.31,80.68,80.76
Tokelau,SSP2-4.5,2020-2039,81.31,81.66,82.11
Tokelau,SSP2-4.5,2040-2059,81.92,82.29,83.02
Tokelau,SSP2-4.5,2080-2099,82.36,83.08,83.86
Turkmenistan,SSP2-4.5,1986-2005,35.64,36.81,37.32
Turkmenistan,SSP2-4.5,2020-2039,37.21,38.72,39.87
Turkmenistan,SSP2-4.5,2040-2059,38.21,39.19,41.38
Turkmenistan,SSP2-4.5,2080-2099,39.06,41.10,43.88
Timor-Leste,SSP2-4.5,1986-2005,77.83,78.15,78.26
Timor-Leste,SSP2-4.5,2020-2039,79.16,79.33,79.75
Timor-Leste,SSP2-4.5,2040-2059,79.62,80.02,80.50
Timor-Leste,SSP2-4.5,2080-2099,80.20,80.84,81.74
Tonga,SSP2-4.5,1986-2005,78.75,78.87,79.18
Tonga,SSP2-4.5,2020-2039,79.73,79.90,80.25
Tonga,SSP2-4.5,2040-2059,79.99,80.46,81.15
Tonga,SSP2-4.5,2080-2099,80.40,81.05,82.35
Trinidad and Tobago,SSP2-4.5,1986-2005,77.93,78.13,78.36
Trinidad and Tobago,SSP2-4.5,2020-2039,78.96,79.43,79.83
Trinidad and Tobago,SSP2-4.5,2040-2059,79.63,80.12,80.83
Trinidad and Tobago,SSP2-4.5,2080-2099,79.88,81.01,81.84
Tunisia,SSP2-4.5,1986-2005,52.44,52.83,53.67
Tunisia,SSP2-4.5,2020-2039,54.05,55.06,55.86
Tunisia,SSP2-4.5,2040-2059,54.55,55.70,56.85
Tunisia,SSP2-4.5,2080-2099,55.34,56.52,58.60
Türkiye,SSP2-4.5,1986-2005,33.51,35.27,36.14
Türkiye,SSP2-4.5,2020-2039,36.83,37.95,38.88
Türkiye,SSP2-4.5,2040-2059,37.62,38.32,39.46
Türkiye,SSP2-4.5,2080-2099,37.93,39.63,42.56
Tuvalu,SSP2-4.5,1986-2005,80.57,80.91,81.01
Tuvalu,SSP2-4.5,2020-2039,81.60,81.90,82.34
Tuvalu,SSP2-4.5,2040-2059,82.16,82.54,83.25
Tuvalu,SSP2-4.5,2080-2099,82.68,83.41,84.08
"Taiwan, Province of China",SSP2-4.5,1986-2005,61.49,61.98,62.62
"Taiwan, Province of China",SSP2-4.5,2020-2039,63.27,63.52,64.36
"Taiwan, Province of China",SSP2-4.5,2040-2059,63.67,64.60,65.74
"Taiwan, Province of China",SSP2-4.5,2080-2099,64.24,65.26,66.74
"Tanzania, United Republic of",SSP2-4.5,1986-2005,74.54,74.91,75.14
"Tanzania, United Republic of",SSP2-4.5,2020-2039,75.94,76.27,76.68
"Tanzania, United Republic of",SSP2-4.5,2040-2059,76.42,77.00,77.56
"Tanzania, United Republic of",SSP2-4.5,2080-2099,77.06,77.87,78.89
Uganda,SSP2-4.5,1986-2005,74.31,74.66,75.24
Uganda,SSP2-4.5,2020-2039,75.32,75.84,76.61
Uganda,SSP2-4.5,2040-2059,75.71,76.64,77.68
Uganda,SSP2-4.5,2080-2099,76.64,77.75,79.32
Ukraine,SSP2-4.5,1986-2005,24.11,25.80,27.05
Ukraine,SSP2-4.5,2020-2039,27.25,29.24,31.56
Ukraine,SSP2-4.5,2040-2059,27.95,30.23,32.30
Ukraine,SSP2-4.5,2080-2099,29.35,31.62,35.02
United States Minor Outlying Islands,SSP2-4.5,1986-2005,76.54,76.82,77.02
United States Minor Outlying Islands,SSP2-4.5,2020-2039,77.68,78.03,78.40
United States Minor Outlying Islands,SSP2-4.5,2040-2059,78.34,78.70,79.64
United States Minor Outlying Islands,SSP2-4.5,2080-2099,78.85,79.57,80.61
Uruguay,SSP2-4.5,1986-2005,72.81,73.39,73.75
Uruguay,SSP2-4.5,2020-2039,73.20,74.44,75.44
Uruguay,SSP2-4.5,2040-2059,74.01,74.94,75.89
Uruguay,SSP2-4.5,2080-2099,75.17,76.02,78.02
United States,SSP2-4.5,1986-2005,35.13,35.72,36.25
United States,SSP2-4.5,2020-2039,37.87,38.61,39.43
United States,SSP2-4.5,2040-2059,38.22,39.84,41.24
United States,SSP2-4.5,2080-2099,39.71,41.51,43.02
Uzbekistan,SSP2-4.5,1986-2005,31.61,32.49,33.29
Uzbekistan,SSP2-4.5,2020-2039,33.46,35.08,36.24
Uzbekistan,SSP2-4.5,2040-2059,34.58,35.62,37.80
Uzbekistan,SSP2-4.5,2080-2099,35.48,37.49,40.39
Holy See (Vatican City State),SSP2-4.5,1986-2005,47.07,47.79,48.58
Holy See (Vatican City State),SSP2-4.5,2020-2039,48.83,49.85,51.02
Holy See (Vatican City State),SSP2-4.5,2040-2059,49.60,50.52,51.52
Holy See (Vatican City State),SSP2-4.5,2080-2099,50.01,51.58,53.31
Saint Vincent and the Grenadines,SSP2-4.5,1986-2005,77.74,78.00,78.21
Saint Vincent and the Grenadines,SSP2-4.5,2020-2039,78.89,79.32,79.78
Saint Vincent and the Grenadines,SSP2-4.5,2040-2059,79.56,79.92,80.42
Saint Vincent and the Grenadines,SSP2-4.5,2080-2099,79.87,80.83,81.65
"Venezuela, Bolivarian Republic of",SSP2-4.5,1986-2005,76.86,77.29,77.58
"Venezuela, Bolivarian Republic of",SSP2-4.5,2020-2039,78.42,78.91,79.58
"Venezuela, Bolivarian Republic of",SSP2-4.5,2040-2059,79.14,79.80,80.60
"Venezuela, Bolivarian Republic of",SSP2-4.5,2080-2099,79.80,80.90,82.47
"Virgin Islands, British",SSP2-4.5,1986-2005,76.53,76.76,76.92
"Virgin Islands, British",SSP2-4.5,2020-2039,77.67,78.18,78.52
"Virgin Islands, British",SSP2-4.5,2040-2059,78.30,78.78,79.28
"Virgin Islands, British",SSP2-4.5,2080-2099,78.68,79.59,80.69
"Virgin Islands, U.S.",SSP2-4.5,1986-2005,76.69,76.94,77.09
"Virgin Islands, U.S.",SSP2-4.5,2020-2039,77.86,78.35,78.71
"Virgin Islands, U.S.",SSP2-4.5,2040-2059,78.54,78.93,79.47
"Virgin Islands, U.S.",SSP2-4.5,2080-2099,78.86,79.77,80.85
Viet Nam,SSP2-4.5,1986-2005,69.09,69.41,69.87
Viet Nam,SSP2-4.5,2020-2039,70.25,71.05,71.46
Viet Nam,SSP2-4.5,2040-2059,70.96,71.92,72.36
Viet Nam,SSP2-4.5,2080-2099,71.74,72.85,74.08
Vanuatu,SSP2-4.5,1986-2005,79.38,79.57,79.75
Vanuatu,SSP2-4.5,2020-2039,80.40,80.65,80.80
Vanuatu,SSP2-4.5,2040-2059,80.89,81.15,81.70
Vanuatu,SSP2-4.5,2080-2099,81.31,81.88,82.91
Wallis and Futuna,SSP2-4.5,1986-2005,80.21,80.45,80.69
Wallis and Futuna,SSP2-4.5,2020-2039,81.31,81.47,81.75
Wallis and Futuna,SSP2-4.5,2040-2059,81.63,82.04,82.48
Wallis and Futuna,SSP2-4.5,2080-2099,82.09,82.91,83.81
Samoa,SSP2-4.5,1986-2005,78.81,79.06,79.28
Samoa,SSP2-4.5,2020-2039,79.87,80.09,80.35
Samoa,SSP2-4.5,2040-2059,80.28,80.66,81.12
Samoa,SSP2-4.5,2080-2099,80.67,81.44,82.41
Yemen,SSP2-4.5,1986-2005,66.39,67.17,67.52
Yemen,SSP2-4.5,2020-2039,68.46,68.85,69.98
Yemen,SSP2-4.5,2040-2059,69.17,69.77,71.22
Yemen,SSP2-4.5,2080-2099,69.95,70.91,72.63
South Africa,SSP2-4.5,1986-2005,71.64,72.05,72.19
South Africa,SSP2-4.5,2020-2039,72.99,73.44,73.98
South Africa,SSP2-4.5,2040-2059,73.49,74.21,75.49
South Africa,SSP2-4.5,2080-2099,74.37,75.47,76.67
Zambia,SSP2-4.5,1986-2005,72.09,72.35,72.68
Zambia,SSP2-4.5,2020-2039,73.60,73.81,74.23
Zambia,SSP2-4.5,2040-2059,74.09,74.65,75.31
Zambia,SSP2-4.5,2080-2099,74.66,75.74,76.69
Zimbabwe,SSP2-4.5,1986-2005,73.12,73.49,73.89
Zimbabwe,SSP2-4.5,2020-2039,74.48,74.84,75.55
Zimbabwe,SSP2-4.5,2040-2059,75.12,75.90,76.92
Zimbabwe,SSP2-4.5,2080-2099,75.92,77.02,78.46
Aruba,SSP3-7.0,1986-2005,77.92,78.21,78.36
Aruba,SSP3-7.0,2020-2039,79.21,79.54,80.14
Aruba,SSP3-7.0,2040-2059,79.86,80.56,80.98
Aruba,SSP3-7.0,2080-2099,81.43,82.55,83.50
Afghanistan,SSP3-7.0,1986-2005,29.82,30.67,31.42
Afghanistan,SSP3-7.0,2020-2039,31.80,32.94,34.43
Afghanistan,SSP3-7.0,2040-2059,33.71,34.86,36.82
Afghanistan,SSP3-7.0,2080-2099,36.71,38.89,43.38
Angola,SSP3-7.0,1986-2005,73.52,73.93,74.11
Angola,SSP3-7.0,2020-2039,74.85,75.39,75.98
Angola,SSP3-7.0,2040-2059,75.59,76.51,77.41
Angola,SSP3-7.0,2080-2099,77.34,78.98,80.61
Anguilla,SSP3-7.0,1986-2005,76.53,76.68,76.82
Anguilla,SSP3-7.0,2020-2039,77.49,77.98,78.42
Anguilla,SSP3-7.0,2040-2059,78.19,79.06,79.64
Anguilla,SSP3-7.0,2080-2099,79.61,80.93,82.21
Åland Islands,SSP3-7.0,1986-2005,28.69,30.19,31.97
Åland Islands,SSP3-7.0,2020-2039,32.15,33.29,34.99
Åland Islands,SSP3-7.0,2040-2059,32.32,34.90,36.91
Åland Islands,SSP3-7.0,2080-2099,34.67,38.71,40.89
Albania,SSP3-7.0,1986-2005,39.38,40.18,41.75
Albania,SSP3-7.0,2020-2039,42.07,42.73,43.89
Albania,SSP3-7.0,2040-2059,43.06,43.73,45.35
Albania,SSP3-7.0,2080-2099,44.74,45.95,48.33
Andorra,SSP3-7.0,1986-2005,29.37,30.52,31.06
Andorra,SSP3-7.0,2020-2039,31.42,32.25,33.50
Andorra,SSP3-7.0,2040-2059,32.27,33.16,34.55
Andorra,SSP3-7.0,2080-2099,33.94,35.01,37.76
United Arab Emirates,SSP3-7.0,1986-2005,66.70,67.09,67.83
United Arab Emirates,SSP3-7.0,2020-2039,68.19,69.11,69.71
United Arab Emirates,SSP3-7.0,2040-2059,69.35,70.50,71.53
United Arab Emirates,SSP3-7.0,2080-2099,71.60,73.77,75.67
Argentina,SSP3-7.0,1986-2005,71.10,71.34,71.67
Argentina,SSP3-7.0,2020-2039,72.09,72.87,73.50
Argentina,SSP3-7.0,2040-2059,73.19,73.86,74.52
Argentina,SSP3-7.0,2080-2099,75.00,76.33,77.52
Armenia,SSP3-7.0,1986-2005,22.79,24.65,25.68
Armenia,SSP3-7.0,2020-2039,24.30,26.76,28.14
Armenia,SSP3-7.0,2040-2059,25.02,27.72,30.43
Armenia,SSP3-7.0,2080-2099,29.08,31.15,35.15
American Samoa,SSP3-7.0,1986-2005,79.98,80.26,80.47
American Samoa,SSP3-7.0,2020-2039,80.99,81.37,81.81
American Samoa,SSP3-7.0,2040-2059,81.61,82.03,82.79
American Samoa,SSP3-7.0,2080-2099,82.85,83.75,85.28
Antarctica,SSP3-7.0,1986-2005,-7.55,-6.98,-6.30
Antarctica,SSP3-7.0,2020-2039,-6.37,-5.69,-3.61
Antarctica,SSP3-7.0,2040-2059,-5.35,-4.61,-2.17
Antarctica,SSP3-7.0,2080-2099,-3.80,-2.12,-0.84
French Southern Territories,SSP3-7.0,1986-2005,56.68,56.82,57.03
French Southern Territories,SSP3-7.0,2020-2039,57.45,57.86,58.28
French Southern Territories,SSP3-7.0,2040-2059,57.92,58.51,59.41
French Southern Territories,SSP3-7.0,2080-2099,59.31,60.32,62.02
Antigua and Barbuda,SSP3-7.0,1986-2005,76.72,77.01,77.14
Antigua and Barbuda,SSP3-7.0,2020-2039,77.78,78.27,78.78
Antigua and Barbuda,SSP3-7.0,2040-2059,78.52,79.25,79.97
Antigua and Barbuda,SSP3-7.0,2080-2099,79.91,81.03,82.43
Australia,SSP3-7.0,1986-2005,68.04,68.32,68.58
Australia,SSP3-7.0,2020-2039,69.06,69.54,70.09
Australia,SSP3-7.0,2040-2059,70.01,70.70,71.22
Australia,SSP3-7.0,2080-2099,71.48,72.70,74.14
Austria,SSP3-7.0,1986-2005,26.81,27.94,28.86
Austria,SSP3-7.0,2020-2039,29.14,30.83,32.48
Austria,SSP3-7.0,2040-2059,30.78,32.42,34.21
Austria,SSP3-7.0,2080-2099,32.54,34.66,37.11
Azerbaijan,SSP3-7.0,1986-2005,32.62,34.03,35.18
Azerbaijan,SSP3-7.0,2020-2039,34.20,36.00,38.03
Azerbaijan,SSP3-7.0,2040-2059,35.16,36.94,39.71
Azerbaijan,SSP3-7.0,2080-2099,38.07,39.84,43.87
Burundi,SSP3-7.0,1986-2005,68.99,69.20,69.47
Burundi,SSP3-7.0,2020-2039,70.03,70.62,71.07
Burundi,SSP3-7.0,2040-2059,70.88,71.59,72.44
Burundi,SSP3-7.0,2080-2099,72.44,74.16,75.41
Belgium,SSP3-7.0,1986-2005,36.55,37.73,38.46
Belgium,SSP3-7.0,2020-2039,38.27,39.83,41.39
Belgium,SSP3-7.0,2040-2059,39.23,40.38,42.09
Belgium,SSP3-7.0,2080-2099,40.73,42.84,44.39
Benin,SSP3-7.0,1986-2005,81.11,81.72,82.25
Benin,SSP3-7.0,2020-2039,82.45,83.00,84.07
Benin,SSP3-7.0,2040-2059,83.02,84.48,85.39
Benin,SSP3-7.0,2080-2099,84.78,86.80,89.10
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,1986-2005,77.98,78.26,78.42
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2020-2039,79.25,79.59,80.17
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2040-2059,79.88,80.55,81.03
"Bonaire, Sint Eustatius and Saba",SSP3-7.0,2080-2099,81.38,82.51,83.54
Burkina Faso,SSP3-7.0,1986-2005,78.45,79.33,79.75
Burkina Faso,SSP3-7.0,2020-2039,80.24,81.09,82.20
Burkina Faso,SSP3-7.0,2040-2059,81.23,82.68,83.63
Burkina Faso,SSP3-7.0,2080-2099,83.53,85.60,88.01
Bangladesh,SSP3-7.0,1986-2005,67.26,67.84,68.34
Bangladesh,SSP3-7.0,2020-2039,67.72,68.82,69.51
Bangladesh,SSP3-7.0,2040-2059,68.63,69.88,70.92
Bangladesh,SSP3-7.0,2080-2099,71.94,73.32,74.85
Bulgaria,SSP3-7.0,1986-2005,32.24,33.19,35.09
Bulgaria,SSP3-7.0,2020-2039,35.32,36.22,37.61
Bulgaria,SSP3-7.0,2040-2059,36.25,37.14,39.04
Bulgaria,SSP3-7.0,2080-2099,38.51,39.82,42.85
Bahrain,SSP3-7.0,1986-2005,63.45,64.08,64.59
Bahrain,SSP3-7.0,2020-2039,65.29,66.16,66.77
Bahrain,SSP3-7.0,2040-2059,66.43,67.61,68.57
Bahrain,SSP3-7.0,2080-2099,68.69,70.54,72.56
Bahamas,SSP3-7.0,1986-2005,72.46,73.04,73.43
Bahamas,SSP3-7.0,2020-2039,73.55,74.25,74.70
Bahamas,SSP3-7.0,2040-2059,74.54,75.14,75.68
Bahamas,SSP3-7.0,2080-2099,75.84,77.05,78.27
Bosnia and Herzegovina,SSP3-7.0,1986-2005,32.29,33.01,34.84
Bosnia and Herzegovina,SSP3-7.0,2020-2039,34.82,36.33,37.62
Bosnia and Herzegovina,SSP3-7.0,2040-2059,36.32,37.52,39.14
Bosnia and Herzegovina,SSP3-7.0,2080-2099,38.05,40.40,42.16
Saint Barthélemy,SSP3-7.0,1986-2005,76.55,76.84,76.96
Saint Barthélemy,SSP3-7.0,2020-2039,77.62,78.10,78.58
Saint Barthélemy,SSP3-7.0,2040-2059,78.35,79.15,79.78
Saint Barthélemy,SSP3-7.0,2080-2099,79.75,80.91,82.29
Belarus,SSP3-7.0,1986-2005,22.26,23.45,24.83
Belarus,SSP3-7.0,2020-2039,25.36,26.71,28.88
Belarus,SSP3-7.0,2040-2059,26.51,28.89,30.92
Belarus,SSP3-7.0,2080-2099,29.47,32.93,35.72
Belize,SSP3-7.0,1986-2005,74.22,74.47,74.87
Belize,SSP3-7.0,2020-2039,75.20,75.94,76.28
Belize,SSP3-7.0,2040-2059,76.28,77.12,77.85
Belize,SSP3-7.0,2080-2099,77.79,79.59,80.98
Bermuda,SSP3-7.0,1986-2005,64.43,65.05,65.39
Bermuda,SSP3-7.0,2020-2039,65.38,66.15,66.99
Bermuda,SSP3-7.0,2040-2059,66.21,66.77,67.95
Bermuda,SSP3-7.0,2080-2099,67.49,69.00,70.49
"Bolivia, Plurinational State of",SSP3-7.0,1986-2005,64.46,64.77,64.95
"Bolivia, Plurinational State of",SSP3-7.0,2020-2039,65.99,66.60,67.03
"Bolivia, Plurinational State of",SSP3-7.0,2040-2059,66.92,67.98,68.54
"Bolivia, Plurinational State of",SSP3-7.0,2080-2099,68.73,70.93,71.84
Brazil,SSP3-7.0,1986-2005,78.08,78.45,78.62
Brazil,SSP3-7.0,2020-2039,79.54,79.84,80.30
Brazil,SSP3-7.0,2040-2059,80.36,80.98,81.79
Brazil,SSP3-7.0,2080-2099,81.80,83.59,84.77
Barbados,SSP3-7.0,1986-2005,77.61,77.93,78.13
Barbados,SSP3-7.0,2020-2039,78.81,79.18,79.79
Barbados,SSP3-7.0,2040-2059,79.52,80.08,80.62
Barbados,SSP3-7.0,2080-2099,80.87,81.82,83.19
Brunei Darussalam,SSP3-7.0,1986-2005,78.46,78.67,78.96
Brunei Darussalam,SSP3-7.0,2020-2039,79.64,80.06,80.43
Brunei Darussalam,SSP3-7.0,2040-2059,80.38,80.96,81.75
Brunei Darussalam,SSP3-7.0,2080-2099,81.87,83.01,84.66
Bhutan,SSP3-7.0,1986-2005,41.57,41.98,43.13
Bhutan,SSP3-7.0,2020-2039,42.98,43.86,44.63
Bhutan,SSP3-7.0,2040-2059,44.21,45.12,46.31
Bhutan,SSP3-7.0,2080-2099,46.88,48.33,50.26
Botswana,SSP3-7.0,1986-2005,77.08,77.58,77.99
Botswana,SSP3-7.0,2020-2039,78.14,79.41,80.14
Botswana,SSP3-7.0,2040-2059,79.59,80.58,82.00
Botswana,SSP3-7.0,2080-2099,81.29,83.85,86.10
Central African Republic,SSP3-7.0,1986-2005,79.47,79.96,80.30
Central African Republic,SSP3-7.0,2020-2039,80.10,80.85,82.24
Central African Republic,SSP3-7.0,2040-2059,81.14,81.93,83.94
Central African Republic,SSP3-7.0,2080-2099,82.77,84.47,88.95
Canada,SSP3-7.0,1986-2005,12.91,13.45,14.29
Canada,SSP3-7.0,2020-2039,15.55,16.62,17.80
Canada,SSP3-7.0,2040-2059,16.97,18.68,20.41
Canada,SSP3-7.0,2080-2099,21.10,23.24,26.09
Switzerland,SSP3-7.0,1986-2005,28.92,30.06,30.55
Switzerland,SSP3-7.0,2020-2039,31.17,32.61,34.08
Switzerland,SSP3-7.0,2040-2059,32.52,34.00,35.75
Switzerland,SSP3-7.0,2080-2099,34.10,36.10,38.33
Chile,SSP3-7.0,1986-2005,59.65,59.85,60.06
Chile,SSP3-7.0,2020-2039,60.49,61.39,61.79
Chile,SSP3-7.0,2040-2059,61.57,62.29,63.13
Chile,SSP3-7.0,2080-2099,63.25,64.90,66.14
China,SSP3-7.0,1986-2005,35.06,35.55,36.68
China,SSP3-7.0,2020-2039,36.75,37.41,38.48
China,SSP3-7.0,2040-2059,38.05,39.08,40.39
China,SSP3-7.0,2080-2099,40.71,42.36,43.61
Côte d'Ivoire,SSP3-7.0,1986-2005,79.78,80.29,80.60
Côte d'Ivoire,SSP3-7.0,2020-2039,81.18,81.64,82.71
Côte d'Ivoire,SSP3-7.0,2040-2059,81.88,82.94,84.10
Côte d'Ivoire,SSP3-7.0,2080-2099,83.86,85.50,87.76
Cameroon,SSP3-7.0,1986-2005,76.30,76.77,77.07
Cameroon,SSP3-7.0,2020-2039,77.70,78.17,79.20
Cameroon,SSP3-7.0,2040-2059,78.46,79.66,80.71
Cameroon,SSP3-7.0,2080-2099,80.64,82.69,84.89
"Congo, The Democratic Republic of the",SSP3-7.0,1986-2005,74.91,75.16,75.57
"Congo, The Democratic Republic of the",SSP3-7.0,2020-2039,76.11,76.45,77.20
"Congo, The Democratic Republic of the",SSP3-7.0,2040-2059,76.79,77.32,78.68
"Congo, The Democratic Republic of the",SSP3-7.0,2080-2099,78.35,79.91,81.92
Congo,SSP3-7.0,1986-2005,77.78,77.98,78.41
Congo,SSP3-7.0,2020-2039,78.96,79.23,80.08
Congo,SSP3-7.0,2040-2059,79.62,80.31,81.55
Congo,SSP3-7.0,2080-2099,81.13,82.78,84.80
Cook Islands,SSP3-7.0,1986-2005,78.78,79.10,79.24
Cook Islands,SSP3-7.0,2020-2039,79.80,80.09,80.62
Cook Islands,SSP3-7.0,2040-2059,80.37,80.80,81.56
Cook Islands,SSP3-7.0,2080-2099,81.61,82.39,84.02
Colombia,SSP3-7.0,1986-2005,73.52,73.84,74.07
Colombia,SSP3-7.0,2020-2039,74.78,75.39,76.11
Colombia,SSP3-7.0,2040-2059,75.87,76.73,77.74
Colombia,SSP3-7.0,2080-2099,77.33,79.24,80.91
Comoros,SSP3-7.0,1986-2005,79.78,80.00,80.18
Comoros,SSP3-7.0,2020-2039,80.77,81.18,81.55
Comoros,SSP3-7.0,2040-2059,81.56,82.14,82.67
Comoros,SSP3-7.0,2080-2099,82.90,84.15,85.38
Cabo Verde,SSP3-7.0,1986-2005,70.99,71.37,71.63
Cabo Verde,SSP3-7.0,2020-2039,72.08,72.64,72.96
Cabo Verde,SSP3-7.0,2040-2059,72.72,73.50,74.15
Cabo Verde,SSP3-7.0,2080-2099,74.30,75.43,76.71
Costa Rica,SSP3-7.0,1986-2005,72.25,72.47,72.68
Costa Rica,SSP3-7.0,2020-2039,73.47,73.92,74.31
Costa Rica,SSP3-7.0,2040-2059,74.21,74.97,75.62
Costa Rica,SSP3-7.0,2080-2099,75.99,77.41,78.86
Cuba,SSP3-7.0,1986-2005,73.58,73.98,74.49
Cuba,SSP3-7.0,2020-2039,74.71,75.33,76.04
Cuba,SSP3-7.0,2040-2059,75.57,76.21,77.11
Cuba,SSP3-7.0,2080-2099,77.16,78.45,79.79
Curaçao,SSP3-7.0,1986-2005,77.87,78.16,78.31
Curaçao,SSP3-7.0,2020-2039,79.15,79.48,80.07
Curaçao,SSP3-7.0,2040-2059,79.78,80.45,80.92
Curaçao,SSP3-7.0,2080-2099,81.29,82.42,83.42
Cayman Islands,SSP3-7.0,1986-2005,76.90,77.23,77.56
Cayman Islands,SSP3-7.0,2020-2039,77.97,78.45,79.06
Cayman Islands,SSP3-7.0,2040-2059,78.83,79.38,80.19
Cayman Islands,SSP3-7.0,2080-2099,80.21,81.39,82.78
Cyprus,SSP3-7.0,1986-2005,54.91,55.69,56.46
Cyprus,SSP3-7.0,2020-2039,57.15,57.57,58.33
Cyprus,SSP3-7.0,2040-2059,57.65,58.48,59.52
Cyprus,SSP3-7.0,2080-2099,59.20,60.70,62.77
Czechia,SSP3-7.0,1986-2005,28.20,29.46,30.50
Czechia,SSP3-7.0,2020-2039,30.76,32.48,34.50
Czechia,SSP3-7.0,2040-2059,31.98,34.05,36.09
Czechia,SSP3-7.0,2080-2099,33.97,36.05,38.87
Germany,SSP3-7.0,1986-2005,32.58,33.81,34.64
Germany,SSP3-7.0,2020-2039,34.65,36.42,38.25
Germany,SSP3-7.0,2040-2059,35.69,37.82,39.34
Germany,SSP3-7.0,2080-2099,37.51,39.79,41.86
Djibouti,SSP3-7.0,1986-2005,74.36,74.56,74.83
Djibouti,SSP3-7.0,2020-2039,75.59,76.42,76.85
Djibouti,SSP3-7.0,2040-2059,76.63,77.63,78.37
Djibouti,SSP3-7.0,2080-2099,78.50,80.18,82.38
Dominica,SSP3-7.0,1986-2005,76.32,76.60,76.76
Dominica,SSP3-7.0,2020-2039,77.39,77.80,78.37
Dominica,SSP3-7.0,2040-2059,78.11,78.79,79.32
Dominica,SSP3-7.0,2080-2099,79.53,80.58,81.96
Denmark,SSP3-7.0,1986-2005,32.99,34.09,35.34
Denmark,SSP3-7.0,2020-2039,35.37,36.34,38.33
Denmark,SSP3-7.0,2040-2059,36.00,38.21,39.45
Denmark,SSP3-7.0,2080-2099,37.60,40.63,42.20
Dominican Republic,SSP3-7.0,1986-2005,73.78,74.02,74.32
Dominican Republic,SSP3-7.0,2020-2039,74.92,75.44,76.00
Dominican Republic,SSP3-7.0,2040-2059,75.74,76.56,77.54
Dominican Republic,SSP3-7.0,2080-2099,77.19,78.67,80.79
Algeria,SSP3-7.0,1986-2005,49.48,49.88,50.60
Algeria,SSP3-7.0,2020-2039,51.13,51.76,52.91
Algeria,SSP3-7.0,2040-2059,51.80,52.85,54.40
Algeria,SSP3-7.0,2080-2099,53.63,55.18,57.47
Ecuador,SSP3-7.0,1986-2005,65.91,66.31,66.53
Ecuador,SSP3-7.0,2020-2039,66.83,67.75,68.25
Ecuador,SSP3-7.0,2040-2059,67.97,68.82,69.63
Ecuador,SSP3-7.0,2080-2099,69.62,71.01,72.63
Egypt,SSP3-7.0,1986-2005,58.27,58.98,59.63
Egypt,SSP3-7.0,2020-2039,60.24,61.03,61.58
Egypt,SSP3-7.0,2040-2059,61.28,62.14,63.14
Egypt,SSP3-7.0,2080-2099,62.74,64.71,66.83
Eritrea,SSP3-7.0,1986-2005,73.10,73.57,73.89
Eritrea,SSP3-7.0,2020-2039,74.56,75.38,75.92
Eritrea,SSP3-7.0,2040-2059,75.61,76.70,77.43
Eritrea,SSP3-7.0,2080-2099,77.60,79.41,81.71
