name,ssp_range,year_range,p0.05,p0.50,p0.95
Latvia,SSP5-8.5,2040-2059,28.38,30.84,35.20
Latvia,SSP5-8.5,2080-2099,32.53,36.57,41.04
Macao,SSP5-8.5,1986-2005,61.34,61.83,62.58
Macao,SSP5-8.5,2020-2039,62.93,63.83,65.36
Macao,SSP5-8.5,2040-2059,64.62,65.76,67.52
Macao,SSP5-8.5,2080-2099,66.97,69.41,73.53
Saint Martin (French part),SSP5-8.5,1986-2005,76.52,76.78,76.91
Saint Martin (French part),SSP5-8.5,2020-2039,77.67,78.14,78.83
Saint Martin (French part),SSP5-8.5,2040-2059,78.49,79.23,80.36
Saint Martin (French part),SSP5-8.5,2080-2099,80.46,81.66,83.84
Morocco,SSP5-8.5,1986-2005,54.94,55.28,55.95
Morocco,SSP5-8.5,2020-2039,56.36,56.89,58.01
Morocco,SSP5-8.5,2040-2059,57.83,58.42,59.82
Morocco,SSP5-8.5,2080-2099,60.15,62.06,64.83
Monaco,SSP5-8.5,1986-2005,46.19,46.76,47.20
Monaco,SSP5-8.5,2020-2039,47.91,48.94,49.87
Monaco,SSP5-8.5,2040-2059,48.66,50.00,51.83
Monaco,SSP5-8.5,2080-2099,51.30,53.07,56.37
"Moldova, Republic of",SSP5-8.5,1986-2005,26.67,27.92,29.60
"Moldova, Republic of",SSP5-8.5,2020-2039,30.14,31.87,33.94
"Moldova, Republic of",SSP5-8.5,2040-2059,31.36,34.88,36.84
"Moldova, Republic of",SSP5-8.5,2080-2099,35.41,38.68,42.26
Madagascar,SSP5-8.5,1986-2005,76.00,76.19,76.49
Madagascar,SSP5-8.5,2020-2039,77.32,77.75,78.30
Madagascar,SSP5-8.5,2040-2059,78.62,79.04,80.06
Madagascar,SSP5-8.5,2080-2099,80.61,82.05,83.89
Maldives,SSP5-8.5,1986-2005,79.67,79.87,79.96
Maldives,SSP5-8.5,2020-2039,80.68,81.02,81.48
Maldives,SSP5-8.5,2040-2059,81.60,82.16,83.19
Maldives,SSP5-8.5,2080-2099,83.56,84.76,86.88
Mexico,SSP5-8.5,1986-2005,63.36,63.76,63.98
Mexico,SSP5-8.5,2020-2039,64.97,65.56,66.47
Mexico,SSP5-8.5,2040-2059,66.25,67.04,68.48
Mexico,SSP5-8.5,2080-2099,68.96,71.01,74.06
Marshall Islands,SSP5-8.5,1986-2005,79.74,79.91,80.26
Marshall Islands,SSP5-8.5,2020-2039,80.90,81.20,82.06
Marshall Islands,SSP5-8.5,2040-2059,81.71,82.31,83.51
Marshall Islands,SSP5-8.5,2080-2099,83.35,84.82,86.81
North Macedonia,SSP5-8.5,1986-2005,32.20,32.98,34.66
North Macedonia,SSP5-8.5,2020-2039,34.79,36.31,37.35
North Macedonia,SSP5-8.5,2040-2059,35.24,37.84,39.63
North Macedonia,SSP5-8.5,2080-2099,38.96,41.08,44.95
Mali,SSP5-8.5,1986-2005,75.56,76.02,76.50
Mali,SSP5-8.5,2020-2039,77.05,77.93,79.50
Mali,SSP5-8.5,2040-2059,78.14,79.69,81.62
Mali,SSP5-8.5,2080-2099,81.31,84.45,88.13
Malta,SSP5-8.5,1986-2005,56.98,57.38,57.99
Malta,SSP5-8.5,2020-2039,58.62,59.43,59.92
Malta,SSP5-8.5,2040-2059,59.19,60.50,61.57
Malta,SSP5-8.5,2080-2099,61.64,63.63,65.97
Myanmar,SSP5-8.5,1986-2005,71.64,72.15,72.54
Myanmar,SSP5-8.5,2020-2039,71.68,73.73,74.53
Myanmar,SSP5-8.5,2040-2059,72.99,75.44,77.18
Myanmar,SSP5-8.5,2080-2099,76.89,79.06,82.21
Montenegro,SSP5-8.5,1986-2005,33.96,34.62,36.19
Montenegro,SSP5-8.5,2020-2039,36.44,38.04,39.19
Montenegro,SSP5-8.5,2040-2059,37.13,39.46,41.28
Montenegro,SSP5-8.5,2080-2099,40.54,42.72,46.77
Mongolia,SSP5-8.5,1986-2005,-1.68,-0.52,0.26
Mongolia,SSP5-8.5,2020-2039,-0.10,1.91,3.52
Mongolia,SSP5-8.5,2040-2059,1.68,4.21,6.29
Mongolia,SSP5-8.5,2080-2099,5.29,9.29,14.30
Northern Mariana Islands,SSP5-8.5,1986-2005,78.94,79.17,79.49
Northern Mariana Islands,SSP5-8.5,2020-2039,80.18,80.66,81.34
Northern Mariana Islands,SSP5-8.5,2040-2059,81.00,81.74,82.88
Northern Mariana Islands,SSP5-8.5,2080-2099,82.97,84.44,86.51
Mozambique,SSP5-8.5,1986-2005,77.86,78.28,78.69
Mozambique,SSP5-8.5,2020-2039,79.40,79.93,80.56
Mozambique,SSP5-8.5,2040-2059,80.45,81.23,82.52
Mozambique,SSP5-8.5,2080-2099,82.88,84.65,86.43
Mauritania,SSP5-8.5,1986-2005,72.79,73.09,73.41
Mauritania,SSP5-8.5,2020-2039,74.58,75.18,76.48
Mauritania,SSP5-8.5,2040-2059,76.04,76.86,78.82
Mauritania,SSP5-8.5,2080-2099,79.63,81.49,84.75
Montserrat,SSP5-8.5,1986-2005,76.80,77.11,77.27
Montserrat,SSP5-8.5,2020-2039,78.09,78.46,79.11
Montserrat,SSP5-8.5,2040-2059,78.81,79.65,80.57
Montserrat,SSP5-8.5,2080-2099,80.59,81.96,83.98
Martinique,SSP5-8.5,1986-2005,76.80,77.11,77.31
Martinique,SSP5-8.5,2020-2039,78.10,78.52,79.06
Martinique,SSP5-8.5,2040-2059,78.69,79.58,80.51
Martinique,SSP5-8.5,2080-2099,80.59,81.91,83.89
Mauritius,SSP5-8.5,1986-2005,78.50,78.68,79.01
Mauritius,SSP5-8.5,2020-2039,79.58,79.94,80.40
Mauritius,SSP5-8.5,2040-2059,80.43,80.96,81.98
Mauritius,SSP5-8.5,2080-2099,82.26,83.51,85.36
Malawi,SSP5-8.5,1986-2005,73.85,74.33,74.80
Malawi,SSP5-8.5,2020-2039,75.42,76.08,76.78
Malawi,SSP5-8.5,2040-2059,76.50,77.63,78.57
Malawi,SSP5-8.5,2080-2099,78.80,81.05,83.35
Malaysia,SSP5-8.5,1986-2005,78.93,79.16,79.28
Malaysia,SSP5-8.5,2020-2039,80.12,80.49,80.88
Malaysia,SSP5-8.5,2040-2059,81.07,81.66,82.62
Malaysia,SSP5-8.5,2080-2099,82.99,84.41,85.90
Mayotte,SSP5-8.5,1986-2005,79.88,80.19,80.39
Mayotte,SSP5-8.5,2020-2039,81.17,81.45,81.99
Mayotte,SSP5-8.5,2040-2059,82.12,82.55,83.52
Mayotte,SSP5-8.5,2080-2099,83.94,85.33,87.56
Namibia,SSP5-8.5,1986-2005,75.23,75.69,76.25
Namibia,SSP5-8.5,2020-2039,76.60,77.75,78.71
Namibia,SSP5-8.5,2040-2059,77.95,79.41,81.38
Namibia,SSP5-8.5,2080-2099,81.39,83.56,86.48
New Caledonia,SSP5-8.5,1986-2005,77.31,77.59,77.83
New Caledonia,SSP5-8.5,2020-2039,78.40,78.90,79.17
New Caledonia,SSP5-8.5,2040-2059,79.39,79.90,80.35
New Caledonia,SSP5-8.5,2080-2099,81.15,82.60,84.34
Niger,SSP5-8.5,1986-2005,73.03,73.75,74.34
Niger,SSP5-8.5,2020-2039,74.78,75.79,77.55
Niger,SSP5-8.5,2040-2059,75.27,77.29,79.01
Niger,SSP5-8.5,2080-2099,79.21,81.69,84.86
Norfolk Island,SSP5-8.5,1986-2005,71.13,71.51,71.78
Norfolk Island,SSP5-8.5,2020-2039,72.14,72.66,73.45
Norfolk Island,SSP5-8.5,2040-2059,73.33,73.95,74.82
Norfolk Island,SSP5-8.5,2080-2099,75.74,77.25,79.24
Nigeria,SSP5-8.5,1986-2005,79.16,79.69,80.12
Nigeria,SSP5-8.5,2020-2039,79.44,81.36,82.59
Nigeria,SSP5-8.5,2040-2059,79.55,82.67,84.51
Nigeria,SSP5-8.5,2080-2099,82.74,85.80,89.91
Nicaragua,SSP5-8.5,1986-2005,76.53,76.79,77.13
Nicaragua,SSP5-8.5,2020-2039,78.02,78.44,79.36
Nicaragua,SSP5-8.5,2040-2059,79.25,79.97,81.27
Nicaragua,SSP5-8.5,2080-2099,81.67,83.46,85.72
Niue,SSP5-8.5,1986-2005,78.92,79.05,79.38
Niue,SSP5-8.5,2020-2039,79.85,80.19,80.52
Niue,SSP5-8.5,2040-2059,80.69,81.06,81.85
Niue,SSP5-8.5,2080-2099,82.37,83.43,85.29
Netherlands,SSP5-8.5,1986-2005,45.24,46.07,46.78
Netherlands,SSP5-8.5,2020-2039,46.57,47.82,49.63
Netherlands,SSP5-8.5,2040-2059,47.99,49.02,51.55
Netherlands,SSP5-8.5,2080-2099,50.42,51.96,55.18
Norway,SSP5-8.5,1986-2005,23.82,25.30,26.85
Norway,SSP5-8.5,2020-2039,26.04,28.69,30.05
Norway,SSP5-8.5,2040-2059,27.82,30.26,33.25
Norway,SSP5-8.5,2080-2099,31.05,34.78,38.53
Nepal,SSP5-8.5,1986-2005,53.52,53.89,54.98
Nepal,SSP5-8.5,2020-2039,54.94,55.84,57.30
Nepal,SSP5-8.5,2040-2059,56.17,57.77,59.80
Nepal,SSP5-8.5,2080-2099,60.31,62.77,66.01
Nauru,SSP5-8.5,1986-2005,80.28,80.64,80.86
Nauru,SSP5-8.5,2020-2039,81.42,81.94,82.62
Nauru,SSP5-8.5,2040-2059,82.27,82.91,84.01
Nauru,SSP5-8.5,2080-2099,84.24,85.63,87.45
New Zealand,SSP5-8.5,1986-2005,59.58,60.02,60.28
New Zealand,SSP5-8.5,2020-2039,60.88,61.20,61.70
New Zealand,SSP5-8.5,2040-2059,61.50,62.38,63.24
New Zealand,SSP5-8.5,2080-2099,64.09,65.29,66.76
Oman,SSP5-8.5,1986-2005,68.37,68.86,69.19
Oman,SSP5-8.5,2020-2039,70.04,70.82,71.88
Oman,SSP5-8.5,2040-2059,71.62,72.43,74.11
Oman,SSP5-8.5,2080-2099,74.86,77.20,80.38
Pakistan,SSP5-8.5,1986-2005,42.94,43.43,43.94
Pakistan,SSP5-8.5,2020-2039,44.87,45.86,46.88
Pakistan,SSP5-8.5,2040-2059,46.62,47.84,49.87
Pakistan,SSP5-8.5,2080-2099,50.88,53.21,57.21
Panama,SSP5-8.5,1986-2005,77.07,77.28,77.48
Panama,SSP5-8.5,2020-2039,78.45,78.81,79.27
Panama,SSP5-8.5,2040-2059,79.29,79.89,81.16
Panama,SSP5-8.5,2080-2099,81.39,82.61,85.12
Pitcairn,SSP5-8.5,1986-2005,75.64,76.02,76.28
Pitcairn,SSP5-8.5,2020-2039,76.05,76.75,77.14
Pitcairn,SSP5-8.5,2040-2059,77.08,77.49,78.59
Pitcairn,SSP5-8.5,2080-2099,78.09,79.32,81.45
Peru,SSP5-8.5,1986-2005,63.36,63.70,63.93
Peru,SSP5-8.5,2020-2039,64.65,65.41,65.96
Peru,SSP5-8.5,2040-2059,65.66,66.72,68.14
Peru,SSP5-8.5,2080-2099,68.29,70.36,72.73
Philippines,SSP5-8.5,1986-2005,77.28,77.59,77.85
Philippines,SSP5-8.5,2020-2039,78.70,79.00,79.45
Philippines,SSP5-8.5,2040-2059,79.62,80.31,81.22
Philippines,SSP5-8.5,2080-2099,81.49,82.89,84.92
Palau,SSP5-8.5,1986-2005,79.95,80.15,80.28
Palau,SSP5-8.5,2020-2039,81.12,81.46,82.12
Palau,SSP5-8.5,2040-2059,81.88,82.49,83.62
Palau,SSP5-8.5,2080-2099,83.73,85.04,87.33
Papua New Guinea,SSP5-8.5,1986-2005,75.07,75.31,75.44
Papua New Guinea,SSP5-8.5,2020-2039,76.32,76.63,77.16
Papua New Guinea,SSP5-8.5,2040-2059,77.08,77.80,78.59
Papua New Guinea,SSP5-8.5,2080-2099,78.90,80.33,82.15
Poland,SSP5-8.5,1986-2005,28.15,28.98,30.40
Poland,SSP5-8.5,2020-2039,30.03,32.92,35.27
Poland,SSP5-8.5,2040-2059,32.38,34.54,38.30
Poland,SSP5-8.5,2080-2099,35.94,38.09,43.85
Puerto Rico,SSP5-8.5,1986-2005,75.35,75.56,75.76
Puerto Rico,SSP5-8.5,2020-2039,76.54,77.04,77.68
Puerto Rico,SSP5-8.5,2040-2059,77.30,78.25,79.31
Puerto Rico,SSP5-8.5,2080-2099,79.45,80.97,82.99
"Korea, Democratic People's Republic of",SSP5-8.5,1986-2005,18.82,19.65,20.32
"Korea, Democratic People's Republic of",SSP5-8.5,2020-2039,21.09,22.89,24.37
"Korea, Democratic People's Republic of",SSP5-8.5,2040-2059,22.48,25.58,27.20
"Korea, Democratic People's Republic of",SSP5-8.5,2080-2099,26.59,30.08,34.08
Portugal,SSP5-8.5,1986-2005,49.98,50.51,51.00
Portugal,SSP5-8.5,2020-2039,51.17,51.84,52.77
Portugal,SSP5-8.5,2040-2059,52.15,52.87,54.16
Portugal,SSP5-8.5,2080-2099,54.04,55.72,58.20
Paraguay,SSP5-8.5,1986-2005,79.95,80.56,80.91
Paraguay,SSP5-8.5,2020-2039,81.45,82.16,83.45
Paraguay,SSP5-8.5,2040-2059,82.45,83.72,85.88
Paraguay,SSP5-8.5,2080-2099,85.65,87.77,91.41
"Palestine, State of",SSP5-8.5,1986-2005,55.60,56.25,56.82
"Palestine, State of",SSP5-8.5,2020-2039,57.62,58.52,59.44
"Palestine, State of",SSP5-8.5,2040-2059,58.17,59.72,61.14
"Palestine, State of",SSP5-8.5,2080-2099,61.05,63.02,65.89
French Polynesia,SSP5-8.5,1986-2005,78.28,78.49,78.63
French Polynesia,SSP5-8.5,2020-2039,79.06,79.50,79.87
French Polynesia,SSP5-8.5,2040-2059,79.97,80.51,81.35
French Polynesia,SSP5-8.5,2080-2099,81.39,82.64,84.62
Qatar,SSP5-8.5,1986-2005,64.93,65.47,65.94
Qatar,SSP5-8.5,2020-2039,66.97,67.72,69.07
Qatar,SSP5-8.5,2040-2059,68.59,69.38,71.24
Qatar,SSP5-8.5,2080-2099,71.49,74.62,77.05
Réunion,SSP5-8.5,1986-2005,75.16,75.31,75.68
Réunion,SSP5-8.5,2020-2039,76.22,76.61,77.03
Réunion,SSP5-8.5,2040-2059,77.15,77.67,78.55
Réunion,SSP5-8.5,2080-2099,78.91,80.26,81.95
Romania,SSP5-8.5,1986-2005,28.11,29.30,31.02
Romania,SSP5-8.5,2020-2039,31.14,32.93,35.37
Romania,SSP5-8.5,2040-2059,32.30,35.46,37.88
Romania,SSP5-8.5,2080-2099,36.19,38.89,43.35
Russian Federation,SSP5-8.5,1986-2005,9.84,11.57,12.91
Russian Federation,SSP5-8.5,2020-2039,13.43,15.09,16.43
Russian Federation,SSP5-8.5,2040-2059,16.08,17.42,19.89
Russian Federation,SSP5-8.5,2080-2099,20.99,23.71,27.33
Rwanda,SSP5-8.5,1986-2005,66.43,66.65,66.89
Rwanda,SSP5-8.5,2020-2039,67.31,68.13,68.83
Rwanda,SSP5-8.5,2040-2059,68.23,69.37,70.65
Rwanda,SSP5-8.5,2080-2099,70.72,72.88,75.21
Saudi Arabia,SSP5-8.5,1986-2005,60.98,61.73,62.22
Saudi Arabia,SSP5-8.5,2020-2039,63.27,63.83,65.11
Saudi Arabia,SSP5-8.5,2040-2059,64.58,65.66,67.39
Saudi Arabia,SSP5-8.5,2080-2099,68.00,70.46,73.54
Sudan,SSP5-8.5,1986-2005,75.28,76.00,76.51
Sudan,SSP5-8.5,2020-2039,76.53,77.98,78.80
Sudan,SSP5-8.5,2040-2059,77.32,79.54,81.24
Sudan,SSP5-8.5,2080-2099,81.02,84.00,86.83
Senegal,SSP5-8.5,1986-2005,78.19,78.37,78.78
Senegal,SSP5-8.5,2020-2039,79.77,80.36,81.24
Senegal,SSP5-8.5,2040-2059,81.06,81.91,83.61
Senegal,SSP5-8.5,2080-2099,84.60,86.38,89.27
Singapore,SSP5-8.5,1986-2005,79.06,79.20,79.43
Singapore,SSP5-8.5,2020-2039,80.32,80.68,81.20
Singapore,SSP5-8.5,2040-2059,81.02,81.75,82.62
Singapore,SSP5-8.5,2080-2099,82.93,84.64,85.84
South Georgia and the South Sandwich Islands,SSP5-8.5,1986-2005,33.47,34.41,34.96
South Georgia and the South Sandwich Islands,SSP5-8.5,2020-2039,34.37,34.99,36.45
South Georgia and the South Sandwich Islands,SSP5-8.5,2040-2059,34.51,35.64,36.82
South Georgia and the South Sandwich Islands,SSP5-8.5,2080-2099,35.98,36.91,40.41
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,1986-2005,70.01,70.22,70.32
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2020-2039,71.13,71.32,71.77
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2040-2059,71.83,72.38,73.38
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2080-2099,73.57,74.93,77.26
Solomon Islands,SSP5-8.5,1986-2005,79.94,80.21,80.34
Solomon Islands,SSP5-8.5,2020-2039,81.06,81.44,81.89
Solomon Islands,SSP5-8.5,2040-2059,81.81,82.55,83.33
Solomon Islands,SSP5-8.5,2080-2099,83.50,84.92,86.68
Sierra Leone,SSP5-8.5,1986-2005,79.56,80.01,80.91
Sierra Leone,SSP5-8.5,2020-2039,80.30,81.78,82.95
Sierra Leone,SSP5-8.5,2040-2059,80.89,83.35,85.27
Sierra Leone,SSP5-8.5,2080-2099,84.28,86.60,90.17
El Salvador,SSP5-8.5,1986-2005,77.53,77.82,78.37
El Salvador,SSP5-8.5,2020-2039,79.00,79.52,80.40
El Salvador,SSP5-8.5,2040-2059,80.31,81.25,82.42
El Salvador,SSP5-8.5,2080-2099,83.01,84.73,87.03
San Marino,SSP5-8.5,1986-2005,39.41,40.17,41.34
San Marino,SSP5-8.5,2020-2039,41.39,43.05,44.14
San Marino,SSP5-8.5,2040-2059,42.39,44.56,45.92
San Marino,SSP5-8.5,2080-2099,45.54,48.02,50.78
Somalia,SSP5-8.5,1986-2005,80.04,80.45,80.68
Somalia,SSP5-8.5,2020-2039,81.53,81.97,82.68
Somalia,SSP5-8.5,2040-2059,82.58,83.33,84.52
Somalia,SSP5-8.5,2080-2099,84.41,86.67,89.03
Saint Pierre and Miquelon,SSP5-8.5,1986-2005,29.66,30.29,30.99
Saint Pierre and Miquelon,SSP5-8.5,2020-2039,31.90,33.40,34.53
Saint Pierre and Miquelon,SSP5-8.5,2040-2059,33.07,35.58,37.16
Saint Pierre and Miquelon,SSP5-8.5,2080-2099,36.60,38.62,42.52
Serbia,SSP5-8.5,1986-2005,31.41,32.33,34.13
Serbia,SSP5-8.5,2020-2039,34.10,36.10,38.12
Serbia,SSP5-8.5,2040-2059,35.37,37.95,40.42
Serbia,SSP5-8.5,2080-2099,39.08,41.27,46.04
South Sudan,SSP5-8.5,1986-2005,83.63,84.07,84.36
South Sudan,SSP5-8.5,2020-2039,84.12,85.45,86.27
South Sudan,SSP5-8.5,2040-2059,83.99,86.74,88.14
South Sudan,SSP5-8.5,2080-2099,86.28,90.49,93.49
Sao Tome and Principe,SSP5-8.5,1986-2005,79.22,79.41,79.59
Sao Tome and Principe,SSP5-8.5,2020-2039,80.11,80.77,81.38
Sao Tome and Principe,SSP5-8.5,2040-2059,80.70,81.68,83.23
Sao Tome and Principe,SSP5-8.5,2080-2099,82.59,84.35,87.09
Suriname,SSP5-8.5,1986-2005,78.12,78.76,79.11
Suriname,SSP5-8.5,2020-2039,79.90,80.20,81.52
Suriname,SSP5-8.5,2040-2059,80.57,81.31,83.48
Suriname,SSP5-8.5,2080-2099,82.43,85.30,88.63
Slovakia,SSP5-8.5,1986-2005,27.57,28.80,29.93
Slovakia,SSP5-8.5,2020-2039,30.06,32.22,34.97
Slovakia,SSP5-8.5,2040-2059,31.95,34.44,37.77
Slovakia,SSP5-8.5,2080-2099,35.66,37.63,43.56
Slovenia,SSP5-8.5,1986-2005,31.59,32.73,33.81
Slovenia,SSP5-8.5,2020-2039,33.99,35.77,38.12
Slovenia,SSP5-8.5,2040-2059,35.55,37.52,40.31
Slovenia,SSP5-8.5,2080-2099,38.76,40.97,45.85
Sweden,SSP5-8.5,1986-2005,25.09,26.41,28.19
Sweden,SSP5-8.5,2020-2039,27.48,30.28,32.03
Sweden,SSP5-8.5,2040-2059,29.63,31.93,35.13
Sweden,SSP5-8.5,2080-2099,33.16,36.33,41.12
Eswatini,SSP5-8.5,1986-2005,73.07,73.43,73.82
Eswatini,SSP5-8.5,2020-2039,74.43,74.90,75.72
Eswatini,SSP5-8.5,2040-2059,75.60,76.55,77.54
Eswatini,SSP5-8.5,2080-2099,77.70,79.87,81.80
Sint Maarten (Dutch part),SSP5-8.5,1986-2005,76.52,76.78,76.91
Sint Maarten (Dutch part),SSP5-8.5,2020-2039,77.67,78.14,78.83
Sint Maarten (Dutch part),SSP5-8.5,2040-2059,78.49,79.23,80.36
Sint Maarten (Dutch part),SSP5-8.5,2080-2099,80.46,81.66,83.84
Seychelles,SSP5-8.5,1986-2005,79.34,79.61,79.75
Seychelles,SSP5-8.5,2020-2039,80.63,80.88,81.48
Seychelles,SSP5-8.5,2040-2059,81.63,82.07,83.09
Seychelles,SSP5-8.5,2080-2099,83.39,84.83,87.03
Syrian Arab Republic,SSP5-8.5,1986-2005,46.61,47.60,48.26
Syrian Arab Republic,SSP5-8.5,2020-2039,49.20,49.97,50.77
Syrian Arab Republic,SSP5-8.5,2040-2059,49.94,51.14,53.26
Syrian Arab Republic,SSP5-8.5,2080-2099,52.75,54.81,58.87
Turks and Caicos Islands,SSP5-8.5,1986-2005,75.43,75.81,75.98
Turks and Caicos Islands,SSP5-8.5,2020-2039,76.73,77.18,77.81
Turks and Caicos Islands,SSP5-8.5,2040-2059,77.52,78.30,79.56
Turks and Caicos Islands,SSP5-8.5,2080-2099,79.79,81.26,83.31
Chad,SSP5-8.5,1986-2005,74.84,75.79,76.31
Chad,SSP5-8.5,2020-2039,75.65,77.26,78.79
Chad,SSP5-8.5,2040-2059,75.72,78.53,80.32
Chad,SSP5-8.5,2080-2099,79.02,82.44,86.07
Togo,SSP5-8.5,1986-2005,80.96,81.43,82.28
Togo,SSP5-8.5,2020-2039,80.72,82.97,84.12
Togo,SSP5-8.5,2040-2059,80.58,84.31,86.06
Togo,SSP5-8.5,2080-2099,83.54,87.59,91.66
Thailand,SSP5-8.5,1986-2005,76.62,77.00,77.38
Thailand,SSP5-8.5,2020-2039,77.13,78.55,79.19
Thailand,SSP5-8.5,2040-2059,78.45,80.26,81.53
Thailand,SSP5-8.5,2080-2099,81.18,82.83,86.23
Tajikistan,SSP5-8.5,1986-2005,21.20,21.79,22.70
Tajikistan,SSP5-8.5,2020-2039,23.03,24.87,26.51
Tajikistan,SSP5-8.5,2040-2059,25.25,26.64,29.56
Tajikistan,SSP5-8.5,2080-2099,29.01,31.56,38.03
Tokelau,SSP5-8.5,1986-2005,80.34,80.68,80.76
Tokelau,SSP5-8.5,2020-2039,81.44,81.79,82.21
Tokelau,SSP5-8.5,2040-2059,82.29,82.85,83.71
Tokelau,SSP5-8.5,2080-2099,83.85,85.32,86.74
Turkmenistan,SSP5-8.5,1986-2005,35.64,36.82,37.32
Turkmenistan,SSP5-8.5,2020-2039,37.30,38.87,40.45
Turkmenistan,SSP5-8.5,2040-2059,39.17,40.47,42.94
Turkmenistan,SSP5-8.5,2080-2099,42.67,44.33,49.21
Timor-Leste,SSP5-8.5,1986-2005,77.85,78.15,78.26
Timor-Leste,SSP5-8.5,2020-2039,79.18,79.48,80.10
Timor-Leste,SSP5-8.5,2040-2059,80.18,80.73,81.77
Timor-Leste,SSP5-8.5,2080-2099,81.88,83.39,85.33
Tonga,SSP5-8.5,1986-2005,78.75,78.88,79.18
Tonga,SSP5-8.5,2020-2039,79.60,80.06,80.40
Tonga,SSP5-8.5,2040-2059,80.49,80.88,81.63
Tonga,SSP5-8.5,2080-2099,82.28,83.34,85.17
Trinidad and Tobago,SSP5-8.5,1986-2005,77.93,78.13,78.36
Trinidad and Tobago,SSP5-8.5,2020-2039,79.10,79.58,80.32
Trinidad and Tobago,SSP5-8.5,2040-2059,79.66,80.66,81.92
Trinidad and Tobago,SSP5-8.5,2080-2099,81.57,83.54,85.65
Tunisia,SSP5-8.5,1986-2005,52.44,52.89,53.69
Tunisia,SSP5-8.5,2020-2039,54.24,55.07,55.97
Tunisia,SSP5-8.5,2040-2059,55.12,56.29,57.78
Tunisia,SSP5-8.5,2080-2099,57.87,60.05,62.60
Türkiye,SSP5-8.5,1986-2005,33.60,35.26,36.14
Türkiye,SSP5-8.5,2020-2039,36.73,38.15,38.90
Türkiye,SSP5-8.5,2040-2059,37.33,39.52,41.98
Türkiye,SSP5-8.5,2080-2099,40.54,43.16,47.56
Tuvalu,SSP5-8.5,1986-2005,80.60,80.91,81.07
Tuvalu,SSP5-8.5,2020-2039,81.71,82.10,82.53
Tuvalu,SSP5-8.5,2040-2059,82.50,83.08,83.95
Tuvalu,SSP5-8.5,2080-2099,84.09,85.61,86.97
"Taiwan, Province of China",SSP5-8.5,1986-2005,61.49,61.80,62.62
"Taiwan, Province of China",SSP5-8.5,2020-2039,63.27,63.72,64.94
"Taiwan, Province of China",SSP5-8.5,2040-2059,64.42,65.33,66.54
"Taiwan, Province of China",SSP5-8.5,2080-2099,66.32,68.32,71.05
"Tanzania, United Republic of",SSP5-8.5,1986-2005,74.44,74.86,75.13
"Tanzania, United Republic of",SSP5-8.5,2020-2039,75.95,76.42,77.19
"Tanzania, United Republic of",SSP5-8.5,2040-2059,76.90,77.83,78.87
"Tanzania, United Republic of",SSP5-8.5,2080-2099,78.91,80.89,82.90
Uganda,SSP5-8.5,1986-2005,74.31,74.65,74.85
Uganda,SSP5-8.5,2020-2039,75.43,76.09,76.73
Uganda,SSP5-8.5,2040-2059,75.89,77.19,78.60
Uganda,SSP5-8.5,2080-2099,77.74,80.20,83.12
Ukraine,SSP5-8.5,1986-2005,24.61,25.76,27.00
Ukraine,SSP5-8.5,2020-2039,27.08,29.66,31.44
Ukraine,SSP5-8.5,2040-2059,29.18,32.54,34.50
Ukraine,SSP5-8.5,2080-2099,33.46,36.67,40.60
United States Minor Outlying Islands,SSP5-8.5,1986-2005,76.60,76.83,77.02
United States Minor Outlying Islands,SSP5-8.5,2020-2039,77.85,78.27,78.86
United States Minor Outlying Islands,SSP5-8.5,2040-2059,78.83,79.32,80.45
United States Minor Outlying Islands,SSP5-8.5,2080-2099,80.74,82.16,84.02
Uruguay,SSP5-8.5,1986-2005,72.89,73.39,73.69
Uruguay,SSP5-8.5,2020-2039,73.85,74.50,75.46
Uruguay,SSP5-8.5,2040-2059,74.93,75.71,77.20
Uruguay,SSP5-8.5,2080-2099,76.75,78.72,81.19
United States,SSP5-8.5,1986-2005,35.11,35.79,36.25
United States,SSP5-8.5,2020-2039,37.96,39.08,40.62
United States,SSP5-8.5,2040-2059,39.53,41.10,43.13
United States,SSP5-8.5,2080-2099,42.74,45.44,48.51
Uzbekistan,SSP5-8.5,1986-2005,31.63,32.49,33.16
Uzbekistan,SSP5-8.5,2020-2039,33.36,35.20,36.50
Uzbekistan,SSP5-8.5,2040-2059,35.28,36.78,39.40
Uzbekistan,SSP5-8.5,2080-2099,39.03,41.12,46.78
Holy See (Vatican City State),SSP5-8.5,1986-2005,47.17,47.72,48.72
Holy See (Vatican City State),SSP5-8.5,2020-2039,48.91,50.10,50.66
Holy See (Vatican City State),SSP5-8.5,2040-2059,49.48,51.28,52.29
Holy See (Vatican City State),SSP5-8.5,2080-2099,52.31,54.32,57.04
Saint Vincent and the Grenadines,SSP5-8.5,1986-2005,77.79,78.01,78.21
Saint Vincent and the Grenadines,SSP5-8.5,2020-2039,79.01,79.45,79.97
Saint Vincent and the Grenadines,SSP5-8.5,2040-2059,79.58,80.45,81.33
Saint Vincent and the Grenadines,SSP5-8.5,2080-2099,81.50,82.80,84.66
