Field Name,Country,Country_iso3,Region,Latitude,Longitude,Location,gwp,ch4_gwp_potential,Upstream Methane Emission Rate (NGSI Standard %),Upstream Methane Intensity (kgCH4/boe),Midstream Methane Intensity (kgCH4/boe),Downstream Methane Intensity (kgCH4/boe),Upstream Carbon Dioxide Intensity (kgCO2/boe),Midstream Carbon Dioxide Intensity (kgCO2/boe),Downstream Carbon Dioxide Intensity (kgCO2/boe),Total Emissions Intensity (kgCO2eq/boe),Total Carbon Dioxide Intensity (kgCO2/boe),Industry GHG Responsibility (kgCO2eq/boe),Consumer GHG Responsibility (kgCO2eq/boe),Sulfur Content Weight Percent,API Category,Enhanced recovery,Fracked,Dry Gas,Flaring-to-Oil Ratio (scf flared/bbl),Energy Output of Oil and Gas Produced (MJ/d),Energy Output of Petroleum Products (MJ/d),Breakeven Oil Price (usd/bbl),Breakeven Gas Price (usd/kcf),Flare Rate,Oil or Gas or Condensate,Resource Type,Sour or Sweet
Senoro-Toili,Indonesia,IDN,South East Asia,-1.3761,122.4536,Onshore,100,29.8,1.0206,0.75834,0.0,0.39893,12.44643,4.25623,327.57612,437.71262,394.98989,97.32132,340.3913,0.05384,Light,0,False,0,296.04637,367028484.04656,58661670.70194,0.0,1.4,Medium Flare,Gas,Wet gas,Sweet Gas
Shah,United Arab Emirates,ARE,Middle East,22.92855,53.89292,Onshore,20,82.5,0.44219,0.86195,0.00142,0.1195,21.17085,32.42094,348.26714,529.33465,443.84457,165.56143,363.77322,0.87808,Light,1,False,0,16.42505,992217291.06081,658538005.03769,0.0,2.2,Medium Flare,Gas,Wet gas,Sour Gas
Shah,United Arab Emirates,ARE,Middle East,22.92855,53.89292,Onshore,100,29.8,0.44219,0.86195,0.00139,0.11948,21.17085,32.19697,348.30557,475.66566,443.65903,117.45275,358.2129,0.87808,Light,1,False,0,16.42505,992217291.06081,658538005.03769,0.0,2.2,Medium Flare,Gas,Wet gas,Sour Gas
Shah Deniz,Azerbaijan,AZE,Central Asia,39.8132,50.4493,Offshore,20,82.5,1.06156,0.65696,0.0,0.38312,9.85726,4.45113,325.329,498.68363,383.77985,141.28045,357.40319,0.0258,Light,0,False,0,0.31035,2755148677.8844,511836965.30001,0.0,2.6,Very Low Flare,Gas,Wet gas,Sweet Gas
Shah Deniz,Azerbaijan,AZE,Central Asia,39.8132,50.4493,Offshore,100,29.8,1.06156,0.65696,0.0,0.38312,9.85726,4.35573,325.32964,425.90753,383.68508,88.25451,337.65302,0.0258,Light,0,False,0,0.31035,2755148677.8844,511836965.30001,0.0,2.6,Very Low Flare,Gas,Wet gas,Sweet Gas
Shaybah,Saudi Arabia,SAU,Middle East,22.5615,54.0403,Onshore,20,82.5,0.0,0.5317,0.0036,0.02103,37.82762,48.70523,333.19601,479.86124,432.0067,129.64459,350.21665,0.9933,Light,1,False,0,12.83104,7666798057.9654,5546800823.68148,12.7,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Shaybah,Saudi Arabia,SAU,Middle East,22.5615,54.0403,Onshore,100,29.8,0.0,0.5317,0.00352,0.02097,37.82762,48.40252,333.30336,451.21855,431.81133,101.16932,350.04923,0.9933,Light,1,False,0,12.83104,7666798057.9654,5546800823.68148,12.7,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Shebelynske,Ukraine,UKR,Eastern Europe,49.2501,37.4401,Onshore,20,82.5,1.14696,0.59264,0.0,0.473,8.51151,0.0,292.33746,452.18148,329.12295,120.66616,331.51533,0.00216,Light,0,False,1,160.4,157745586.89814,289130.44885,0.0,1.9,Very Low Flare,Gas,Dry Gas,Sweet Gas
Shebelynske,Ukraine,UKR,Eastern Europe,49.2501,37.4401,Onshore,100,29.8,1.14696,0.59264,0.0,0.473,8.51151,0.0,292.33746,373.76178,329.12295,66.88192,306.87986,0.00216,Light,0,False,1,160.4,157745586.89814,289130.44885,0.0,1.9,Very Low Flare,Gas,Dry Gas,Sweet Gas
Shengli,China,CHN,East Asia,37.6981,118.7002,Onshore,20,82.5,0.04336,0.41908,0.00526,0.03177,18.58927,64.41175,406.99966,541.196,503.11829,118.43473,422.76127,2.98766,Heavy Oil 15-19,1,False,0,0.18236,763930765.97539,730114215.61042,21.6,0.0,Very Low Flare,Oil,Heavy Oil,Sour Oil
Shengli,China,CHN,East Asia,37.6981,118.7002,Onshore,100,29.8,0.04336,0.41908,0.00513,0.03171,18.58927,64.08509,407.09431,518.35652,502.88628,95.76313,422.5934,2.98766,Heavy Oil 15-19,1,False,0,0.18236,763930765.97539,730114215.61042,21.6,0.0,Very Low Flare,Oil,Heavy Oil,Sour Oil
Shushufindi,Ecuador,ECU,South America,-0.1516,-76.6439,Onshore,20,82.5,0.0,1.6454,0.00449,0.02141,39.04829,55.14489,392.15891,635.37279,499.78531,232.37985,402.99294,0.94909,Regular,1,False,0,297.89665,339173832.57578,319223848.43418,24.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
Shushufindi,Ecuador,ECU,South America,-0.1516,-76.6439,Onshore,100,29.8,0.0,1.6454,0.00439,0.02135,39.04829,54.84355,392.23368,547.97305,499.55873,145.14091,402.83214,0.94909,Regular,1,False,0,297.89665,339173832.57578,319223848.43418,24.5,0.0,High Flare,Oil,Medium Oil,Sour Oil
Shwe Complex,Myanmar,MMR,South East Asia,19.76,92.5057,Offshore,20,82.5,1.14637,0.59621,0.0,0.47113,8.66452,0.0,291.1839,451.46497,328.42803,121.25781,330.20716,0.00216,Light,0,False,1,275.2,84247921.37381,433734.73897,0.0,2.7,Low Flare,Gas,Dry Gas,Sweet Gas
Shwe Complex,Myanmar,MMR,South East Asia,19.76,92.5057,Offshore,100,29.8,1.14637,0.59621,0.0,0.47113,8.66452,0.0,291.1839,373.0498,328.42803,67.3809,305.6689,0.00216,Light,0,False,1,275.2,84247921.37381,433734.73897,0.0,2.7,Low Flare,Gas,Dry Gas,Sweet Gas
Sirikit,Thailand,THA,South East Asia,16.6368,99.8656,Onshore,20,82.5,0.26486,0.70982,0.0075,0.02056,26.86875,31.84629,444.01835,573.89661,515.68106,124.61681,449.2798,0.05772,Light,1,False,0,42.12863,155189769.19556,161953620.38525,26.8,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Sirikit,Thailand,THA,South East Asia,16.6368,99.8656,Onshore,100,29.8,0.26486,0.70982,0.00733,0.02053,26.86875,31.62065,444.05205,535.70909,515.48912,86.52706,449.18203,0.05772,Light,1,False,0,42.12863,155189769.19556,161953620.38525,26.8,0.0,Medium Flare,Oil,Light Oil,Sweet Oil
Sladkovsko,Russian Federation,RUS,Russia,51.6218,52.7691,Onshore,20,82.5,0.0,3.12627,0.00455,0.02114,80.33587,60.40703,359.65269,769.8129,518.20859,401.62486,368.18805,0.65365,Light,1,False,0,1081.75535,180257131.2706,168030747.80893,18.1,0.0,Very High Flare,Oil,Light Oil,Sour Oil
Sladkovsko,Russian Federation,RUS,Russia,51.6218,52.7691,Onshore,100,29.8,0.0,3.12627,0.00445,0.02105,80.33587,59.95948,359.73239,604.23053,517.84074,236.27672,367.95381,0.65365,Light,1,False,0,1081.75535,180257131.2706,168030747.80893,18.1,0.0,Very High Flare,Oil,Light Oil,Sour Oil
Sleipner West,Norway,NOR,Western Europe,58.5044,1.711,Offshore,20,82.5,0.65967,1.08956,0.00119,0.31537,20.29562,12.62303,301.08562,522.06426,385.93022,194.55818,327.50608,0.01309,Light,1,False,0,4.01839,79371633.13977,19873110.98892,0.0,2.7,Very Low Flare,Gas,Wet gas,Sweet Gas
Sleipner West,Norway,NOR,Western Europe,58.5044,1.711,Offshore,100,29.8,0.65967,1.08956,0.00116,0.31535,20.29562,12.45485,301.09675,433.74311,385.77317,122.40724,311.33587,0.01309,Light,1,False,0,4.01839,79371633.13977,19873110.98892,0.0,2.7,Very Low Flare,Gas,Wet gas,Sweet Gas
Snohvit,Norway,NOR,Western Europe,71.5999,21.1563,Offshore,20,82.5,0.57042,1.09415,0.0,0.30433,19.81259,6.52435,300.81701,500.96685,376.50706,174.63125,326.3356,0.01646,Light,1,False,0,4.01839,218299879.85945,59978613.05622,0.0,0.6,Very Low Flare,Gas,Wet gas,Sweet Gas
Snohvit,Norway,NOR,Western Europe,71.5999,21.1563,Offshore,100,29.8,0.57042,1.09415,0.0,0.30433,19.81259,6.3755,300.81715,422.02598,376.35836,111.27541,310.75057,0.01646,Light,1,False,0,4.01839,218299879.85945,59978613.05622,0.0,0.6,Very Low Flare,Gas,Wet gas,Sweet Gas
Snorre,Norway,NOR,Western Europe,61.547,2.2732,Offshore,20,82.5,0.19715,0.50766,0.0082,0.01931,13.62919,35.77328,412.74231,509.93556,471.86138,92.72825,417.20731,0.24595,Light,1,False,0,4.01839,710600186.62568,616366292.47197,26.5,0.0,Low Flare,Oil,Light Oil,Sweet Oil
Snorre,Norway,NOR,Western Europe,61.547,2.2732,Offshore,100,29.8,0.19715,0.50766,0.00801,0.01926,13.62919,35.56794,412.78345,482.40575,471.69719,65.34356,417.06219,0.24595,Light,1,False,0,4.01839,710600186.62568,616366292.47197,26.5,0.0,Low Flare,Oil,Light Oil,Sweet Oil
Soku,Nigeria,NGA,West Africa,4.65,6.6,Onshore,20,82.5,1.07079,0.93918,0.0,0.41651,15.46973,0.0,245.21427,432.45065,308.78645,152.74391,279.70674,0.02937,Regular,0,False,1,1237.07079,230854062.02481,21458917.67384,0.0,3.5,High Flare,Gas,Dry Gas,Sweet Gas
Soku,Nigeria,NGA,West Africa,4.65,6.6,Onshore,100,29.8,1.07079,0.93918,0.0,0.41651,15.46973,0.0,245.21427,352.85177,308.78645,94.85054,258.00123,0.02937,Regular,0,False,1,1237.07079,230854062.02481,21458917.67384,0.0,3.5,High Flare,Gas,Dry Gas,Sweet Gas
Sonam,Nigeria,NGA,West Africa,5.4986,4.8221,Offshore,20,82.5,1.01089,0.97427,0.0,0.31605,17.90816,7.60606,320.85912,517.71026,400.60724,170.27848,347.43178,0.02937,Light,0,False,0,373.1,291759202.92125,92088829.61173,0.0,0.9,High Flare,Gas,Wet gas,Sweet Gas
Sonam,Nigeria,NGA,West Africa,5.4986,4.8221,Offshore,100,29.8,1.01089,0.97427,0.0,0.31605,17.90816,7.4374,320.85956,443.52464,400.43902,112.26612,331.25852,0.02937,Light,0,False,0,373.1,291759202.92125,92088829.61173,0.0,0.9,High Flare,Gas,Wet gas,Sweet Gas
Songo Songo,Tanzania,TZA,Other Africa,-8.5003,39.4693,Offshore,20,82.5,1.14511,0.59273,0.0,0.47175,8.518,0.0,291.56684,451.41843,328.5632,120.777,330.64142,0.00216,Light,0,False,1,0.0,107019051.96082,433734.73897,0.0,1.8,No Flare Info,Gas,Dry Gas,Sweet Gas
Songo Songo,Tanzania,TZA,Other Africa,-8.5003,39.4693,Offshore,100,29.8,1.14511,0.59273,0.0,0.47175,8.518,0.0,291.56684,373.12242,328.5632,67.05152,306.0709,0.00216,Light,0,False,1,0.0,107019051.96082,433734.73897,0.0,1.8,No Flare Info,Gas,Dry Gas,Sweet Gas
South Belridge,United States,USA,North America,35.5,-119.5,Onshore,20,82.5,0.0,0.74577,0.00505,0.03411,158.42968,66.44327,432.47255,740.59087,669.10442,287.62273,452.96815,1.608,Extra Heavy Oil,1,False,0,64.3,249574474.65372,243722130.99681,69.9,0.0,High Flare,Oil,Extra-Heavy Oil,Sour Oil
South Belridge,United States,USA,North America,35.5,-119.5,Onshore,100,29.8,0.0,0.74577,0.00493,0.03406,158.42968,66.19098,432.57892,700.61474,668.95849,247.76738,452.84737,1.608,Extra Heavy Oil,1,False,0,64.3,249574474.65372,243722130.99681,69.9,0.0,High Flare,Oil,Extra-Heavy Oil,Sour Oil
South Caspian Basin,Turkmenistan,TKM,Central Asia,37.1552,61.5529,Onshore,20,82.5,1.4351,0.71369,0.0,0.47234,11.13594,0.0,291.92864,489.44905,333.75197,158.39734,331.05171,0.46393,Light,0,False,1,16006.46792,3240196737.74099,9977245.89882,0.0,1.5,High Flare,Gas,Dry Gas,Sweet Gas
South Caspian Basin,Turkmenistan,TKM,Central Asia,37.1552,61.5529,Onshore,100,29.8,1.4351,0.71369,0.0,0.47234,11.13594,0.0,291.92864,390.22059,333.75197,83.76989,306.4507,0.46393,Light,0,False,1,16006.46792,3240196737.74099,9977245.89882,0.0,1.5,High Flare,Gas,Dry Gas,Sweet Gas
Spirit River,Canada,CAN,North America,53.8038,-117.7208,Onshore,20,82.5,1.40522,0.71485,2.2107393236961897e-05,0.37522,10.6434,4.43475,326.04773,625.4101,453.57049,267.80107,357.60903,0.05282,Light,0,True,0,3.2774,1496015693.71934,297545268.35909,0.0,0.9,Very Low Flare,Gas,Wet gas,Sweet Gas
Spirit River,Canada,CAN,North America,53.8038,-117.7208,Onshore,100,29.8,1.40522,0.71485,2.160108754181285e-05,0.37522,10.6434,4.33656,326.04911,516.31979,453.47368,178.03487,338.28492,0.05282,Light,0,True,0,3.2774,1496015693.71934,297545268.35909,0.0,0.9,Very Low Flare,Gas,Wet gas,Sweet Gas
Srednebotuobinskoye,Russian Federation,RUS,Russia,61.5847,112.9705,Onshore,20,82.5,0.0,2.94348,0.00458,0.02107,73.02341,59.85519,357.45037,744.14934,507.82611,378.3216,365.82774,0.65365,Light,1,False,0,926.21887,569003738.90483,524945089.85591,15.6,0.0,Very High Flare,Oil,Ultra-Light Oil,Sour Oil
Srednebotuobinskoye,Russian Federation,RUS,Russia,61.5847,112.9705,Onshore,100,29.8,0.0,2.94348,0.00448,0.02099,73.02341,59.41205,357.52964,588.20326,507.46224,222.61112,365.59214,0.65365,Light,1,False,0,926.21887,569003738.90483,524945089.85591,15.6,0.0,Very High Flare,Oil,Ultra-Light Oil,Sour Oil
Statfjord-NO,Norway,NOR,Western Europe,61.2739,1.8709,Offshore,20,82.5,0.22071,0.56811,0.00429,0.01711,19.73041,27.41734,394.18561,496.50318,450.50148,98.36371,398.13947,0.204,Light,1,False,0,4.01839,208604193.60334,171948886.992,43.3,0.0,Low Flare,Oil,Light Oil,Sweet Oil
Statfjord-NO,Norway,NOR,Western Europe,61.2739,1.8709,Offshore,100,29.8,0.22071,0.56811,0.00419,0.01708,19.73041,27.12875,394.21196,465.92537,450.23925,67.86863,398.05673,0.204,Light,1,False,0,4.01839,208604193.60334,171948886.992,43.3,0.0,Low Flare,Oil,Light Oil,Sweet Oil
Su Tu Complex,Viet Nam,VNM,South East Asia,10.34454,108.37355,Offshore,20,82.5,0.79297,1.26925,0.00382,0.14815,39.78933,23.48152,369.53654,594.23125,468.68527,210.6749,383.55636,0.05611,Light,1,False,0,400.99931,304166276.13267,211941038.34072,41.62534,0.0,High Flare,Oil,Light Oil,Sweet Oil
Su Tu Complex,Viet Nam,VNM,South East Asia,10.34454,108.37355,Offshore,100,29.8,0.79297,1.26925,0.00373,0.14813,39.78933,23.24914,369.55484,513.27268,468.47119,136.8047,376.46798,0.05611,Light,1,False,0,400.99931,304166276.13267,211941038.34072,41.62534,0.0,High Flare,Oil,Light Oil,Sweet Oil
Suban,Indonesia,IDN,South East Asia,-2.5401,103.3923,Onshore,20,82.5,0.72395,0.67671,0.0,0.40769,122.96899,0.0,251.98005,510.27305,402.44346,224.52472,285.74833,0.02989,Light,0,False,1,259.22802,285606616.10974,34924336.28107,0.0,1.4,Medium Flare,Gas,Dry Gas,Sour Gas
Suban,Indonesia,IDN,South East Asia,-2.5401,103.3923,Onshore,100,29.8,0.72395,0.67671,0.0,0.40769,122.96899,0.0,251.98005,441.089,402.44346,176.57452,264.51448,0.02989,Light,0,False,1,259.22802,285606616.10974,34924336.28107,0.0,1.4,Medium Flare,Gas,Dry Gas,Sour Gas
Suizhong,China,CHN,East Asia,39.9501,120.836,Offshore,20,82.5,0.20625,0.63419,0.00517,0.03512,20.43153,64.23958,424.66759,583.1065,522.92795,139.92122,443.18528,1.79057,Extra Heavy Oil,1,False,0,23.55163,546438088.04335,515449137.19372,22.0,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Suizhong,China,CHN,East Asia,39.9501,120.836,Offshore,100,29.8,0.20625,0.63419,0.00505,0.03507,20.43153,63.97409,424.76595,548.99656,522.76081,105.9427,443.05386,1.79057,Extra Heavy Oil,1,False,0,23.55163,546438088.04335,515449137.19372,22.0,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Sulige,China,CHN,East Asia,38.13659,108.56252,Onshore,20,82.5,0.60516,0.65129,0.0,0.44237,327.60516,0.0,274.47956,757.21246,634.49059,446.09139,311.12107,0.00246,Light,0,True,1,1202.48069,183661145.56693,3478230.14962,0.0,3.06607,Medium Flare,Gas,Dry Gas,Sour Gas
Sulige,China,CHN,East Asia,38.13659,108.56252,Onshore,100,29.8,0.60516,0.65129,0.0,0.44237,327.60516,0.0,274.47956,678.84049,634.49059,390.75858,288.08191,0.00246,Light,0,True,1,1202.48069,183661145.56693,3478230.14962,0.0,3.06607,Medium Flare,Gas,Dry Gas,Sour Gas
Surat - coal bed methane,Australia,AUS,Oceania,-26.7516,149.7789,Onshore,20,82.5,1.52122,0.71445,0.0,0.58162,12.08349,0.0,326.34602,555.19174,377.66921,180.68815,374.5036,0.0116,Light,0,False,1,172.7,421140589.77489,332022.14874,0.0,3.5,Very Low Flare,Gas,Coal-bed Gas,Sweet Gas
Surat - coal bed methane,Australia,AUS,Oceania,-26.7516,149.7789,Onshore,100,29.8,1.52122,0.71445,0.0,0.58162,12.08349,0.0,326.34602,442.22719,377.66921,98.04973,344.17747,0.0116,Light,0,False,1,172.7,421140589.77489,332022.14874,0.0,3.5,Very Low Flare,Gas,Coal-bed Gas,Sweet Gas
Surmont,Canada,CAN,North America,56.1965,-110.8461,Onshore,20,82.5,0.0,0.7202,0.0056,0.03745,102.61833,70.31678,428.27291,689.17824,619.61592,239.06142,450.11682,4.47002,Extra Heavy Oil,1,False,0,19.9,872361791.41906,829186798.25588,46.8,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Surmont,Canada,CAN,North America,56.1965,-110.8461,Onshore,100,29.8,0.0,0.7202,0.00548,0.0374,102.61833,70.05424,428.38757,650.51031,619.46804,200.53052,449.97979,4.47002,Extra Heavy Oil,1,False,0,19.9,872361791.41906,829186798.25588,46.8,0.0,Medium Flare,Oil,Extra-Heavy Oil,Sour Oil
Suzunskoye,Russian Federation,RUS,Russia,68.3333,83.5,Onshore,20,82.5,0.0,2.16984,0.00822,0.0208,56.14216,38.00154,421.89602,711.23666,535.46017,284.34906,426.8876,0.28472,Light,1,False,0,587.73568,241671280.24117,248448831.92414,21.5,0.0,High Flare,Oil,Light Oil,Sweet Oil
Suzunskoye,Russian Federation,RUS,Russia,68.3333,83.5,Onshore,100,29.8,0.0,2.16984,0.00803,0.02075,56.14216,37.72623,421.93832,596.01915,535.22715,169.27524,426.74391,0.28472,Light,1,False,0,587.73568,241671280.24117,248448831.92414,21.5,0.0,High Flare,Oil,Light Oil,Sweet Oil
Taaken-Rotenburg,Germany,DEU,Western Europe,53.1286,9.3855,Onshore,20,82.5,1.13229,0.59217,0.0,0.46365,8.85869,0.0,286.56157,446.6644,325.22798,121.69907,324.96533,0.00216,Light,0,False,1,0.2,62456805.23142,1156893.20318,0.0,5.8,Very Low Flare,Gas,Dry Gas,Sweet Gas
Taaken-Rotenburg,Germany,DEU,Western Europe,53.1286,9.3855,Onshore,100,29.8,1.13229,0.59217,0.0,0.46365,8.85869,0.0,286.56157,369.23362,325.22798,68.417,300.81663,0.00216,Light,0,False,1,0.2,62456805.23142,1156893.20318,0.0,5.8,Very Low Flare,Gas,Dry Gas,Sweet Gas
Takula,Angola,AGO,West Africa,-5.2538,11.8467,Offshore,20,82.5,0.0,1.11219,0.00455,0.02164,27.66406,57.64013,382.60678,574.6244,484.13717,180.79256,393.83184,0.57968,Regular,1,False,0,94.58087,93195303.31681,87028898.2418,74.2,0.0,High Flare,Oil,Medium Oil,Sour Oil
Takula,Angola,AGO,West Africa,-5.2538,11.8467,Offshore,100,29.8,0.0,1.11219,0.00444,0.02157,27.66406,57.29729,382.68854,515.28202,483.8761,121.63458,393.64745,0.57968,Regular,1,False,0,94.58087,93195303.31681,87028898.2418,74.2,0.0,High Flare,Oil,Medium Oil,Sour Oil
Talakanskoye,Russian Federation,RUS,Russia,59.8905,111.0148,Onshore,20,82.5,0.0,1.03407,0.00458,0.02101,33.36302,59.42272,356.13817,544.99694,466.26832,180.57334,364.4236,0.65365,Light,1,False,0,54.75066,866168769.11757,793244080.74064,26.1,0.0,Medium Flare,Oil,Ultra-Light Oil,Sour Oil
Talakanskoye,Russian Federation,RUS,Russia,59.8905,111.0148,Onshore,100,29.8,0.0,1.03407,0.00447,0.02093,33.36302,58.98294,356.21701,489.68082,465.90738,125.49274,364.18807,0.65365,Light,1,False,0,54.75066,866168769.11757,793244080.74064,26.1,0.0,Medium Flare,Oil,Ultra-Light Oil,Sour Oil
Talinga-Orana - coal bed methane,Australia,AUS,Oceania,-26.8265,150.3105,Onshore,20,82.5,0.95606,0.77892,0.0,0.5524,51.27922,0.0,303.00498,530.21937,399.27437,181.48038,348.73899,0.00216,Light,0,False,1,172.7,265488697.39232,146697.32881,0.0,4.1,Very Low Flare,Gas,Coal-bed Gas,Sour Gas
Talinga-Orana - coal bed methane,Australia,AUS,Oceania,-26.8265,150.3105,Onshore,100,29.8,0.95606,0.77892,0.0,0.5524,51.27922,0.0,303.00498,446.76459,399.27437,126.83479,319.92979,0.00216,Light,0,False,1,172.7,265488697.39232,146697.32881,0.0,4.1,Very Low Flare,Gas,Coal-bed Gas,Sour Gas
Tamar,Israel,ISR,Middle East,33.0114,34.0295,Offshore,20,82.5,1.14259,0.59163,0.0,0.47033,8.40968,0.0,290.68963,450.33315,327.8287,120.68651,329.64664,0.04,Light,0,False,1,6.7,894776052.24759,6415028.86439,0.0,1.0,Very Low Flare,Gas,Dry Gas,Sweet Gas
Tamar,Israel,ISR,Middle East,33.0114,34.0295,Offshore,100,29.8,1.14259,0.59163,0.0,0.47033,8.40968,0.0,290.68963,372.24847,327.8287,67.09842,305.15005,0.04,Light,0,False,1,6.7,894776052.24759,6415028.86439,0.0,1.0,Very Low Flare,Gas,Dry Gas,Sweet Gas
Tambococha,Ecuador,ECU,South America,-0.9161,-75.6022,Onshore,20,82.5,0.0,1.19036,0.00547,0.03552,36.00518,64.9162,420.5145,641.5791,536.29461,202.86777,438.71133,0.8121,Heavy Oil 15-19,1,False,0,201.7,155411335.4573,148092670.05471,12.4,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Tambococha,Ecuador,ECU,South America,-0.9161,-75.6022,Onshore,100,29.8,0.0,1.19036,0.00535,0.03547,36.00518,64.64468,420.61311,578.13565,536.12171,139.56534,438.5703,0.8121,Heavy Oil 15-19,1,False,0,201.7,155411335.4573,148092670.05471,12.4,0.0,High Flare,Oil,Heavy Oil,Sour Oil
Tangguh,Indonesia,IDN,South East Asia,-2.2694,133.1012,Onshore,20,82.5,0.6871,0.67507,0.0,0.47931,199.01629,0.0,309.36449,679.08881,559.16711,330.01682,349.07199,0.02989,Light,0,False,1,182.9,520031102.35594,24420031.39373,0.0,1.4,Medium Flare,Gas,Dry Gas,Sour Gas
Tangguh,Indonesia,IDN,South East Asia,-2.2694,133.1012,Onshore,100,29.8,0.6871,0.67507,0.0,0.47931,199.01629,0.0,309.36449,602.71409,559.16711,278.59313,324.12096,0.02989,Light,0,False,1,182.9,520031102.35594,24420031.39373,0.0,1.4,Medium Flare,Gas,Dry Gas,Sour Gas
Tapis,Malaysia,MYS,South East Asia,5.5082,104.9892,Offshore,20,82.5,0.0,1.15388,0.0082,0.0199,33.54993,38.92927,401.41292,575.99173,485.12012,170.60403,405.3877,0.04409,Light,1,False,0,111.75125,109642687.43557,107214993.42484,15.1,0.0,High Flare,Oil,Ultra-Light Oil,Sweet Oil
Tapis,Malaysia,MYS,South East Asia,5.5082,104.9892,Offshore,100,29.8,0.0,1.15388,0.00802,0.01985,33.54993,38.6475,401.4518,514.31855,484.87724,109.07912,405.23942,0.04409,Light,1,False,0,111.75125,109642687.43557,107214993.42484,15.1,0.0,High Flare,Oil,Ultra-Light Oil,Sweet Oil
Taq Taq,Iraq,IRQ,Middle East,35.997,44.4693,Onshore,20,82.5,0.0,1.7852,0.00461,0.02185,47.74943,61.96686,383.43272,654.37304,509.38654,260.13653,394.2365,1.97374,Light,1,False,0,408.7,25538455.6025,24893176.40382,67.0,0.0,High Flare,Oil,Ultra-Light Oil,Sour Oil
Taq Taq,Iraq,IRQ,Middle East,35.997,44.4693,Onshore,100,29.8,0.0,1.7852,0.0045,0.02178,47.74943,61.59941,383.5149,559.5335,509.10127,165.49341,394.04009,1.97374,Light,1,False,0,408.7,25538455.6025,24893176.40382,67.0,0.0,High Flare,Oil,Ultra-Light Oil,Sour Oil
Tarim,China,CHN,East Asia,39.6262,83.53292,Onshore,20,82.5,0.70544,0.64444,0.00367,0.07422,30.81426,48.756,359.54765,514.6471,455.78312,142.54762,372.09948,0.98115,Light,0,False,0,44.17625,623377946.57715,499572026.31023,57.60131,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Tarim,China,CHN,East Asia,39.6262,83.53292,Onshore,100,29.8,0.70544,0.64444,0.00359,0.07416,30.81426,48.41794,359.61223,474.4173,455.50964,105.40427,369.01303,0.98115,Light,0,False,0,44.17625,623377946.57715,499572026.31023,57.60131,0.0,Medium Flare,Oil,Light Oil,Sour Oil
Tarkosalin-Termokarstovoye,Russian Federation,RUS,Russia,64.94239,78.14355,Onshore,20,82.5,2.47715,0.96117,0.00092,0.37616,16.70837,7.5166,326.36566,813.68975,503.38916,455.73844,357.95131,0.16272,Light,0,False,0,515.10521,2105390796.5479,388674156.31971,0.0,1.7,High Flare,Gas,Wet gas,Sweet Gas
Tarkosalin-Termokarstovoye,Russian Federation,RUS,Russia,64.94239,78.14355,Onshore,100,29.8,2.47715,0.96117,0.0009,0.37615,16.70837,7.42997,326.37199,615.23929,503.30885,276.6628,338.57649,0.16272,Light,0,False,0,515.10521,2105390796.5479,388674156.31971,0.0,1.7,High Flare,Gas,Wet gas,Sweet Gas
Tawke,Iraq,IRQ,Middle East,37.1181,42.9548,Onshore,20,82.5,0.0,1.65673,0.00454,0.02225,47.41715,59.03573,392.51429,654.00021,516.60923,248.32444,405.67577,3.83385,Regular,1,False,0,408.7,267022574.41331,253767469.9176,25.3,0.0,High Flare,Oil,Medium Oil,Sour Oil
Tawke,Iraq,IRQ,Middle East,37.1181,42.9548,Onshore,100,29.8,0.0,1.65673,0.00444,0.02219,47.41715,58.70264,392.60348,565.96488,516.36532,160.46532,405.49955,3.83385,Regular,1,False,0,408.7,267022574.41331,253767469.9176,25.3,0.0,High Flare,Oil,Medium Oil,Sour Oil
Tchatamba,Gabon,GAB,West Africa,-2.2796,9.2421,Offshore,20,82.5,0.0,3.43944,0.00454,0.02181,81.12094,59.04724,383.13354,822.5777,539.85875,427.69634,394.88136,0.93296,Regular,1,False,0,1162.37063,64250574.347,61101682.41796,53.4,0.0,Very High Flare,Oil,Light Oil,Sour Oil
Tchatamba,Gabon,GAB,West Africa,-2.2796,9.2421,Offshore,100,29.8,0.0,3.43944,0.00444,0.02175,81.12094,58.69416,383.2184,640.57911,539.59054,245.88491,394.6942,0.93296,Regular,1,False,0,1162.37063,64250574.347,61101682.41796,53.4,0.0,Very High Flare,Oil,Light Oil,Sour Oil
Te Giac Trang,Viet Nam,VNM,South East Asia,9.9207,107.9259,Offshore,20,82.5,0.33822,1.85926,0.00761,0.02084,41.99206,31.58118,454.59989,693.19095,539.49196,232.95472,460.23624,0.0307,Light,1,False,0,534.70386,69199631.23742,71670631.78678,43.0,0.0,High Flare,Oil,Light Oil,Sweet Oil
