country,date,sector,MtCO2 per day
WORLD,20/05/2024,Industry,30.7299
WORLD,20/05/2024,International Aviation,1.72167
WORLD,20/05/2024,Power,35.296
WORLD,20/05/2024,Residential,5.72082
Brazil,21/05/2024,Domestic Aviation,0.0309365
Brazil,21/05/2024,Ground Transport,0.496954
Brazil,21/05/2024,Industry,0.359788
Brazil,21/05/2024,International Aviation,0.0175478
Brazil,21/05/2024,Power,0.124484
Brazil,21/05/2024,Residential,0.0984519
China,21/05/2024,Domestic Aviation,0.186664
China,21/05/2024,Ground Transport,2.53891
China,21/05/2024,Industry,11.9833
China,21/05/2024,International Aviation,0.0641474
China,21/05/2024,Power,12.6618
China,21/05/2024,Residential,1.32121
EU27 & UK,21/05/2024,Domestic Aviation,0.0452375
EU27 & UK,21/05/2024,Ground Transport,2.73709
EU27 & UK,21/05/2024,Industry,1.83046
EU27 & UK,21/05/2024,International Aviation,0.561347
EU27 & UK,21/05/2024,Power,1.33946
EU27 & UK,21/05/2024,Residential,0.941337
France,21/05/2024,Domestic Aviation,0.00534925
France,21/05/2024,Ground Transport,0.358523
France,21/05/2024,Industry,0.172133
France,21/05/2024,International Aviation,0.0579527
France,21/05/2024,Power,0.0133647
France,21/05/2024,Residential,0.159075
Germany,21/05/2024,Domestic Aviation,0.00416553
Germany,21/05/2024,Ground Transport,0.449199
Germany,21/05/2024,Industry,0.289666
Germany,21/05/2024,International Aviation,0.0806266
Germany,21/05/2024,Power,0.349086
Germany,21/05/2024,Residential,0.150003
India,21/05/2024,Domestic Aviation,0.0195885
India,21/05/2024,Ground Transport,0.825317
India,21/05/2024,Industry,2.3288
India,21/05/2024,International Aviation,0.0363862
India,21/05/2024,Power,5.1084
India,21/05/2024,Residential,0.28356
Italy,21/05/2024,Domestic Aviation,0.00558089
Italy,21/05/2024,Ground Transport,0.281303
Italy,21/05/2024,Industry,0.139445
Italy,21/05/2024,International Aviation,0.0464503
Italy,21/05/2024,Power,0.102867
Italy,21/05/2024,Residential,0.1104
Japan,21/05/2024,Domestic Aviation,0.0254941
Japan,21/05/2024,Ground Transport,0.514647
Japan,21/05/2024,Industry,0.665208
Japan,21/05/2024,International Aviation,0.0488523
Japan,21/05/2024,Power,0.907285
Japan,21/05/2024,Residential,0.151899
ROW,21/05/2024,Domestic Aviation,0.186043
ROW,21/05/2024,Ground Transport,6.95981
ROW,21/05/2024,Industry,10.6554
ROW,21/05/2024,International Aviation,0.742812
ROW,21/05/2024,Power,10.1891
ROW,21/05/2024,Residential,1.63757
Russia,21/05/2024,Domestic Aviation,0.0456455
Russia,21/05/2024,Ground Transport,0.688662
Russia,21/05/2024,Industry,0.859026
Russia,21/05/2024,International Aviation,0.0175901
Russia,21/05/2024,Power,1.85589
Russia,21/05/2024,Residential,0.177946
Spain,21/05/2024,Domestic Aviation,0.0181783
Spain,21/05/2024,Ground Transport,0.289318
Spain,21/05/2024,Industry,0.182109
Spain,21/05/2024,International Aviation,0.0746321
Spain,21/05/2024,Power,0.0568957
Spain,21/05/2024,Residential,0.0855223
United Kingdom,21/05/2024,Domestic Aviation,0.00648917
United Kingdom,21/05/2024,Ground Transport,0.345529
United Kingdom,21/05/2024,Industry,0.260991
United Kingdom,21/05/2024,International Aviation,0.106026
United Kingdom,21/05/2024,Power,0.167294
United Kingdom,21/05/2024,Residential,0.201723
United States,21/05/2024,Domestic Aviation,0.46841
United States,21/05/2024,Ground Transport,4.87334
United States,21/05/2024,Industry,2.9443
United States,21/05/2024,International Aviation,0.212503
United States,21/05/2024,Power,4.10084
United States,21/05/2024,Residential,0.979766
WORLD,21/05/2024,Domestic Aviation,1.00802
WORLD,21/05/2024,Ground Transport,19.6347
WORLD,21/05/2024,Industry,31.6264
WORLD,21/05/2024,International Aviation,1.70119
WORLD,21/05/2024,Power,36.2872
WORLD,21/05/2024,Residential,5.59174
Brazil,22/05/2024,Domestic Aviation,0.0312287
Brazil,22/05/2024,Ground Transport,0.497182
Brazil,22/05/2024,Industry,0.355142
Brazil,22/05/2024,International Aviation,0.0177946
Brazil,22/05/2024,Power,0.122877
Brazil,22/05/2024,Residential,0.0984519
China,22/05/2024,Domestic Aviation,0.18939
China,22/05/2024,Ground Transport,2.54411
China,22/05/2024,Industry,11.9247
China,22/05/2024,International Aviation,0.063253
China,22/05/2024,Power,12.5998
China,22/05/2024,Residential,1.32351
EU27 & UK,22/05/2024,Domestic Aviation,0.0461799
EU27 & UK,22/05/2024,Ground Transport,2.72449
EU27 & UK,22/05/2024,Industry,1.76558
EU27 & UK,22/05/2024,International Aviation,0.561318
EU27 & UK,22/05/2024,Power,1.29198
EU27 & UK,22/05/2024,Residential,0.994454
France,22/05/2024,Domestic Aviation,0.00605025
France,22/05/2024,Ground Transport,0.352852
France,22/05/2024,Industry,0.157075
France,22/05/2024,International Aviation,0.0581049
France,22/05/2024,Power,0.0121956
France,22/05/2024,Residential,0.158012
Germany,22/05/2024,Domestic Aviation,0.00404
Germany,22/05/2024,Ground Transport,0.442521
Germany,22/05/2024,Industry,0.325894
Germany,22/05/2024,International Aviation,0.0795155
Germany,22/05/2024,Power,0.392745
Germany,22/05/2024,Residential,0.183073
India,22/05/2024,Domestic Aviation,0.019532
India,22/05/2024,Ground Transport,0.832686
India,22/05/2024,Industry,2.38433
India,22/05/2024,International Aviation,0.0394681
India,22/05/2024,Power,5.2302
India,22/05/2024,Residential,0.279626
Italy,22/05/2024,Domestic Aviation,0.00559575
Italy,22/05/2024,Ground Transport,0.280862
Italy,22/05/2024,Industry,0.138175
Italy,22/05/2024,International Aviation,0.047384
Italy,22/05/2024,Power,0.10193
Italy,22/05/2024,Residential,0.120303
Japan,22/05/2024,Domestic Aviation,0.0262193
Japan,22/05/2024,Ground Transport,0.514201
Japan,22/05/2024,Industry,0.699516
Japan,22/05/2024,International Aviation,0.0505751
Japan,22/05/2024,Power,0.954077
Japan,22/05/2024,Residential,0.122364
ROW,22/05/2024,Domestic Aviation,0.193195
ROW,22/05/2024,Ground Transport,7.04385
ROW,22/05/2024,Industry,10.799
ROW,22/05/2024,International Aviation,0.756324
ROW,22/05/2024,Power,10.4558
ROW,22/05/2024,Residential,1.66122
Russia,22/05/2024,Domestic Aviation,0.0452557
Russia,22/05/2024,Ground Transport,0.68852
Russia,22/05/2024,Industry,0.852666
Russia,22/05/2024,International Aviation,0.0180507
Russia,22/05/2024,Power,1.84215
Russia,22/05/2024,Residential,0.216304
Spain,22/05/2024,Domestic Aviation,0.0189205
Spain,22/05/2024,Ground Transport,0.292014
Spain,22/05/2024,Industry,0.170286
Spain,22/05/2024,International Aviation,0.073075
Spain,22/05/2024,Power,0.0532019
Spain,22/05/2024,Residential,0.0824328
United Kingdom,22/05/2024,Domestic Aviation,0.00591495
United Kingdom,22/05/2024,Ground Transport,0.348777
United Kingdom,22/05/2024,Industry,0.155027
United Kingdom,22/05/2024,International Aviation,0.107847
United Kingdom,22/05/2024,Power,0.0993718
United Kingdom,22/05/2024,Residential,0.193925
United States,22/05/2024,Domestic Aviation,0.465398
United States,22/05/2024,Ground Transport,4.90876
United States,22/05/2024,Industry,3.01614
United States,22/05/2024,International Aviation,0.210671
United States,22/05/2024,Power,4.20089
United States,22/05/2024,Residential,0.96969
WORLD,22/05/2024,Domestic Aviation,1.0164
WORLD,22/05/2024,Ground Transport,19.7538
WORLD,22/05/2024,Industry,31.797
WORLD,22/05/2024,International Aviation,1.71745
WORLD,22/05/2024,Power,36.6978
WORLD,22/05/2024,Residential,5.66562
Brazil,23/05/2024,Domestic Aviation,0.0314664
Brazil,23/05/2024,Ground Transport,0.498444
Brazil,23/05/2024,Industry,0.357099
Brazil,23/05/2024,International Aviation,0.0166419
Brazil,23/05/2024,Power,0.123554
Brazil,23/05/2024,Residential,0.0984519
China,23/05/2024,Domestic Aviation,0.185729
China,23/05/2024,Ground Transport,2.56163
China,23/05/2024,Industry,12.0964
China,23/05/2024,International Aviation,0.0662145
China,23/05/2024,Power,12.7813
China,23/05/2024,Residential,1.39264
EU27 & UK,23/05/2024,Domestic Aviation,0.0483023
EU27 & UK,23/05/2024,Ground Transport,2.73342
EU27 & UK,23/05/2024,Industry,1.98247
EU27 & UK,23/05/2024,International Aviation,0.586608
EU27 & UK,23/05/2024,Power,1.45069
EU27 & UK,23/05/2024,Residential,1.03006
France,23/05/2024,Domestic Aviation,0.00602687
France,23/05/2024,Ground Transport,0.355912
France,23/05/2024,Industry,0.151135
France,23/05/2024,International Aviation,0.0614325
France,23/05/2024,Power,0.0117344
France,23/05/2024,Residential,0.169745
Germany,23/05/2024,Domestic Aviation,0.00459796
Germany,23/05/2024,Ground Transport,0.443976
Germany,23/05/2024,Industry,0.382303
Germany,23/05/2024,International Aviation,0.0812032
Germany,23/05/2024,Power,0.460726
Germany,23/05/2024,Residential,0.179298
India,23/05/2024,Domestic Aviation,0.0197842
India,23/05/2024,Ground Transport,0.794985
India,23/05/2024,Industry,2.36219
India,23/05/2024,International Aviation,0.0370038
India,23/05/2024,Power,5.18163
India,23/05/2024,Residential,0.279239
Italy,23/05/2024,Domestic Aviation,0.0059336
Italy,23/05/2024,Ground Transport,0.280445
Italy,23/05/2024,Industry,0.16587
Italy,23/05/2024,International Aviation,0.0477545
Italy,23/05/2024,Power,0.122361
Italy,23/05/2024,Residential,0.133496
Japan,23/05/2024,Domestic Aviation,0.0263373
Japan,23/05/2024,Ground Transport,0.515572
Japan,23/05/2024,Industry,0.743846
Japan,23/05/2024,International Aviation,0.0503487
Japan,23/05/2024,Power,1.01454
Japan,23/05/2024,Residential,0.114355
ROW,23/05/2024,Domestic Aviation,0.197253
ROW,23/05/2024,Ground Transport,7.00992
ROW,23/05/2024,Industry,10.7769
ROW,23/05/2024,International Aviation,0.759722
ROW,23/05/2024,Power,10.4951
ROW,23/05/2024,Residential,1.64546
Russia,23/05/2024,Domestic Aviation,0.0450906
Russia,23/05/2024,Ground Transport,0.689856
Russia,23/05/2024,Industry,0.858116
Russia,23/05/2024,International Aviation,0.017846
Russia,23/05/2024,Power,1.85392
Russia,23/05/2024,Residential,0.261169
Spain,23/05/2024,Domestic Aviation,0.0191402
Spain,23/05/2024,Ground Transport,0.292599
Spain,23/05/2024,Industry,0.192306
Spain,23/05/2024,International Aviation,0.0745485
Spain,23/05/2024,Power,0.0600814
Spain,23/05/2024,Residential,0.0775048
United Kingdom,23/05/2024,Domestic Aviation,0.00654152
United Kingdom,23/05/2024,Ground Transport,0.34796
United Kingdom,23/05/2024,Industry,0.119887
United Kingdom,23/05/2024,International Aviation,0.116587
United Kingdom,23/05/2024,Power,0.0768471
United Kingdom,23/05/2024,Residential,0.206719
United States,23/05/2024,Domestic Aviation,0.484713
United States,23/05/2024,Ground Transport,4.91286
United States,23/05/2024,Industry,3.11702
United States,23/05/2024,International Aviation,0.22363
United States,23/05/2024,Power,4.3414
United States,23/05/2024,Residential,0.958444
WORLD,23/05/2024,Domestic Aviation,1.03868
WORLD,23/05/2024,Ground Transport,19.7167
WORLD,23/05/2024,Industry,32.294
WORLD,23/05/2024,International Aviation,1.75801
WORLD,23/05/2024,Power,37.2421
WORLD,23/05/2024,Residential,5.77983
Brazil,24/05/2024,Domestic Aviation,0.0321653
Brazil,24/05/2024,Ground Transport,0.497786
Brazil,24/05/2024,Industry,0.373171
Brazil,24/05/2024,International Aviation,0.016984
Brazil,24/05/2024,Power,0.129115
Brazil,24/05/2024,Residential,0.0984519
China,24/05/2024,Domestic Aviation,0.193721
China,24/05/2024,Ground Transport,2.49172
China,24/05/2024,Industry,12.2718
China,24/05/2024,International Aviation,0.0646318
China,24/05/2024,Power,12.9666
China,24/05/2024,Residential,1.38058
EU27 & UK,24/05/2024,Domestic Aviation,0.0489429
EU27 & UK,24/05/2024,Ground Transport,2.72404
EU27 & UK,24/05/2024,Industry,2.26208
EU27 & UK,24/05/2024,International Aviation,0.598291
EU27 & UK,24/05/2024,Power,1.6553
EU27 & UK,24/05/2024,Residential,1.05497
France,24/05/2024,Domestic Aviation,0.00689079
France,24/05/2024,Ground Transport,0.355001
France,24/05/2024,Industry,0.158955
France,24/05/2024,International Aviation,0.0620096
France,24/05/2024,Power,0.0123416
France,24/05/2024,Residential,0.175147
Germany,24/05/2024,Domestic Aviation,0.00403861
Germany,24/05/2024,Ground Transport,0.439664
Germany,24/05/2024,Industry,0.427822
Germany,24/05/2024,International Aviation,0.0846074
Germany,24/05/2024,Power,0.515582
Germany,24/05/2024,Residential,0.199888
India,24/05/2024,Domestic Aviation,0.0196467
India,24/05/2024,Ground Transport,0.828607
India,24/05/2024,Industry,2.3904
India,24/05/2024,International Aviation,0.0390901
India,24/05/2024,Power,5.24351
India,24/05/2024,Residential,0.282233
Italy,24/05/2024,Domestic Aviation,0.00586481
Italy,24/05/2024,Ground Transport,0.280881
Italy,24/05/2024,Industry,0.17124
Italy,24/05/2024,International Aviation,0.0499621
Italy,24/05/2024,Power,0.126321
Italy,24/05/2024,Residential,0.124171
Japan,24/05/2024,Domestic Aviation,0.0262019
Japan,24/05/2024,Ground Transport,0.515984
Japan,24/05/2024,Industry,0.716561
Japan,24/05/2024,International Aviation,0.0504115
Japan,24/05/2024,Power,0.977325
Japan,24/05/2024,Residential,0.133147
ROW,24/05/2024,Domestic Aviation,0.193572
ROW,24/05/2024,Ground Transport,6.85994
ROW,24/05/2024,Industry,10.8575
ROW,24/05/2024,International Aviation,0.780065
ROW,24/05/2024,Power,10.5684
ROW,24/05/2024,Residential,1.67863
Russia,24/05/2024,Domestic Aviation,0.0477737
Russia,24/05/2024,Ground Transport,0.690708
Russia,24/05/2024,Industry,0.841775
Russia,24/05/2024,International Aviation,0.0185862
Russia,24/05/2024,Power,1.81862
Russia,24/05/2024,Residential,0.238287
Spain,24/05/2024,Domestic Aviation,0.0199966
Spain,24/05/2024,Ground Transport,0.297719
Spain,24/05/2024,Industry,0.205207
Spain,24/05/2024,International Aviation,0.0763776
Spain,24/05/2024,Power,0.0641121
Spain,24/05/2024,Residential,0.0699339
United Kingdom,24/05/2024,Domestic Aviation,0.00669011
United Kingdom,24/05/2024,Ground Transport,0.345698
United Kingdom,24/05/2024,Industry,0.27579
United Kingdom,24/05/2024,International Aviation,0.117086
United Kingdom,24/05/2024,Power,0.17678
United Kingdom,24/05/2024,Residential,0.207928
United States,24/05/2024,Domestic Aviation,0.503664
United States,24/05/2024,Ground Transport,4.81522
United States,24/05/2024,Industry,2.98949
United States,24/05/2024,International Aviation,0.228804
United States,24/05/2024,Power,4.16378
United States,24/05/2024,Residential,0.970893
WORLD,24/05/2024,Domestic Aviation,1.06569
WORLD,24/05/2024,Ground Transport,19.424
WORLD,24/05/2024,Industry,32.7027
WORLD,24/05/2024,International Aviation,1.79686
WORLD,24/05/2024,Power,37.5227
WORLD,24/05/2024,Residential,5.83719
Brazil,25/05/2024,Domestic Aviation,0.030522
Brazil,25/05/2024,Ground Transport,0.450381
Brazil,25/05/2024,Industry,0.369973
Brazil,25/05/2024,International Aviation,0.0173782
Brazil,25/05/2024,Power,0.128008
Brazil,25/05/2024,Residential,0.0984519
China,25/05/2024,Domestic Aviation,0.183898
China,25/05/2024,Ground Transport,2.47469
China,25/05/2024,Industry,11.9698
China,25/05/2024,International Aviation,0.0664021
China,25/05/2024,Power,12.6475
China,25/05/2024,Residential,1.39815
EU27 & UK,25/05/2024,Domestic Aviation,0.0383916
EU27 & UK,25/05/2024,Ground Transport,2.36689
EU27 & UK,25/05/2024,Industry,1.60355
EU27 & UK,25/05/2024,International Aviation,0.608369
EU27 & UK,25/05/2024,Power,1.17341
EU27 & UK,25/05/2024,Residential,0.958131
France,25/05/2024,Domestic Aviation,0.00442564
France,25/05/2024,Ground Transport,0.31895
France,25/05/2024,Industry,0.150572
France,25/05/2024,International Aviation,0.0590815
France,25/05/2024,Power,0.0116907
France,25/05/2024,Residential,0.140949
Germany,25/05/2024,Domestic Aviation,0.00283181
Germany,25/05/2024,Ground Transport,0.392219
Germany,25/05/2024,Industry,0.279524
Germany,25/05/2024,International Aviation,0.0840546
Germany,25/05/2024,Power,0.336863
Germany,25/05/2024,Residential,0.178634
India,25/05/2024,Domestic Aviation,0.0194565
India,25/05/2024,Ground Transport,0.587948
India,25/05/2024,Industry,2.28791
India,25/05/2024,International Aviation,0.0389496
India,25/05/2024,Power,5.01869
India,25/05/2024,Residential,0.278616
Italy,25/05/2024,Domestic Aviation,0.00537455
Italy,25/05/2024,Ground Transport,0.25179
Italy,25/05/2024,Industry,0.133131
Italy,25/05/2024,International Aviation,0.0496934
Italy,25/05/2024,Power,0.0982089
Italy,25/05/2024,Residential,0.125796
Japan,25/05/2024,Domestic Aviation,0.0251911
Japan,25/05/2024,Ground Transport,0.507881
Japan,25/05/2024,Industry,0.535131
Japan,25/05/2024,International Aviation,0.0504622
Japan,25/05/2024,Power,0.72987
Japan,25/05/2024,Residential,0.152156
ROW,25/05/2024,Domestic Aviation,0.168611
ROW,25/05/2024,Ground Transport,6.35473
ROW,25/05/2024,Industry,10.6413
ROW,25/05/2024,International Aviation,0.797321
ROW,25/05/2024,Power,10.1307
ROW,25/05/2024,Residential,1.75261
Russia,25/05/2024,Domestic Aviation,0.0477754
Russia,25/05/2024,Ground Transport,0.626349
Russia,25/05/2024,Industry,0.803865
Russia,25/05/2024,International Aviation,0.0194909
Russia,25/05/2024,Power,1.73671
Russia,25/05/2024,Residential,0.185907
Spain,25/05/2024,Domestic Aviation,0.0176413
Spain,25/05/2024,Ground Transport,0.215534
Spain,25/05/2024,Industry,0.177019
Spain,25/05/2024,International Aviation,0.0826067
Spain,25/05/2024,Power,0.0553053
Spain,25/05/2024,Residential,0.0641473
United Kingdom,25/05/2024,Domestic Aviation,0.00474758
United Kingdom,25/05/2024,Ground Transport,0.322732
United Kingdom,25/05/2024,Industry,0.123628
United Kingdom,25/05/2024,International Aviation,0.117046
United Kingdom,25/05/2024,Power,0.079245
United Kingdom,25/05/2024,Residential,0.191711
United States,25/05/2024,Domestic Aviation,0.444724
United States,25/05/2024,Ground Transport,3.98646
United States,25/05/2024,Industry,3.01768
United States,25/05/2024,International Aviation,0.23031
United States,25/05/2024,Power,4.20304
United States,25/05/2024,Residential,0.989775
WORLD,25/05/2024,Domestic Aviation,0.958569
WORLD,25/05/2024,Ground Transport,17.3553
WORLD,25/05/2024,Industry,31.2292
WORLD,25/05/2024,International Aviation,1.82868
WORLD,25/05/2024,Power,35.7679
WORLD,25/05/2024,Residential,5.81379
Brazil,26/05/2024,Domestic Aviation,0.0275119
Brazil,26/05/2024,Ground Transport,0.31843
Brazil,26/05/2024,Industry,0.369505
Brazil,26/05/2024,International Aviation,0.0187662
Brazil,26/05/2024,Power,0.127846
Brazil,26/05/2024,Residential,0.0984519
China,26/05/2024,Domestic Aviation,0.191918
China,26/05/2024,Ground Transport,2.57365
China,26/05/2024,Industry,11.6931
China,26/05/2024,International Aviation,0.0668174
China,26/05/2024,Power,12.3551
China,26/05/2024,Residential,1.40148
EU27 & UK,26/05/2024,Domestic Aviation,0.0429629
EU27 & UK,26/05/2024,Ground Transport,1.97075
EU27 & UK,26/05/2024,Industry,1.34758
EU27 & UK,26/05/2024,International Aviation,0.607005
EU27 & UK,26/05/2024,Power,0.986103
EU27 & UK,26/05/2024,Residential,0.836011
France,26/05/2024,Domestic Aviation,0.00506353
France,26/05/2024,Ground Transport,0.281154
France,26/05/2024,Industry,0.138506
France,26/05/2024,International Aviation,0.0628373
France,26/05/2024,Power,0.0107539
France,26/05/2024,Residential,0.123056
Germany,26/05/2024,Domestic Aviation,0.00387498
Germany,26/05/2024,Ground Transport,0.310202
Germany,26/05/2024,Industry,0.239983
Germany,26/05/2024,International Aviation,0.0824301
Germany,26/05/2024,Power,0.289211
Germany,26/05/2024,Residential,0.12199
India,26/05/2024,Domestic Aviation,0.0176086
India,26/05/2024,Ground Transport,0.696713
India,26/05/2024,Industry,2.11667
India,26/05/2024,International Aviation,0.0388255
India,26/05/2024,Power,4.64307
India,26/05/2024,Residential,0.274932
Italy,26/05/2024,Domestic Aviation,0.00561931
Italy,26/05/2024,Ground Transport,0.200543
Italy,26/05/2024,Industry,0.0821855
Italy,26/05/2024,International Aviation,0.0497122
Italy,26/05/2024,Power,0.0606272
Italy,26/05/2024,Residential,0.0978578
Japan,26/05/2024,Domestic Aviation,0.0253022
Japan,26/05/2024,Ground Transport,0.507502
Japan,26/05/2024,Industry,0.547399
Japan,26/05/2024,International Aviation,0.0511504
Japan,26/05/2024,Power,0.746603
Japan,26/05/2024,Residential,0.121961
ROW,26/05/2024,Domestic Aviation,0.179874
ROW,26/05/2024,Ground Transport,5.85796
ROW,26/05/2024,Industry,10.1452
ROW,26/05/2024,International Aviation,0.790702
ROW,26/05/2024,Power,9.65121
ROW,26/05/2024,Residential,1.70797
Russia,26/05/2024,Domestic Aviation,0.0458759
Russia,26/05/2024,Ground Transport,0.524614
Russia,26/05/2024,Industry,0.789063
Russia,26/05/2024,International Aviation,0.0205628
Russia,26/05/2024,Power,1.70473
Russia,26/05/2024,Residential,0.217104
Spain,26/05/2024,Domestic Aviation,0.018944
Spain,26/05/2024,Ground Transport,0.143845
Spain,26/05/2024,Industry,0.181454
Spain,26/05/2024,International Aviation,0.0783536
Spain,26/05/2024,Power,0.0566911
Spain,26/05/2024,Residential,0.0651511
United Kingdom,26/05/2024,Domestic Aviation,0.00466066
United Kingdom,26/05/2024,Ground Transport,0.30457
United Kingdom,26/05/2024,Industry,0.0903851
United Kingdom,26/05/2024,International Aviation,0.114726
United Kingdom,26/05/2024,Power,0.0579364
United Kingdom,26/05/2024,Residential,0.189663
United States,26/05/2024,Domestic Aviation,0.393352
United States,26/05/2024,Ground Transport,3.33553
United States,26/05/2024,Industry,2.70872
United States,26/05/2024,International Aviation,0.223631
United States,26/05/2024,Power,3.77272
United States,26/05/2024,Residential,0.976934
WORLD,26/05/2024,Domestic Aviation,0.924406
WORLD,26/05/2024,Ground Transport,15.7851
WORLD,26/05/2024,Industry,29.7172
WORLD,26/05/2024,International Aviation,1.81746
WORLD,26/05/2024,Power,33.9874
WORLD,26/05/2024,Residential,5.63484
Brazil,27/05/2024,Domestic Aviation,0.0310231
Brazil,27/05/2024,Ground Transport,0.49651
Brazil,27/05/2024,Industry,0.369283
Brazil,27/05/2024,International Aviation,0.0172021
Brazil,27/05/2024,Power,0.12777
Brazil,27/05/2024,Residential,0.0984519
China,27/05/2024,Domestic Aviation,0.181042
China,27/05/2024,Ground Transport,2.56935
China,27/05/2024,Industry,11.7937
China,27/05/2024,International Aviation,0.05925
China,27/05/2024,Power,12.4615
China,27/05/2024,Residential,1.37744
EU27 & UK,27/05/2024,Domestic Aviation,0.0477209
EU27 & UK,27/05/2024,Ground Transport,2.63106
EU27 & UK,27/05/2024,Industry,1.86078
EU27 & UK,27/05/2024,International Aviation,0.595127
EU27 & UK,27/05/2024,Power,1.36164
EU27 & UK,27/05/2024,Residential,0.929115
France,27/05/2024,Domestic Aviation,0.00668594
France,27/05/2024,Ground Transport,0.349319
France,27/05/2024,Industry,0.148246
France,27/05/2024,International Aviation,0.0637544
France,27/05/2024,Power,0.0115101
France,27/05/2024,Residential,0.166223
Germany,27/05/2024,Domestic Aviation,0.00405167
Germany,27/05/2024,Ground Transport,0.431601
Germany,27/05/2024,Industry,0.372735
Germany,27/05/2024,International Aviation,0.0806916
Germany,27/05/2024,Power,0.449196
Germany,27/05/2024,Residential,0.140908
India,27/05/2024,Domestic Aviation,0.0189994
India,27/05/2024,Ground Transport,0.823193
India,27/05/2024,Industry,2.13355
India,27/05/2024,International Aviation,0.0383779
India,27/05/2024,Power,4.68008
India,27/05/2024,Residential,0.274688
Italy,27/05/2024,Domestic Aviation,0.00598389
Italy,27/05/2024,Ground Transport,0.275697
Italy,27/05/2024,Industry,0.169693
Italy,27/05/2024,International Aviation,0.0510363
Italy,27/05/2024,Power,0.12518
Italy,27/05/2024,Residential,0.0961029
Japan,27/05/2024,Domestic Aviation,0.0248331
Japan,27/05/2024,Ground Transport,0.517436
Japan,27/05/2024,Industry,0.79933
Japan,27/05/2024,International Aviation,0.047518
Japan,27/05/2024,Power,1.09022
Japan,27/05/2024,Residential,0.118029
ROW,27/05/2024,Domestic Aviation,0.195124
ROW,27/05/2024,Ground Transport,6.53545
ROW,27/05/2024,Industry,11.01
ROW,27/05/2024,International Aviation,0.763033
ROW,27/05/2024,Power,10.5881
ROW,27/05/2024,Residential,1.64851
Russia,27/05/2024,Domestic Aviation,0.0485605
Russia,27/05/2024,Ground Transport,0.683292
Russia,27/05/2024,Industry,0.841482
Russia,27/05/2024,International Aviation,0.0186572
Russia,27/05/2024,Power,1.81798
Russia,27/05/2024,Residential,0.229338
Spain,27/05/2024,Domestic Aviation,0.019261
Spain,27/05/2024,Ground Transport,0.286326
Spain,27/05/2024,Industry,0.184989
Spain,27/05/2024,International Aviation,0.0763532
Spain,27/05/2024,Power,0.0577953
Spain,27/05/2024,Residential,0.066722
United Kingdom,27/05/2024,Domestic Aviation,0.00584991
United Kingdom,27/05/2024,Ground Transport,0.29903
United Kingdom,27/05/2024,Industry,0.109278
United Kingdom,27/05/2024,International Aviation,0.114155
United Kingdom,27/05/2024,Power,0.0700465
United Kingdom,27/05/2024,Residential,0.203373
United States,27/05/2024,Domestic Aviation,0.437728
United States,27/05/2024,Ground Transport,2.96501
United States,27/05/2024,Industry,2.86428
United States,27/05/2024,International Aviation,0.22321
United States,27/05/2024,Power,3.98938
United States,27/05/2024,Residential,0.948881
WORLD,27/05/2024,Domestic Aviation,0.985031
WORLD,27/05/2024,Ground Transport,17.2213
WORLD,27/05/2024,Industry,31.6724
WORLD,27/05/2024,International Aviation,1.76238
WORLD,27/05/2024,Power,36.1166
WORLD,27/05/2024,Residential,5.62445
Brazil,28/05/2024,Domestic Aviation,0.0316024
Brazil,28/05/2024,Ground Transport,0.500403
Brazil,28/05/2024,Industry,0.361834
Brazil,28/05/2024,International Aviation,0.0169914
Brazil,28/05/2024,Power,0.125192
Brazil,28/05/2024,Residential,0.0984519
China,28/05/2024,Domestic Aviation,0.18036
China,28/05/2024,Ground Transport,2.57339
China,28/05/2024,Industry,11.6943
China,28/05/2024,International Aviation,0.0645406
China,28/05/2024,Power,12.3564
China,28/05/2024,Residential,1.35886
EU27 & UK,28/05/2024,Domestic Aviation,0.0454316
EU27 & UK,28/05/2024,Ground Transport,2.72512
EU27 & UK,28/05/2024,Industry,1.95519
EU27 & UK,28/05/2024,International Aviation,0.575697
EU27 & UK,28/05/2024,Power,1.43073
EU27 & UK,28/05/2024,Residential,1.00977
France,28/05/2024,Domestic Aviation,0.00578212
France,28/05/2024,Ground Transport,0.356613
France,28/05/2024,Industry,0.144198
France,28/05/2024,International Aviation,0.0594951
France,28/05/2024,Power,0.0111958
France,28/05/2024,Residential,0.158177
Germany,28/05/2024,Domestic Aviation,0.00409991
Germany,28/05/2024,Ground Transport,0.441387
Germany,28/05/2024,Industry,0.384012
Germany,28/05/2024,International Aviation,0.0807438
Germany,28/05/2024,Power,0.462786
Germany,28/05/2024,Residential,0.223049
India,28/05/2024,Domestic Aviation,0.0194757
India,28/05/2024,Ground Transport,0.826926
India,28/05/2024,Industry,2.17164
India,28/05/2024,International Aviation,0.0366287
India,28/05/2024,Power,4.76364
India,28/05/2024,Residential,0.276672
Italy,28/05/2024,Domestic Aviation,0.00561986
Italy,28/05/2024,Ground Transport,0.280958
Italy,28/05/2024,Industry,0.203934
Italy,28/05/2024,International Aviation,0.0462867
Italy,28/05/2024,Power,0.15044
Italy,28/05/2024,Residential,0.0951987
Japan,28/05/2024,Domestic Aviation,0.0240974
Japan,28/05/2024,Ground Transport,0.51554
Japan,28/05/2024,Industry,0.865766
Japan,28/05/2024,International Aviation,0.0489527
